,item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,matrix_subj_noun,rc_subj_noun,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
175,15,simple,local,no-c-command,0,b,female,matrix_subj,number,mother,girls,shot,themselves,The mother that the girls liked shot themselves . <eos>,The mother that the girls liked shot themselves .,the mother that the girls liked shot ***mask*** .,0.1117219570889929
176,15,simple,local,c-command,1,a,male,rc_subj,number,boys,father,shot,themselves,The boys that the father liked shot themselves . <eos>,The boys that the father liked shot themselves .,the boys that the father liked shot ***mask*** .,0.0038267078225607035
177,15,simple,local,c-command,1,b,male,rc_subj,number,fathers,boy,shot,themselves,The fathers that the boy liked shot themselves . <eos>,The fathers that the boy liked shot themselves .,the fathers that the boy liked shot ***mask*** .,0.09131885370158882
178,15,simple,local,c-command,1,a,female,rc_subj,number,girls,mother,shot,themselves,The girls that the mother liked shot themselves . <eos>,The girls that the mother liked shot themselves .,the girls that the mother liked shot ***mask*** .,0.0030555802821539235
179,15,simple,local,c-command,1,b,female,rc_subj,number,mothers,girl,shot,themselves,The mothers that the girl liked shot themselves . <eos>,The mothers that the girl liked shot themselves .,the mothers that the girl liked shot ***mask*** .,0.006258689394217737
180,16,simple,local,c-command,1,a,male,none,none,boys,sons,saw,themselves,The boys that the sons liked saw themselves . <eos>,The boys that the sons liked saw themselves .,the boys that the sons liked saw ***mask*** .,0.04304119968816245
181,16,simple,local,c-command,1,b,male,none,none,sons,boys,saw,themselves,The sons that the boys liked saw themselves . <eos>,The sons that the boys liked saw themselves .,the sons that the boys liked saw ***mask*** .,0.052380955021124005
182,16,simple,local,c-command,1,a,female,none,none,girls,daughters,saw,themselves,The girls that the daughters liked saw themselves . <eos>,The girls that the daughters liked saw themselves .,the girls that the daughters liked saw ***mask*** .,0.01337320396023433
183,16,simple,local,c-command,1,b,female,none,none,daughters,girls,saw,themselves,The daughters that the girls liked saw themselves . <eos>,The daughters that the girls liked saw themselves .,the daughters that the girls liked saw ***mask*** .,0.024520119512499074
184,16,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,saw,themselves,The boy that the sons liked saw themselves . <eos>,The boy that the sons liked saw themselves .,the boy that the sons liked saw ***mask*** .,0.48123028396815276
185,16,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,saw,themselves,The son that the boys liked saw themselves . <eos>,The son that the boys liked saw themselves .,the son that the boys liked saw ***mask*** .,0.6303430918378636
186,16,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,saw,themselves,The girl that the daughters liked saw themselves . <eos>,The girl that the daughters liked saw themselves .,the girl that the daughters liked saw ***mask*** .,0.269798133749775
187,16,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,saw,themselves,The daughter that the girls liked saw themselves . <eos>,The daughter that the girls liked saw themselves .,the daughter that the girls liked saw ***mask*** .,0.45968672677126576
188,16,simple,local,c-command,1,a,male,rc_subj,number,boys,son,saw,themselves,The boys that the son liked saw themselves . <eos>,The boys that the son liked saw themselves .,the boys that the son liked saw ***mask*** .,0.04950379343838024
189,16,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,saw,themselves,The sons that the boy liked saw themselves . <eos>,The sons that the boy liked saw themselves .,the sons that the boy liked saw ***mask*** .,0.038748364800901214
190,16,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,saw,themselves,The girls that the daughter liked saw themselves . <eos>,The girls that the daughter liked saw themselves .,the girls that the daughter liked saw ***mask*** .,0.017376911409213
191,16,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,saw,themselves,The daughters that the girl liked saw themselves . <eos>,The daughters that the girl liked saw themselves .,the daughters that the girl liked saw ***mask*** .,0.02053839985872592
192,17,simple,local,c-command,1,a,male,none,none,boys,sons,established,themselves,The boys that the sons liked established themselves . <eos>,The boys that the sons liked established themselves .,the boys that the sons liked established ***mask*** .,4.397050621945899e-06
193,17,simple,local,c-command,1,b,male,none,none,sons,boys,established,themselves,The sons that the boys liked established themselves . <eos>,The sons that the boys liked established themselves .,the sons that the boys liked established ***mask*** .,7.4139359822855e-06
194,17,simple,local,c-command,1,a,female,none,none,girls,daughters,established,themselves,The girls that the daughters liked established themselves . <eos>,The girls that the daughters liked established themselves .,the girls that the daughters liked established ***mask*** .,4.341146892123712e-06
195,17,simple,local,c-command,1,b,female,none,none,daughters,girls,established,themselves,The daughters that the girls liked established themselves . <eos>,The daughters that the girls liked established themselves .,the daughters that the girls liked established ***mask*** .,8.648452454232303e-06
196,17,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,established,themselves,The boy that the sons liked established themselves . <eos>,The boy that the sons liked established themselves .,the boy that the sons liked established ***mask*** .,0.0003145237762895846
197,17,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,established,themselves,The son that the boys liked established themselves . <eos>,The son that the boys liked established themselves .,the son that the boys liked established ***mask*** .,0.0007998103195734453
198,17,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,established,themselves,The girl that the daughters liked established themselves . <eos>,The girl that the daughters liked established themselves .,the girl that the daughters liked established ***mask*** .,0.0001811010794081425
199,17,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,established,themselves,The daughter that the girls liked established themselves . <eos>,The daughter that the girls liked established themselves .,the daughter that the girls liked established ***mask*** .,0.0002728133411096003
200,17,simple,local,c-command,1,a,male,rc_subj,number,boys,son,established,themselves,The boys that the son liked established themselves . <eos>,The boys that the son liked established themselves .,the boys that the son liked established ***mask*** .,1.2351396257192495e-05
201,17,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,established,themselves,The sons that the boy liked established themselves . <eos>,The sons that the boy liked established themselves .,the sons that the boy liked established ***mask*** .,1.2351820314246309e-05
202,17,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,established,themselves,The girls that the daughter liked established themselves . <eos>,The girls that the daughter liked established themselves .,the girls that the daughter liked established ***mask*** .,1.2194594666957816e-05
203,17,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,established,themselves,The daughters that the girl liked established themselves . <eos>,The daughters that the girl liked established themselves .,the daughters that the girl liked established ***mask*** .,2.36245323065406e-05
204,18,simple,local,c-command,1,a,male,none,none,boys,sons,devoted,themselves,The boys that the sons liked devoted themselves . <eos>,The boys that the sons liked devoted themselves .,the boys that the sons liked devoted ***mask*** .,0.028072082067289058
205,18,simple,local,c-command,1,b,male,none,none,sons,boys,devoted,themselves,The sons that the boys liked devoted themselves . <eos>,The sons that the boys liked devoted themselves .,the sons that the boys liked devoted ***mask*** .,0.036720133625643636
206,18,simple,local,c-command,1,a,female,none,none,girls,daughters,devoted,themselves,The girls that the daughters liked devoted themselves . <eos>,The girls that the daughters liked devoted themselves .,the girls that the daughters liked devoted ***mask*** .,0.010194699908074758
207,18,simple,local,c-command,1,b,female,none,none,daughters,girls,devoted,themselves,The daughters that the girls liked devoted themselves . <eos>,The daughters that the girls liked devoted themselves .,the daughters that the girls liked devoted ***mask*** .,0.021165527573158812
208,18,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,devoted,themselves,The boy that the sons liked devoted themselves . <eos>,The boy that the sons liked devoted themselves .,the boy that the sons liked devoted ***mask*** .,0.24834711689896147
209,18,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,devoted,themselves,The son that the boys liked devoted themselves . <eos>,The son that the boys liked devoted themselves .,the son that the boys liked devoted ***mask*** .,0.17871643348498686
210,18,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,devoted,themselves,The girl that the daughters liked devoted themselves . <eos>,The girl that the daughters liked devoted themselves .,the girl that the daughters liked devoted ***mask*** .,0.1256211964398869
211,18,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,devoted,themselves,The daughter that the girls liked devoted themselves . <eos>,The daughter that the girls liked devoted themselves .,the daughter that the girls liked devoted ***mask*** .,0.08583029339554249
212,18,simple,local,c-command,1,a,male,rc_subj,number,boys,son,devoted,themselves,The boys that the son liked devoted themselves . <eos>,The boys that the son liked devoted themselves .,the boys that the son liked devoted ***mask*** .,0.07328527748122206
213,18,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,devoted,themselves,The sons that the boy liked devoted themselves . <eos>,The sons that the boy liked devoted themselves .,the sons that the boy liked devoted ***mask*** .,0.11529835373434733
214,18,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,devoted,themselves,The girls that the daughter liked devoted themselves . <eos>,The girls that the daughter liked devoted themselves .,the girls that the daughter liked devoted ***mask*** .,0.030296901056214878
215,18,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,devoted,themselves,The daughters that the girl liked devoted themselves . <eos>,The daughters that the girl liked devoted themselves .,the daughters that the girl liked devoted ***mask*** .,0.053545657606258845
216,19,simple,local,c-command,1,a,male,none,none,boys,sons,considered,themselves,The boys that the sons liked considered themselves . <eos>,The boys that the sons liked considered themselves .,the boys that the sons liked considered ***mask*** .,0.0006403533555262855
217,19,simple,local,c-command,1,b,male,none,none,sons,boys,considered,themselves,The sons that the boys liked considered themselves . <eos>,The sons that the boys liked considered themselves .,the sons that the boys liked considered ***mask*** .,0.0008682869995487672
218,19,simple,local,c-command,1,a,female,none,none,girls,daughters,considered,themselves,The girls that the daughters liked considered themselves . <eos>,The girls that the daughters liked considered themselves .,the girls that the daughters liked considered ***mask*** .,0.0008303372758798151
219,19,simple,local,c-command,1,b,female,none,none,daughters,girls,considered,themselves,The daughters that the girls liked considered themselves . <eos>,The daughters that the girls liked considered themselves .,the daughters that the girls liked considered ***mask*** .,0.0015348617376550228
220,19,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,considered,themselves,The boy that the sons liked considered themselves . <eos>,The boy that the sons liked considered themselves .,the boy that the sons liked considered ***mask*** .,0.17446324119286682
221,19,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,considered,themselves,The son that the boys liked considered themselves . <eos>,The son that the boys liked considered themselves .,the son that the boys liked considered ***mask*** .,0.20507261237060995
222,19,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,considered,themselves,The girl that the daughters liked considered themselves . <eos>,The girl that the daughters liked considered themselves .,the girl that the daughters liked considered ***mask*** .,0.15080040838203948
223,19,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,considered,themselves,The daughter that the girls liked considered themselves . <eos>,The daughter that the girls liked considered themselves .,the daughter that the girls liked considered ***mask*** .,0.16565670648502953
224,19,simple,local,c-command,1,a,male,rc_subj,number,boys,son,considered,themselves,The boys that the son liked considered themselves . <eos>,The boys that the son liked considered themselves .,the boys that the son liked considered ***mask*** .,0.0008604090440186599
225,19,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,considered,themselves,The sons that the boy liked considered themselves . <eos>,The sons that the boy liked considered themselves .,the sons that the boy liked considered ***mask*** .,0.0011694407557943914
226,19,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,considered,themselves,The girls that the daughter liked considered themselves . <eos>,The girls that the daughter liked considered themselves .,the girls that the daughter liked considered ***mask*** .,0.0013508121723440438
227,19,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,considered,themselves,The daughters that the girl liked considered themselves . <eos>,The daughters that the girl liked considered themselves .,the daughters that the girl liked considered ***mask*** .,0.0016395036201053111
228,20,simple,local,c-command,1,a,male,none,none,boys,sons,identified,themselves,The boys that the sons liked identified themselves . <eos>,The boys that the sons liked identified themselves .,the boys that the sons liked identified ***mask*** .,3.34902895169531e-05
229,20,simple,local,c-command,1,b,male,none,none,sons,boys,identified,themselves,The sons that the boys liked identified themselves . <eos>,The sons that the boys liked identified themselves .,the sons that the boys liked identified ***mask*** .,4.1948143629545166e-05
230,20,simple,local,c-command,1,a,female,none,none,girls,daughters,identified,themselves,The girls that the daughters liked identified themselves . <eos>,The girls that the daughters liked identified themselves .,the girls that the daughters liked identified ***mask*** .,3.701821687080316e-05
231,20,simple,local,c-command,1,b,female,none,none,daughters,girls,identified,themselves,The daughters that the girls liked identified themselves . <eos>,The daughters that the girls liked identified themselves .,the daughters that the girls liked identified ***mask*** .,4.8069103850881335e-05
232,20,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,identified,themselves,The boy that the sons liked identified themselves . <eos>,The boy that the sons liked identified themselves .,the boy that the sons liked identified ***mask*** .,0.0008889867487799545
233,20,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,identified,themselves,The son that the boys liked identified themselves . <eos>,The son that the boys liked identified themselves .,the son that the boys liked identified ***mask*** .,0.0004739001537584118
234,20,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,identified,themselves,The girl that the daughters liked identified themselves . <eos>,The girl that the daughters liked identified themselves .,the girl that the daughters liked identified ***mask*** .,0.0004827296315902728
235,20,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,identified,themselves,The daughter that the girls liked identified themselves . <eos>,The daughter that the girls liked identified themselves .,the daughter that the girls liked identified ***mask*** .,0.0002830406115579458
236,20,simple,local,c-command,1,a,male,rc_subj,number,boys,son,identified,themselves,The boys that the son liked identified themselves . <eos>,The boys that the son liked identified themselves .,the boys that the son liked identified ***mask*** .,6.732796226567383e-05
237,20,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,identified,themselves,The sons that the boy liked identified themselves . <eos>,The sons that the boy liked identified themselves .,the sons that the boy liked identified ***mask*** .,7.785796493751343e-05
238,20,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,identified,themselves,The girls that the daughter liked identified themselves . <eos>,The girls that the daughter liked identified themselves .,the girls that the daughter liked identified ***mask*** .,6.0714147617430265e-05
239,20,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,identified,themselves,The daughters that the girl liked identified themselves . <eos>,The daughters that the girl liked identified themselves .,the daughters that the girl liked identified ***mask*** .,4.598211631167213e-05
240,21,simple,local,c-command,1,a,male,none,none,boys,sons,made,themselves,The boys that the sons liked made themselves . <eos>,The boys that the sons liked made themselves .,the boys that the sons liked made ***mask*** .,0.05184176322559168
241,21,simple,local,c-command,1,b,male,none,none,sons,boys,made,themselves,The sons that the boys liked made themselves . <eos>,The sons that the boys liked made themselves .,the sons that the boys liked made ***mask*** .,0.06670184580087006
242,21,simple,local,c-command,1,a,female,none,none,girls,daughters,made,themselves,The girls that the daughters liked made themselves . <eos>,The girls that the daughters liked made themselves .,the girls that the daughters liked made ***mask*** .,0.031026133957937876
243,21,simple,local,c-command,1,b,female,none,none,daughters,girls,made,themselves,The daughters that the girls liked made themselves . <eos>,The daughters that the girls liked made themselves .,the daughters that the girls liked made ***mask*** .,0.06340740021911177
244,21,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,made,themselves,The boy that the sons liked made themselves . <eos>,The boy that the sons liked made themselves .,the boy that the sons liked made ***mask*** .,0.5044472205176032
245,21,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,made,themselves,The son that the boys liked made themselves . <eos>,The son that the boys liked made themselves .,the son that the boys liked made ***mask*** .,0.7194815238860602
246,21,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,made,themselves,The girl that the daughters liked made themselves . <eos>,The girl that the daughters liked made themselves .,the girl that the daughters liked made ***mask*** .,0.2101514193677826
247,21,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,made,themselves,The daughter that the girls liked made themselves . <eos>,The daughter that the girls liked made themselves .,the daughter that the girls liked made ***mask*** .,0.39298981020506657
248,21,simple,local,c-command,1,a,male,rc_subj,number,boys,son,made,themselves,The boys that the son liked made themselves . <eos>,The boys that the son liked made themselves .,the boys that the son liked made ***mask*** .,0.09784906288195318
249,21,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,made,themselves,The sons that the boy liked made themselves . <eos>,The sons that the boy liked made themselves .,the sons that the boy liked made ***mask*** .,0.08403562610113563
250,21,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,made,themselves,The girls that the daughter liked made themselves . <eos>,The girls that the daughter liked made themselves .,the girls that the daughter liked made ***mask*** .,0.05469835146557503
251,21,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,made,themselves,The daughters that the girl liked made themselves . <eos>,The daughters that the girl liked made themselves .,the daughters that the girl liked made ***mask*** .,0.07989034676496974
252,22,simple,local,c-command,1,a,male,none,none,boys,sons,found,themselves,The boys that the sons liked found themselves . <eos>,The boys that the sons liked found themselves .,the boys that the sons liked found ***mask*** .,0.0008900120184612913
253,22,simple,local,c-command,1,b,male,none,none,sons,boys,found,themselves,The sons that the boys liked found themselves . <eos>,The sons that the boys liked found themselves .,the sons that the boys liked found ***mask*** .,0.0008958173451590409
254,22,simple,local,c-command,1,a,female,none,none,girls,daughters,found,themselves,The girls that the daughters liked found themselves . <eos>,The girls that the daughters liked found themselves .,the girls that the daughters liked found ***mask*** .,0.0006277409173534755
255,22,simple,local,c-command,1,b,female,none,none,daughters,girls,found,themselves,The daughters that the girls liked found themselves . <eos>,The daughters that the girls liked found themselves .,the daughters that the girls liked found ***mask*** .,0.0005982973120266596
256,22,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,found,themselves,The boy that the sons liked found themselves . <eos>,The boy that the sons liked found themselves .,the boy that the sons liked found ***mask*** .,0.11526586214431785
257,22,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,found,themselves,The son that the boys liked found themselves . <eos>,The son that the boys liked found themselves .,the son that the boys liked found ***mask*** .,0.06090141163001958
258,22,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,found,themselves,The girl that the daughters liked found themselves . <eos>,The girl that the daughters liked found themselves .,the girl that the daughters liked found ***mask*** .,0.03642242090777909
259,22,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,found,themselves,The daughter that the girls liked found themselves . <eos>,The daughter that the girls liked found themselves .,the daughter that the girls liked found ***mask*** .,0.01864398607299498
260,22,simple,local,c-command,1,a,male,rc_subj,number,boys,son,found,themselves,The boys that the son liked found themselves . <eos>,The boys that the son liked found themselves .,the boys that the son liked found ***mask*** .,0.001456755565485306
261,22,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,found,themselves,The sons that the boy liked found themselves . <eos>,The sons that the boy liked found themselves .,the sons that the boy liked found ***mask*** .,0.0014762511763759742
262,22,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,found,themselves,The girls that the daughter liked found themselves . <eos>,The girls that the daughter liked found themselves .,the girls that the daughter liked found ***mask*** .,0.0014088361332398565
263,22,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,found,themselves,The daughters that the girl liked found themselves . <eos>,The daughters that the girl liked found themselves .,the daughters that the girl liked found ***mask*** .,0.0009055716654427761
264,23,simple,local,c-command,1,a,male,none,none,boys,sons,distinguished,themselves,The boys that the sons liked distinguished themselves . <eos>,The boys that the sons liked distinguished themselves .,the boys that the sons liked distinguished ***mask*** .,1.1192623650223392e-05
265,23,simple,local,c-command,1,b,male,none,none,sons,boys,distinguished,themselves,The sons that the boys liked distinguished themselves . <eos>,The sons that the boys liked distinguished themselves .,the sons that the boys liked distinguished ***mask*** .,4.657260546758681e-05
266,23,simple,local,c-command,1,a,female,none,none,girls,daughters,distinguished,themselves,The girls that the daughters liked distinguished themselves . <eos>,The girls that the daughters liked distinguished themselves .,the girls that the daughters liked distinguished ***mask*** .,2.410093613075234e-05
267,23,simple,local,c-command,1,b,female,none,none,daughters,girls,distinguished,themselves,The daughters that the girls liked distinguished themselves . <eos>,The daughters that the girls liked distinguished themselves .,the daughters that the girls liked distinguished ***mask*** .,9.810285446625039e-05
268,23,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,distinguished,themselves,The boy that the sons liked distinguished themselves . <eos>,The boy that the sons liked distinguished themselves .,the boy that the sons liked distinguished ***mask*** .,0.0016507234604348396
269,23,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,distinguished,themselves,The son that the boys liked distinguished themselves . <eos>,The son that the boys liked distinguished themselves .,the son that the boys liked distinguished ***mask*** .,0.005300277738194713
270,23,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,distinguished,themselves,The girl that the daughters liked distinguished themselves . <eos>,The girl that the daughters liked distinguished themselves .,the girl that the daughters liked distinguished ***mask*** .,0.0012623021189289722
271,23,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,distinguished,themselves,The daughter that the girls liked distinguished themselves . <eos>,The daughter that the girls liked distinguished themselves .,the daughter that the girls liked distinguished ***mask*** .,0.006914760150011202
272,23,simple,local,c-command,1,a,male,rc_subj,number,boys,son,distinguished,themselves,The boys that the son liked distinguished themselves . <eos>,The boys that the son liked distinguished themselves .,the boys that the son liked distinguished ***mask*** .,8.171184420444996e-05
273,23,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,distinguished,themselves,The sons that the boy liked distinguished themselves . <eos>,The sons that the boy liked distinguished themselves .,the sons that the boy liked distinguished ***mask*** .,6.459700483219071e-05
274,23,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,distinguished,themselves,The girls that the daughter liked distinguished themselves . <eos>,The girls that the daughter liked distinguished themselves .,the girls that the daughter liked distinguished ***mask*** .,4.926404138810507e-05
275,23,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,distinguished,themselves,The daughters that the girl liked distinguished themselves . <eos>,The daughters that the girl liked distinguished themselves .,the daughters that the girl liked distinguished ***mask*** .,0.0002287840743586255
276,24,simple,local,c-command,1,a,male,none,none,boys,sons,taught,themselves,The boys that the sons liked taught themselves . <eos>,The boys that the sons liked taught themselves .,the boys that the sons liked taught ***mask*** .,0.0029626202319486777
277,24,simple,local,c-command,1,b,male,none,none,sons,boys,taught,themselves,The sons that the boys liked taught themselves . <eos>,The sons that the boys liked taught themselves .,the sons that the boys liked taught ***mask*** .,0.0030951772575522683
278,24,simple,local,c-command,1,a,female,none,none,girls,daughters,taught,themselves,The girls that the daughters liked taught themselves . <eos>,The girls that the daughters liked taught themselves .,the girls that the daughters liked taught ***mask*** .,0.001809520361583499
279,24,simple,local,c-command,1,b,female,none,none,daughters,girls,taught,themselves,The daughters that the girls liked taught themselves . <eos>,The daughters that the girls liked taught themselves .,the daughters that the girls liked taught ***mask*** .,0.0031653757309536824
280,24,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,taught,themselves,The boy that the sons liked taught themselves . <eos>,The boy that the sons liked taught themselves .,the boy that the sons liked taught ***mask*** .,0.07355724019797891
281,24,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,taught,themselves,The son that the boys liked taught themselves . <eos>,The son that the boys liked taught themselves .,the son that the boys liked taught ***mask*** .,0.04893257543071702
282,24,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,taught,themselves,The girl that the daughters liked taught themselves . <eos>,The girl that the daughters liked taught themselves .,the girl that the daughters liked taught ***mask*** .,0.05076583754027091
283,24,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,taught,themselves,The daughter that the girls liked taught themselves . <eos>,The daughter that the girls liked taught themselves .,the daughter that the girls liked taught ***mask*** .,0.03773524657738927
284,24,simple,local,c-command,1,a,male,rc_subj,number,boys,son,taught,themselves,The boys that the son liked taught themselves . <eos>,The boys that the son liked taught themselves .,the boys that the son liked taught ***mask*** .,0.049934309368091824
285,24,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,taught,themselves,The sons that the boy liked taught themselves . <eos>,The sons that the boy liked taught themselves .,the sons that the boy liked taught ***mask*** .,0.053569812642955614
286,24,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,taught,themselves,The girls that the daughter liked taught themselves . <eos>,The girls that the daughter liked taught themselves .,the girls that the daughter liked taught ***mask*** .,0.03448240762110008
287,24,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,taught,themselves,The daughters that the girl liked taught themselves . <eos>,The daughters that the girl liked taught themselves .,the daughters that the girl liked taught ***mask*** .,0.02459063759683513
288,25,simple,local,c-command,1,a,male,none,none,boys,sons,killed,themselves,The boys that the sons liked killed themselves . <eos>,The boys that the sons liked killed themselves .,the boys that the sons liked killed ***mask*** .,0.0009565805365995883
289,25,simple,local,c-command,1,b,male,none,none,sons,boys,killed,themselves,The sons that the boys liked killed themselves . <eos>,The sons that the boys liked killed themselves .,the sons that the boys liked killed ***mask*** .,0.0009584655964072577
290,25,simple,local,c-command,1,a,female,none,none,girls,daughters,killed,themselves,The girls that the daughters liked killed themselves . <eos>,The girls that the daughters liked killed themselves .,the girls that the daughters liked killed ***mask*** .,0.0008157700689210365
291,25,simple,local,c-command,1,b,female,none,none,daughters,girls,killed,themselves,The daughters that the girls liked killed themselves . <eos>,The daughters that the girls liked killed themselves .,the daughters that the girls liked killed ***mask*** .,0.002417672211589263
292,25,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,killed,themselves,The boy that the sons liked killed themselves . <eos>,The boy that the sons liked killed themselves .,the boy that the sons liked killed ***mask*** .,0.08087691863317258
293,25,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,killed,themselves,The son that the boys liked killed themselves . <eos>,The son that the boys liked killed themselves .,the son that the boys liked killed ***mask*** .,0.0666516825776428
294,25,simple,local,no-c-command,0,a,female,matrix_subj,number,girl,daughters,killed,themselves,The girl that the daughters liked killed themselves . <eos>,The girl that the daughters liked killed themselves .,the girl that the daughters liked killed ***mask*** .,0.04527144235465846
295,25,simple,local,no-c-command,0,b,female,matrix_subj,number,daughter,girls,killed,themselves,The daughter that the girls liked killed themselves . <eos>,The daughter that the girls liked killed themselves .,the daughter that the girls liked killed ***mask*** .,0.04244654467716078
296,25,simple,local,c-command,1,a,male,rc_subj,number,boys,son,killed,themselves,The boys that the son liked killed themselves . <eos>,The boys that the son liked killed themselves .,the boys that the son liked killed ***mask*** .,0.0018191710449939967
297,25,simple,local,c-command,1,b,male,rc_subj,number,sons,boy,killed,themselves,The sons that the boy liked killed themselves . <eos>,The sons that the boy liked killed themselves .,the sons that the boy liked killed ***mask*** .,0.0015541579708733524
298,25,simple,local,c-command,1,a,female,rc_subj,number,girls,daughter,killed,themselves,The girls that the daughter liked killed themselves . <eos>,The girls that the daughter liked killed themselves .,the girls that the daughter liked killed ***mask*** .,0.002005570768940308
299,25,simple,local,c-command,1,b,female,rc_subj,number,daughters,girl,killed,themselves,The daughters that the girl liked killed themselves . <eos>,The daughters that the girl liked killed themselves .,the daughters that the girl liked killed ***mask*** .,0.005578690866369078
300,26,simple,local,c-command,1,a,male,none,none,boys,sons,called,themselves,The boys that the sons liked called themselves . <eos>,The boys that the sons liked called themselves .,the boys that the sons liked called ***mask*** .,0.0019763698796976445
301,26,simple,local,c-command,1,b,male,none,none,sons,boys,called,themselves,The sons that the boys liked called themselves . <eos>,The sons that the boys liked called themselves .,the sons that the boys liked called ***mask*** .,0.0022269779543695576
302,26,simple,local,c-command,1,a,female,none,none,girls,daughters,called,themselves,The girls that the daughters liked called themselves . <eos>,The girls that the daughters liked called themselves .,the girls that the daughters liked called ***mask*** .,0.0013947074378598747
303,26,simple,local,c-command,1,b,female,none,none,daughters,girls,called,themselves,The daughters that the girls liked called themselves . <eos>,The daughters that the girls liked called themselves .,the daughters that the girls liked called ***mask*** .,0.0024614381399239984
304,26,simple,local,no-c-command,0,a,male,matrix_subj,number,boy,sons,called,themselves,The boy that the sons liked called themselves . <eos>,The boy that the sons liked called themselves .,the boy that the sons liked called ***mask*** .,1.9383135389283161
305,26,simple,local,no-c-command,0,b,male,matrix_subj,number,son,boys,called,themselves,The son that the boys liked called themselves . <eos>,The son that the boys liked called themselves .,the son that the boys liked called ***mask*** .,2.1995853369657787
