,item,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
173,15,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,hurt,themselves,The surgeons said that the mechanic hurt themselves . <eos>,The surgeons said that the mechanic hurt themselves .,the surgeons said that the mechanic hurt ***mask*** .,0.008100956114641929
174,15,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,hurt,themselves,The bankers said that the surgeon hurt themselves . <eos>,The bankers said that the surgeon hurt themselves .,the bankers said that the surgeon hurt ***mask*** .,0.03131428034323841
175,15,embed,nonlocal,0,d,local_subj,number,surgeons,banker,hurt,themselves,The surgeons said that the banker hurt themselves . <eos>,The surgeons said that the banker hurt themselves .,the surgeons said that the banker hurt ***mask*** .,0.01286470048846987
176,15,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,hurt,themselves,The mechanic said that the surgeons hurt themselves . <eos>,The mechanic said that the surgeons hurt themselves .,the mechanic said that the surgeons hurt ***mask*** .,0.004921695868915397
177,15,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,hurt,themselves,The surgeon said that the mechanics hurt themselves . <eos>,The surgeon said that the mechanics hurt themselves .,the surgeon said that the mechanics hurt ***mask*** .,0.0007534481011085545
178,15,embed,local,1,c,nonlocal_subj,number,banker,surgeons,hurt,themselves,The banker said that the surgeons hurt themselves . <eos>,The banker said that the surgeons hurt themselves .,the banker said that the surgeons hurt ***mask*** .,0.003932437629356295
179,15,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,hurt,themselves,The surgeon said that the bankers hurt themselves . <eos>,The surgeon said that the bankers hurt themselves .,the surgeon said that the bankers hurt ***mask*** .,0.002931531060837736
180,16,embed,local,1,a,none,none,mechanics,surgeons,injured,themselves,The mechanics said that the surgeons injured themselves . <eos>,The mechanics said that the surgeons injured themselves .,the mechanics said that the surgeons injured ***mask*** .,0.0022347054200973653
181,16,embed,local,1,b,none,none,surgeons,mechanics,injured,themselves,The surgeons said that the mechanics injured themselves . <eos>,The surgeons said that the mechanics injured themselves .,the surgeons said that the mechanics injured ***mask*** .,0.0007495925209306012
182,16,embed,local,1,c,none,none,bankers,surgeons,injured,themselves,The bankers said that the surgeons injured themselves . <eos>,The bankers said that the surgeons injured themselves .,the bankers said that the surgeons injured ***mask*** .,0.0073978448263326635
183,16,embed,local,1,d,none,none,surgeons,bankers,injured,themselves,The surgeons said that the bankers injured themselves . <eos>,The surgeons said that the bankers injured themselves .,the surgeons said that the bankers injured ***mask*** .,0.00034919298053092253
184,16,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,injured,themselves,The mechanics said that the surgeon injured themselves . <eos>,The mechanics said that the surgeon injured themselves .,the mechanics said that the surgeon injured ***mask*** .,0.014286933919472243
185,16,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,injured,themselves,The surgeons said that the mechanic injured themselves . <eos>,The surgeons said that the mechanic injured themselves .,the surgeons said that the mechanic injured ***mask*** .,0.006606947273164541
186,16,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,injured,themselves,The bankers said that the surgeon injured themselves . <eos>,The bankers said that the surgeon injured themselves .,the bankers said that the surgeon injured ***mask*** .,0.05431677784121161
187,16,embed,nonlocal,0,d,local_subj,number,surgeons,banker,injured,themselves,The surgeons said that the banker injured themselves . <eos>,The surgeons said that the banker injured themselves .,the surgeons said that the banker injured ***mask*** .,0.008812638441631604
188,16,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,injured,themselves,The mechanic said that the surgeons injured themselves . <eos>,The mechanic said that the surgeons injured themselves .,the mechanic said that the surgeons injured ***mask*** .,0.00720724294532895
189,16,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,injured,themselves,The surgeon said that the mechanics injured themselves . <eos>,The surgeon said that the mechanics injured themselves .,the surgeon said that the mechanics injured ***mask*** .,0.0010233152362064475
190,16,embed,local,1,c,nonlocal_subj,number,banker,surgeons,injured,themselves,The banker said that the surgeons injured themselves . <eos>,The banker said that the surgeons injured themselves .,the banker said that the surgeons injured ***mask*** .,0.006196729329998449
191,16,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,injured,themselves,The surgeon said that the bankers injured themselves . <eos>,The surgeon said that the bankers injured themselves .,the surgeon said that the bankers injured ***mask*** .,0.0007394813935991171
192,17,embed,local,1,a,none,none,mechanics,surgeons,congratulated,themselves,The mechanics said that the surgeons congratulated themselves . <eos>,The mechanics said that the surgeons congratulated themselves .,the mechanics said that the surgeons congratulated ***mask*** .,0.001957958042129621
193,17,embed,local,1,b,none,none,surgeons,mechanics,congratulated,themselves,The surgeons said that the mechanics congratulated themselves . <eos>,The surgeons said that the mechanics congratulated themselves .,the surgeons said that the mechanics congratulated ***mask*** .,0.0019568527562387568
194,17,embed,local,1,c,none,none,bankers,surgeons,congratulated,themselves,The bankers said that the surgeons congratulated themselves . <eos>,The bankers said that the surgeons congratulated themselves .,the bankers said that the surgeons congratulated ***mask*** .,0.002472035142755447
195,17,embed,local,1,d,none,none,surgeons,bankers,congratulated,themselves,The surgeons said that the bankers congratulated themselves . <eos>,The surgeons said that the bankers congratulated themselves .,the surgeons said that the bankers congratulated ***mask*** .,0.00394293241491685
196,17,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,congratulated,themselves,The mechanics said that the surgeon congratulated themselves . <eos>,The mechanics said that the surgeon congratulated themselves .,the mechanics said that the surgeon congratulated ***mask*** .,0.010036030574494523
197,17,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,congratulated,themselves,The surgeons said that the mechanic congratulated themselves . <eos>,The surgeons said that the mechanic congratulated themselves .,the surgeons said that the mechanic congratulated ***mask*** .,0.006852615596180276
198,17,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,congratulated,themselves,The bankers said that the surgeon congratulated themselves . <eos>,The bankers said that the surgeon congratulated themselves .,the bankers said that the surgeon congratulated ***mask*** .,0.018442666825286985
199,17,embed,nonlocal,0,d,local_subj,number,surgeons,banker,congratulated,themselves,The surgeons said that the banker congratulated themselves . <eos>,The surgeons said that the banker congratulated themselves .,the surgeons said that the banker congratulated ***mask*** .,0.006742628974130344
200,17,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,congratulated,themselves,The mechanic said that the surgeons congratulated themselves . <eos>,The mechanic said that the surgeons congratulated themselves .,the mechanic said that the surgeons congratulated ***mask*** .,0.0047838297016116835
201,17,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,congratulated,themselves,The surgeon said that the mechanics congratulated themselves . <eos>,The surgeon said that the mechanics congratulated themselves .,the surgeon said that the mechanics congratulated ***mask*** .,0.003993457289780647
202,17,embed,local,1,c,nonlocal_subj,number,banker,surgeons,congratulated,themselves,The banker said that the surgeons congratulated themselves . <eos>,The banker said that the surgeons congratulated themselves .,the banker said that the surgeons congratulated ***mask*** .,0.0034065376156192863
203,17,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,congratulated,themselves,The surgeon said that the bankers congratulated themselves . <eos>,The surgeon said that the bankers congratulated themselves .,the surgeon said that the bankers congratulated ***mask*** .,0.009570170426936602
204,18,embed,local,1,a,none,none,mechanics,surgeons,embarrassed,themselves,The mechanics said that the surgeons embarrassed themselves . <eos>,The mechanics said that the surgeons embarrassed themselves .,the mechanics said that the surgeons embarrassed ***mask*** .,0.000561695352033045
205,18,embed,local,1,b,none,none,surgeons,mechanics,embarrassed,themselves,The surgeons said that the mechanics embarrassed themselves . <eos>,The surgeons said that the mechanics embarrassed themselves .,the surgeons said that the mechanics embarrassed ***mask*** .,0.0005134847456370087
206,18,embed,local,1,c,none,none,bankers,surgeons,embarrassed,themselves,The bankers said that the surgeons embarrassed themselves . <eos>,The bankers said that the surgeons embarrassed themselves .,the bankers said that the surgeons embarrassed ***mask*** .,0.0013114255627217112
207,18,embed,local,1,d,none,none,surgeons,bankers,embarrassed,themselves,The surgeons said that the bankers embarrassed themselves . <eos>,The surgeons said that the bankers embarrassed themselves .,the surgeons said that the bankers embarrassed ***mask*** .,0.0017533136782428228
208,18,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,embarrassed,themselves,The mechanics said that the surgeon embarrassed themselves . <eos>,The mechanics said that the surgeon embarrassed themselves .,the mechanics said that the surgeon embarrassed ***mask*** .,0.0035192275969657453
209,18,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,embarrassed,themselves,The surgeons said that the mechanic embarrassed themselves . <eos>,The surgeons said that the mechanic embarrassed themselves .,the surgeons said that the mechanic embarrassed ***mask*** .,0.0028035319423396704
210,18,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,embarrassed,themselves,The bankers said that the surgeon embarrassed themselves . <eos>,The bankers said that the surgeon embarrassed themselves .,the bankers said that the surgeon embarrassed ***mask*** .,0.010398813817818741
211,18,embed,nonlocal,0,d,local_subj,number,surgeons,banker,embarrassed,themselves,The surgeons said that the banker embarrassed themselves . <eos>,The surgeons said that the banker embarrassed themselves .,the surgeons said that the banker embarrassed ***mask*** .,0.008234062489098446
212,18,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,embarrassed,themselves,The mechanic said that the surgeons embarrassed themselves . <eos>,The mechanic said that the surgeons embarrassed themselves .,the mechanic said that the surgeons embarrassed ***mask*** .,0.0019547241580699145
213,18,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,embarrassed,themselves,The surgeon said that the mechanics embarrassed themselves . <eos>,The surgeon said that the mechanics embarrassed themselves .,the surgeon said that the mechanics embarrassed ***mask*** .,0.0018146082013993624
214,18,embed,local,1,c,nonlocal_subj,number,banker,surgeons,embarrassed,themselves,The banker said that the surgeons embarrassed themselves . <eos>,The banker said that the surgeons embarrassed themselves .,the banker said that the surgeons embarrassed ***mask*** .,0.0019820370279375345
215,18,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,embarrassed,themselves,The surgeon said that the bankers embarrassed themselves . <eos>,The surgeon said that the bankers embarrassed themselves .,the surgeon said that the bankers embarrassed ***mask*** .,0.004772840540770646
216,19,embed,local,1,a,none,none,mechanics,surgeons,disguised,themselves,The mechanics said that the surgeons disguised themselves . <eos>,The mechanics said that the surgeons disguised themselves .,the mechanics said that the surgeons disguised ***mask*** .,6.375961787048955e-07
217,19,embed,local,1,b,none,none,surgeons,mechanics,disguised,themselves,The surgeons said that the mechanics disguised themselves . <eos>,The surgeons said that the mechanics disguised themselves .,the surgeons said that the mechanics disguised ***mask*** .,6.237357247566825e-07
218,19,embed,local,1,c,none,none,bankers,surgeons,disguised,themselves,The bankers said that the surgeons disguised themselves . <eos>,The bankers said that the surgeons disguised themselves .,the bankers said that the surgeons disguised ***mask*** .,1.1121474314747034e-06
219,19,embed,local,1,d,none,none,surgeons,bankers,disguised,themselves,The surgeons said that the bankers disguised themselves . <eos>,The surgeons said that the bankers disguised themselves .,the surgeons said that the bankers disguised ***mask*** .,5.920642421130892e-07
220,19,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,disguised,themselves,The mechanics said that the surgeon disguised themselves . <eos>,The mechanics said that the surgeon disguised themselves .,the mechanics said that the surgeon disguised ***mask*** .,4.054905474377419e-05
221,19,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,disguised,themselves,The surgeons said that the mechanic disguised themselves . <eos>,The surgeons said that the mechanic disguised themselves .,the surgeons said that the mechanic disguised ***mask*** .,3.285055513871103e-05
222,19,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,disguised,themselves,The bankers said that the surgeon disguised themselves . <eos>,The bankers said that the surgeon disguised themselves .,the bankers said that the surgeon disguised ***mask*** .,9.329390002515071e-05
223,19,embed,nonlocal,0,d,local_subj,number,surgeons,banker,disguised,themselves,The surgeons said that the banker disguised themselves . <eos>,The surgeons said that the banker disguised themselves .,the surgeons said that the banker disguised ***mask*** .,4.917767205645806e-05
224,19,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,disguised,themselves,The mechanic said that the surgeons disguised themselves . <eos>,The mechanic said that the surgeons disguised themselves .,the mechanic said that the surgeons disguised ***mask*** .,2.058251400698811e-06
225,19,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,disguised,themselves,The surgeon said that the mechanics disguised themselves . <eos>,The surgeon said that the mechanics disguised themselves .,the surgeon said that the mechanics disguised ***mask*** .,4.487474570420341e-07
226,19,embed,local,1,c,nonlocal_subj,number,banker,surgeons,disguised,themselves,The banker said that the surgeons disguised themselves . <eos>,The banker said that the surgeons disguised themselves .,the banker said that the surgeons disguised ***mask*** .,9.213820953336263e-07
227,19,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,disguised,themselves,The surgeon said that the bankers disguised themselves . <eos>,The surgeon said that the bankers disguised themselves .,the surgeon said that the bankers disguised ***mask*** .,5.398683099935123e-07
228,20,embed,local,1,a,none,none,mechanics,surgeons,hated,themselves,The mechanics said that the surgeons hated themselves . <eos>,The mechanics said that the surgeons hated themselves .,the mechanics said that the surgeons hated ***mask*** .,0.06456673039666905
229,20,embed,local,1,b,none,none,surgeons,mechanics,hated,themselves,The surgeons said that the mechanics hated themselves . <eos>,The surgeons said that the mechanics hated themselves .,the surgeons said that the mechanics hated ***mask*** .,0.04405784521952661
230,20,embed,local,1,c,none,none,bankers,surgeons,hated,themselves,The bankers said that the surgeons hated themselves . <eos>,The bankers said that the surgeons hated themselves .,the bankers said that the surgeons hated ***mask*** .,0.0477882704898212
231,20,embed,local,1,d,none,none,surgeons,bankers,hated,themselves,The surgeons said that the bankers hated themselves . <eos>,The surgeons said that the bankers hated themselves .,the surgeons said that the bankers hated ***mask*** .,0.06192152372116332
232,20,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,hated,themselves,The mechanics said that the surgeon hated themselves . <eos>,The mechanics said that the surgeon hated themselves .,the mechanics said that the surgeon hated ***mask*** .,0.19402996491518767
233,20,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,hated,themselves,The surgeons said that the mechanic hated themselves . <eos>,The surgeons said that the mechanic hated themselves .,the surgeons said that the mechanic hated ***mask*** .,0.19032861988893782
234,20,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,hated,themselves,The bankers said that the surgeon hated themselves . <eos>,The bankers said that the surgeon hated themselves .,the bankers said that the surgeon hated ***mask*** .,0.33382716283745867
235,20,embed,nonlocal,0,d,local_subj,number,surgeons,banker,hated,themselves,The surgeons said that the banker hated themselves . <eos>,The surgeons said that the banker hated themselves .,the surgeons said that the banker hated ***mask*** .,0.3056925028537903
236,20,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,hated,themselves,The mechanic said that the surgeons hated themselves . <eos>,The mechanic said that the surgeons hated themselves .,the mechanic said that the surgeons hated ***mask*** .,0.08603416180859333
237,20,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,hated,themselves,The surgeon said that the mechanics hated themselves . <eos>,The surgeon said that the mechanics hated themselves .,the surgeon said that the mechanics hated ***mask*** .,0.04960950951821479
238,20,embed,local,1,c,nonlocal_subj,number,banker,surgeons,hated,themselves,The banker said that the surgeons hated themselves . <eos>,The banker said that the surgeons hated themselves .,the banker said that the surgeons hated ***mask*** .,0.05886216111128905
239,20,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,hated,themselves,The surgeon said that the bankers hated themselves . <eos>,The surgeon said that the bankers hated themselves .,the surgeon said that the bankers hated ***mask*** .,0.07589130796073341
240,21,embed,local,1,a,none,none,mechanics,surgeons,doubted,themselves,The mechanics said that the surgeons doubted themselves . <eos>,The mechanics said that the surgeons doubted themselves .,the mechanics said that the surgeons doubted ***mask*** .,0.030152737039961738
241,21,embed,local,1,b,none,none,surgeons,mechanics,doubted,themselves,The surgeons said that the mechanics doubted themselves . <eos>,The surgeons said that the mechanics doubted themselves .,the surgeons said that the mechanics doubted ***mask*** .,0.019026347508300893
242,21,embed,local,1,c,none,none,bankers,surgeons,doubted,themselves,The bankers said that the surgeons doubted themselves . <eos>,The bankers said that the surgeons doubted themselves .,the bankers said that the surgeons doubted ***mask*** .,0.0230899050328504
243,21,embed,local,1,d,none,none,surgeons,bankers,doubted,themselves,The surgeons said that the bankers doubted themselves . <eos>,The surgeons said that the bankers doubted themselves .,the surgeons said that the bankers doubted ***mask*** .,0.02495026541376578
244,21,embed,nonlocal,0,a,local_subj,number,mechanics,surgeon,doubted,themselves,The mechanics said that the surgeon doubted themselves . <eos>,The mechanics said that the surgeon doubted themselves .,the mechanics said that the surgeon doubted ***mask*** .,0.06647862420371764
245,21,embed,nonlocal,0,b,local_subj,number,surgeons,mechanic,doubted,themselves,The surgeons said that the mechanic doubted themselves . <eos>,The surgeons said that the mechanic doubted themselves .,the surgeons said that the mechanic doubted ***mask*** .,0.07973726861848185
246,21,embed,nonlocal,0,c,local_subj,number,bankers,surgeon,doubted,themselves,The bankers said that the surgeon doubted themselves . <eos>,The bankers said that the surgeon doubted themselves .,the bankers said that the surgeon doubted ***mask*** .,0.08804314822632003
247,21,embed,nonlocal,0,d,local_subj,number,surgeons,banker,doubted,themselves,The surgeons said that the banker doubted themselves . <eos>,The surgeons said that the banker doubted themselves .,the surgeons said that the banker doubted ***mask*** .,0.07933633676858329
248,21,embed,local,1,a,nonlocal_subj,number,mechanic,surgeons,doubted,themselves,The mechanic said that the surgeons doubted themselves . <eos>,The mechanic said that the surgeons doubted themselves .,the mechanic said that the surgeons doubted ***mask*** .,0.08949299192966483
249,21,embed,local,1,b,nonlocal_subj,number,surgeon,mechanics,doubted,themselves,The surgeon said that the mechanics doubted themselves . <eos>,The surgeon said that the mechanics doubted themselves .,the surgeon said that the mechanics doubted ***mask*** .,0.02708382679588323
250,21,embed,local,1,c,nonlocal_subj,number,banker,surgeons,doubted,themselves,The banker said that the surgeons doubted themselves . <eos>,The banker said that the surgeons doubted themselves .,the banker said that the surgeons doubted ***mask*** .,0.03196799274288964
251,21,embed,local,1,d,nonlocal_subj,number,surgeon,bankers,doubted,themselves,The surgeon said that the bankers doubted themselves . <eos>,The surgeon said that the bankers doubted themselves .,the surgeon said that the bankers doubted ***mask*** .,0.03555525633989253
252,22,embed,local,1,a,none,none,mechanics,farmers,hurt,themselves,The mechanics said that the farmers hurt themselves . <eos>,The mechanics said that the farmers hurt themselves .,the mechanics said that the farmers hurt ***mask*** .,0.00012947682764455012
253,22,embed,local,1,b,none,none,farmers,mechanics,hurt,themselves,The farmers said that the mechanics hurt themselves . <eos>,The farmers said that the mechanics hurt themselves .,the farmers said that the mechanics hurt ***mask*** .,0.0003271797608817443
254,22,embed,local,1,c,none,none,bankers,farmers,hurt,themselves,The bankers said that the farmers hurt themselves . <eos>,The bankers said that the farmers hurt themselves .,the bankers said that the farmers hurt ***mask*** .,0.00028594825408119744
255,22,embed,local,1,d,none,none,farmers,bankers,hurt,themselves,The farmers said that the bankers hurt themselves . <eos>,The farmers said that the bankers hurt themselves .,the farmers said that the bankers hurt ***mask*** .,0.0009714023086903977
256,22,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,hurt,themselves,The mechanics said that the farmer hurt themselves . <eos>,The mechanics said that the farmer hurt themselves .,the mechanics said that the farmer hurt ***mask*** .,0.004489817124118657
257,22,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,hurt,themselves,The farmers said that the mechanic hurt themselves . <eos>,The farmers said that the mechanic hurt themselves .,the farmers said that the mechanic hurt ***mask*** .,0.002219341692743308
258,22,embed,nonlocal,0,c,local_subj,number,bankers,farmer,hurt,themselves,The bankers said that the farmer hurt themselves . <eos>,The bankers said that the farmer hurt themselves .,the bankers said that the farmer hurt ***mask*** .,0.016057342325426605
259,22,embed,nonlocal,0,d,local_subj,number,farmers,banker,hurt,themselves,The farmers said that the banker hurt themselves . <eos>,The farmers said that the banker hurt themselves .,the farmers said that the banker hurt ***mask*** .,0.005463351424561435
260,22,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,hurt,themselves,The mechanic said that the farmers hurt themselves . <eos>,The mechanic said that the farmers hurt themselves .,the mechanic said that the farmers hurt ***mask*** .,0.00044902981821237273
261,22,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,hurt,themselves,The farmer said that the mechanics hurt themselves . <eos>,The farmer said that the mechanics hurt themselves .,the farmer said that the mechanics hurt ***mask*** .,0.0005418907785527269
262,22,embed,local,1,c,nonlocal_subj,number,banker,farmers,hurt,themselves,The banker said that the farmers hurt themselves . <eos>,The banker said that the farmers hurt themselves .,the banker said that the farmers hurt ***mask*** .,0.00032997896285221124
263,22,embed,local,1,d,nonlocal_subj,number,farmer,bankers,hurt,themselves,The farmer said that the bankers hurt themselves . <eos>,The farmer said that the bankers hurt themselves .,the farmer said that the bankers hurt ***mask*** .,0.005635738404706425
264,23,embed,local,1,a,none,none,mechanics,farmers,injured,themselves,The mechanics said that the farmers injured themselves . <eos>,The mechanics said that the farmers injured themselves .,the mechanics said that the farmers injured ***mask*** .,2.6796509332087878e-05
265,23,embed,local,1,b,none,none,farmers,mechanics,injured,themselves,The farmers said that the mechanics injured themselves . <eos>,The farmers said that the mechanics injured themselves .,the farmers said that the mechanics injured ***mask*** .,9.132029733728579e-05
266,23,embed,local,1,c,none,none,bankers,farmers,injured,themselves,The bankers said that the farmers injured themselves . <eos>,The bankers said that the farmers injured themselves .,the bankers said that the farmers injured ***mask*** .,2.2260081163365607e-05
267,23,embed,local,1,d,none,none,farmers,bankers,injured,themselves,The farmers said that the bankers injured themselves . <eos>,The farmers said that the bankers injured themselves .,the farmers said that the bankers injured ***mask*** .,4.220245858410958e-05
268,23,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,injured,themselves,The mechanics said that the farmer injured themselves . <eos>,The mechanics said that the farmer injured themselves .,the mechanics said that the farmer injured ***mask*** .,0.004347021589096838
269,23,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,injured,themselves,The farmers said that the mechanic injured themselves . <eos>,The farmers said that the mechanic injured themselves .,the farmers said that the mechanic injured ***mask*** .,0.0025799289580105494
270,23,embed,nonlocal,0,c,local_subj,number,bankers,farmer,injured,themselves,The bankers said that the farmer injured themselves . <eos>,The bankers said that the farmer injured themselves .,the bankers said that the farmer injured ***mask*** .,0.00590915856958992
271,23,embed,nonlocal,0,d,local_subj,number,farmers,banker,injured,themselves,The farmers said that the banker injured themselves . <eos>,The farmers said that the banker injured themselves .,the farmers said that the banker injured ***mask*** .,0.0013741003639216637
272,23,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,injured,themselves,The mechanic said that the farmers injured themselves . <eos>,The mechanic said that the farmers injured themselves .,the mechanic said that the farmers injured ***mask*** .,4.566572665106694e-05
273,23,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,injured,themselves,The farmer said that the mechanics injured themselves . <eos>,The farmer said that the mechanics injured themselves .,the farmer said that the mechanics injured ***mask*** .,0.0002194213372335375
274,23,embed,local,1,c,nonlocal_subj,number,banker,farmers,injured,themselves,The banker said that the farmers injured themselves . <eos>,The banker said that the farmers injured themselves .,the banker said that the farmers injured ***mask*** .,2.7570862844181556e-05
275,23,embed,local,1,d,nonlocal_subj,number,farmer,bankers,injured,themselves,The farmer said that the bankers injured themselves . <eos>,The farmer said that the bankers injured themselves .,the farmer said that the bankers injured ***mask*** .,0.0001821701303400585
276,24,embed,local,1,a,none,none,mechanics,farmers,congratulated,themselves,The mechanics said that the farmers congratulated themselves . <eos>,The mechanics said that the farmers congratulated themselves .,the mechanics said that the farmers congratulated ***mask*** .,0.0016417460120861256
277,24,embed,local,1,b,none,none,farmers,mechanics,congratulated,themselves,The farmers said that the mechanics congratulated themselves . <eos>,The farmers said that the mechanics congratulated themselves .,the farmers said that the mechanics congratulated ***mask*** .,0.0014993866263019026
278,24,embed,local,1,c,none,none,bankers,farmers,congratulated,themselves,The bankers said that the farmers congratulated themselves . <eos>,The bankers said that the farmers congratulated themselves .,the bankers said that the farmers congratulated ***mask*** .,0.0014341449756540576
279,24,embed,local,1,d,none,none,farmers,bankers,congratulated,themselves,The farmers said that the bankers congratulated themselves . <eos>,The farmers said that the bankers congratulated themselves .,the farmers said that the bankers congratulated ***mask*** .,0.0022596353492666216
280,24,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,congratulated,themselves,The mechanics said that the farmer congratulated themselves . <eos>,The mechanics said that the farmer congratulated themselves .,the mechanics said that the farmer congratulated ***mask*** .,0.008507067293140715
281,24,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,congratulated,themselves,The farmers said that the mechanic congratulated themselves . <eos>,The farmers said that the mechanic congratulated themselves .,the farmers said that the mechanic congratulated ***mask*** .,0.004413270874341966
282,24,embed,nonlocal,0,c,local_subj,number,bankers,farmer,congratulated,themselves,The bankers said that the farmer congratulated themselves . <eos>,The bankers said that the farmer congratulated themselves .,the bankers said that the farmer congratulated ***mask*** .,0.010689650069501299
283,24,embed,nonlocal,0,d,local_subj,number,farmers,banker,congratulated,themselves,The farmers said that the banker congratulated themselves . <eos>,The farmers said that the banker congratulated themselves .,the farmers said that the banker congratulated ***mask*** .,0.004661790425059859
284,24,embed,local,1,a,nonlocal_subj,number,mechanic,farmers,congratulated,themselves,The mechanic said that the farmers congratulated themselves . <eos>,The mechanic said that the farmers congratulated themselves .,the mechanic said that the farmers congratulated ***mask*** .,0.00404672656409593
285,24,embed,local,1,b,nonlocal_subj,number,farmer,mechanics,congratulated,themselves,The farmer said that the mechanics congratulated themselves . <eos>,The farmer said that the mechanics congratulated themselves .,the farmer said that the mechanics congratulated ***mask*** .,0.0033258496473385223
286,24,embed,local,1,c,nonlocal_subj,number,banker,farmers,congratulated,themselves,The banker said that the farmers congratulated themselves . <eos>,The banker said that the farmers congratulated themselves .,the banker said that the farmers congratulated ***mask*** .,0.002278128545906205
287,24,embed,local,1,d,nonlocal_subj,number,farmer,bankers,congratulated,themselves,The farmer said that the bankers congratulated themselves . <eos>,The farmer said that the bankers congratulated themselves .,the farmer said that the bankers congratulated ***mask*** .,0.009002599059645178
288,25,embed,local,1,a,none,none,mechanics,farmers,embarrassed,themselves,The mechanics said that the farmers embarrassed themselves . <eos>,The mechanics said that the farmers embarrassed themselves .,the mechanics said that the farmers embarrassed ***mask*** .,0.00023032602367801988
289,25,embed,local,1,b,none,none,farmers,mechanics,embarrassed,themselves,The farmers said that the mechanics embarrassed themselves . <eos>,The farmers said that the mechanics embarrassed themselves .,the farmers said that the mechanics embarrassed ***mask*** .,0.00025330757194582336
290,25,embed,local,1,c,none,none,bankers,farmers,embarrassed,themselves,The bankers said that the farmers embarrassed themselves . <eos>,The bankers said that the farmers embarrassed themselves .,the bankers said that the farmers embarrassed ***mask*** .,0.00020336007329470776
291,25,embed,local,1,d,none,none,farmers,bankers,embarrassed,themselves,The farmers said that the bankers embarrassed themselves . <eos>,The farmers said that the bankers embarrassed themselves .,the farmers said that the bankers embarrassed ***mask*** .,0.0003273613880285337
292,25,embed,nonlocal,0,a,local_subj,number,mechanics,farmer,embarrassed,themselves,The mechanics said that the farmer embarrassed themselves . <eos>,The mechanics said that the farmer embarrassed themselves .,the mechanics said that the farmer embarrassed ***mask*** .,0.002172398125234047
293,25,embed,nonlocal,0,b,local_subj,number,farmers,mechanic,embarrassed,themselves,The farmers said that the mechanic embarrassed themselves . <eos>,The farmers said that the mechanic embarrassed themselves .,the farmers said that the mechanic embarrassed ***mask*** .,0.0013402385154869247
294,25,embed,nonlocal,0,c,local_subj,number,bankers,farmer,embarrassed,themselves,The bankers said that the farmer embarrassed themselves . <eos>,The bankers said that the farmer embarrassed themselves .,the bankers said that the farmer embarrassed ***mask*** .,0.003708268787862577
