item,clause_type,locality,c-command,grammatical,counterbalance,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
40,simple,local,no-c-command,1,b,head,number,men,boy,killed,him,The men near the boy killed him . <eos>,The men near the boy killed him .
40,simple,local,c-command,0,a,distractor,number,boy,men,killed,him,The boy near the men killed him . <eos>,The boy near the men killed him .
40,simple,local,c-command,0,b,distractor,number,man,boys,killed,him,The man near the boys killed him . <eos>,The man near the boys killed him .
41,simple,local,no-c-command,1,a,none,none,boy,man,called,him,The boy near the man called him . <eos>,The boy near the man called him .
41,simple,local,no-c-command,1,b,none,none,man,boy,called,him,The man near the boy called him . <eos>,The man near the boy called him .
41,simple,local,no-c-command,1,a,head,number,boys,man,called,him,The boys near the man called him . <eos>,The boys near the man called him .
41,simple,local,no-c-command,1,b,head,number,men,boy,called,him,The men near the boy called him . <eos>,The men near the boy called him .
41,simple,local,c-command,0,a,distractor,number,boy,men,called,him,The boy near the men called him . <eos>,The boy near the men called him .
41,simple,local,c-command,0,b,distractor,number,man,boys,called,him,The man near the boys called him . <eos>,The man near the boys called him .
42,simple,local,no-c-command,1,a,none,none,boy,man,dedicated,him,The boy near the man dedicated him . <eos>,The boy near the man dedicated him .
42,simple,local,no-c-command,1,b,none,none,man,boy,dedicated,him,The man near the boy dedicated him . <eos>,The man near the boy dedicated him .
42,simple,local,no-c-command,1,a,head,number,boys,man,dedicated,him,The boys near the man dedicated him . <eos>,The boys near the man dedicated him .
42,simple,local,no-c-command,1,b,head,number,men,boy,dedicated,him,The men near the boy dedicated him . <eos>,The men near the boy dedicated him .
42,simple,local,c-command,0,a,distractor,number,boy,men,dedicated,him,The boy near the men dedicated him . <eos>,The boy near the men dedicated him .
42,simple,local,c-command,0,b,distractor,number,man,boys,dedicated,him,The man near the boys dedicated him . <eos>,The man near the boys dedicated him .
43,simple,local,no-c-command,1,a,none,none,boy,man,declared,him,The boy near the man declared him . <eos>,The boy near the man declared him .
43,simple,local,no-c-command,1,b,none,none,man,boy,declared,him,The man near the boy declared him . <eos>,The man near the boy declared him .
43,simple,local,no-c-command,1,a,head,number,boys,man,declared,him,The boys near the man declared him . <eos>,The boys near the man declared him .
43,simple,local,no-c-command,1,b,head,number,men,boy,declared,him,The men near the boy declared him . <eos>,The men near the boy declared him .
43,simple,local,c-command,0,a,distractor,number,boy,men,declared,him,The boy near the men declared him . <eos>,The boy near the men declared him .
43,simple,local,c-command,0,b,distractor,number,man,boys,declared,him,The man near the boys declared him . <eos>,The man near the boys declared him .
44,simple,local,no-c-command,1,a,none,none,boy,man,proved,him,The boy near the man proved him . <eos>,The boy near the man proved him .
44,simple,local,no-c-command,1,b,none,none,man,boy,proved,him,The man near the boy proved him . <eos>,The man near the boy proved him .
44,simple,local,no-c-command,1,a,head,number,boys,man,proved,him,The boys near the man proved him . <eos>,The boys near the man proved him .
44,simple,local,no-c-command,1,b,head,number,men,boy,proved,him,The men near the boy proved him . <eos>,The men near the boy proved him .
44,simple,local,c-command,0,a,distractor,number,boy,men,proved,him,The boy near the men proved him . <eos>,The boy near the men proved him .
44,simple,local,c-command,0,b,distractor,number,man,boys,proved,him,The man near the boys proved him . <eos>,The man near the boys proved him .
45,simple,local,no-c-command,1,a,none,none,boy,man,shot,him,The boy near the man shot him . <eos>,The boy near the man shot him .
45,simple,local,no-c-command,1,b,none,none,man,boy,shot,him,The man near the boy shot him . <eos>,The man near the boy shot him .
45,simple,local,no-c-command,1,a,head,number,boys,man,shot,him,The boys near the man shot him . <eos>,The boys near the man shot him .
45,simple,local,no-c-command,1,b,head,number,men,boy,shot,him,The men near the boy shot him . <eos>,The men near the boy shot him .
45,simple,local,c-command,0,a,distractor,number,boy,men,shot,him,The boy near the men shot him . <eos>,The boy near the men shot him .
45,simple,local,c-command,0,b,distractor,number,man,boys,shot,him,The man near the boys shot him . <eos>,The man near the boys shot him .
46,simple,local,no-c-command,1,a,none,none,boy,actor,saw,him,The boy near the actor saw him . <eos>,The boy near the actor saw him .
46,simple,local,no-c-command,1,b,none,none,actor,boy,saw,him,The actor near the boy saw him . <eos>,The actor near the boy saw him .
46,simple,local,no-c-command,1,a,head,number,boys,actor,saw,him,The boys near the actor saw him . <eos>,The boys near the actor saw him .
46,simple,local,no-c-command,1,b,head,number,actors,boy,saw,him,The actors near the boy saw him . <eos>,The actors near the boy saw him .
46,simple,local,c-command,0,a,distractor,number,boy,actors,saw,him,The boy near the actors saw him . <eos>,The boy near the actors saw him .
46,simple,local,c-command,0,b,distractor,number,actor,boys,saw,him,The actor near the boys saw him . <eos>,The actor near the boys saw him .
47,simple,local,no-c-command,1,a,none,none,boy,actor,established,him,The boy near the actor established him . <eos>,The boy near the actor established him .
47,simple,local,no-c-command,1,b,none,none,actor,boy,established,him,The actor near the boy established him . <eos>,The actor near the boy established him .
47,simple,local,no-c-command,1,a,head,number,boys,actor,established,him,The boys near the actor established him . <eos>,The boys near the actor established him .
47,simple,local,no-c-command,1,b,head,number,actors,boy,established,him,The actors near the boy established him . <eos>,The actors near the boy established him .
47,simple,local,c-command,0,a,distractor,number,boy,actors,established,him,The boy near the actors established him . <eos>,The boy near the actors established him .
47,simple,local,c-command,0,b,distractor,number,actor,boys,established,him,The actor near the boys established him . <eos>,The actor near the boys established him .
48,simple,local,no-c-command,1,a,none,none,boy,actor,devoted,him,The boy near the actor devoted him . <eos>,The boy near the actor devoted him .
48,simple,local,no-c-command,1,b,none,none,actor,boy,devoted,him,The actor near the boy devoted him . <eos>,The actor near the boy devoted him .
48,simple,local,no-c-command,1,a,head,number,boys,actor,devoted,him,The boys near the actor devoted him . <eos>,The boys near the actor devoted him .
48,simple,local,no-c-command,1,b,head,number,actors,boy,devoted,him,The actors near the boy devoted him . <eos>,The actors near the boy devoted him .
48,simple,local,c-command,0,a,distractor,number,boy,actors,devoted,him,The boy near the actors devoted him . <eos>,The boy near the actors devoted him .
48,simple,local,c-command,0,b,distractor,number,actor,boys,devoted,him,The actor near the boys devoted him . <eos>,The actor near the boys devoted him .
49,simple,local,no-c-command,1,a,none,none,boy,actor,considered,him,The boy near the actor considered him . <eos>,The boy near the actor considered him .
49,simple,local,no-c-command,1,b,none,none,actor,boy,considered,him,The actor near the boy considered him . <eos>,The actor near the boy considered him .
49,simple,local,no-c-command,1,a,head,number,boys,actor,considered,him,The boys near the actor considered him . <eos>,The boys near the actor considered him .
49,simple,local,no-c-command,1,b,head,number,actors,boy,considered,him,The actors near the boy considered him . <eos>,The actors near the boy considered him .
49,simple,local,c-command,0,a,distractor,number,boy,actors,considered,him,The boy near the actors considered him . <eos>,The boy near the actors considered him .
49,simple,local,c-command,0,b,distractor,number,actor,boys,considered,him,The actor near the boys considered him . <eos>,The actor near the boys considered him .
50,simple,local,no-c-command,1,a,none,none,boy,actor,identified,him,The boy near the actor identified him . <eos>,The boy near the actor identified him .
50,simple,local,no-c-command,1,b,none,none,actor,boy,identified,him,The actor near the boy identified him . <eos>,The actor near the boy identified him .
50,simple,local,no-c-command,1,a,head,number,boys,actor,identified,him,The boys near the actor identified him . <eos>,The boys near the actor identified him .
50,simple,local,no-c-command,1,b,head,number,actors,boy,identified,him,The actors near the boy identified him . <eos>,The actors near the boy identified him .
50,simple,local,c-command,0,a,distractor,number,boy,actors,identified,him,The boy near the actors identified him . <eos>,The boy near the actors identified him .
50,simple,local,c-command,0,b,distractor,number,actor,boys,identified,him,The actor near the boys identified him . <eos>,The actor near the boys identified him .
51,simple,local,no-c-command,1,a,none,none,boy,actor,made,him,The boy near the actor made him . <eos>,The boy near the actor made him .
51,simple,local,no-c-command,1,b,none,none,actor,boy,made,him,The actor near the boy made him . <eos>,The actor near the boy made him .
51,simple,local,no-c-command,1,a,head,number,boys,actor,made,him,The boys near the actor made him . <eos>,The boys near the actor made him .
51,simple,local,no-c-command,1,b,head,number,actors,boy,made,him,The actors near the boy made him . <eos>,The actors near the boy made him .
51,simple,local,c-command,0,a,distractor,number,boy,actors,made,him,The boy near the actors made him . <eos>,The boy near the actors made him .
51,simple,local,c-command,0,b,distractor,number,actor,boys,made,him,The actor near the boys made him . <eos>,The actor near the boys made him .
52,simple,local,no-c-command,1,a,none,none,boy,actor,found,him,The boy near the actor found him . <eos>,The boy near the actor found him .
52,simple,local,no-c-command,1,b,none,none,actor,boy,found,him,The actor near the boy found him . <eos>,The actor near the boy found him .
52,simple,local,no-c-command,1,a,head,number,boys,actor,found,him,The boys near the actor found him . <eos>,The boys near the actor found him .
52,simple,local,no-c-command,1,b,head,number,actors,boy,found,him,The actors near the boy found him . <eos>,The actors near the boy found him .
52,simple,local,c-command,0,a,distractor,number,boy,actors,found,him,The boy near the actors found him . <eos>,The boy near the actors found him .
52,simple,local,c-command,0,b,distractor,number,actor,boys,found,him,The actor near the boys found him . <eos>,The actor near the boys found him .
53,simple,local,no-c-command,1,a,none,none,boy,actor,distinguished,him,The boy near the actor distinguished him . <eos>,The boy near the actor distinguished him .
53,simple,local,no-c-command,1,b,none,none,actor,boy,distinguished,him,The actor near the boy distinguished him . <eos>,The actor near the boy distinguished him .
53,simple,local,no-c-command,1,a,head,number,boys,actor,distinguished,him,The boys near the actor distinguished him . <eos>,The boys near the actor distinguished him .
53,simple,local,no-c-command,1,b,head,number,actors,boy,distinguished,him,The actors near the boy distinguished him . <eos>,The actors near the boy distinguished him .
53,simple,local,c-command,0,a,distractor,number,boy,actors,distinguished,him,The boy near the actors distinguished him . <eos>,The boy near the actors distinguished him .
53,simple,local,c-command,0,b,distractor,number,actor,boys,distinguished,him,The actor near the boys distinguished him . <eos>,The actor near the boys distinguished him .
54,simple,local,no-c-command,1,a,none,none,boy,actor,taught,him,The boy near the actor taught him . <eos>,The boy near the actor taught him .
54,simple,local,no-c-command,1,b,none,none,actor,boy,taught,him,The actor near the boy taught him . <eos>,The actor near the boy taught him .
54,simple,local,no-c-command,1,a,head,number,boys,actor,taught,him,The boys near the actor taught him . <eos>,The boys near the actor taught him .
54,simple,local,no-c-command,1,b,head,number,actors,boy,taught,him,The actors near the boy taught him . <eos>,The actors near the boy taught him .
54,simple,local,c-command,0,a,distractor,number,boy,actors,taught,him,The boy near the actors taught him . <eos>,The boy near the actors taught him .
54,simple,local,c-command,0,b,distractor,number,actor,boys,taught,him,The actor near the boys taught him . <eos>,The actor near the boys taught him .
55,simple,local,no-c-command,1,a,none,none,boy,actor,killed,him,The boy near the actor killed him . <eos>,The boy near the actor killed him .
55,simple,local,no-c-command,1,b,none,none,actor,boy,killed,him,The actor near the boy killed him . <eos>,The actor near the boy killed him .
55,simple,local,no-c-command,1,a,head,number,boys,actor,killed,him,The boys near the actor killed him . <eos>,The boys near the actor killed him .
55,simple,local,no-c-command,1,b,head,number,actors,boy,killed,him,The actors near the boy killed him . <eos>,The actors near the boy killed him .
55,simple,local,c-command,0,a,distractor,number,boy,actors,killed,him,The boy near the actors killed him . <eos>,The boy near the actors killed him .
55,simple,local,c-command,0,b,distractor,number,actor,boys,killed,him,The actor near the boys killed him . <eos>,The actor near the boys killed him .
56,simple,local,no-c-command,1,a,none,none,boy,actor,called,him,The boy near the actor called him . <eos>,The boy near the actor called him .
56,simple,local,no-c-command,1,b,none,none,actor,boy,called,him,The actor near the boy called him . <eos>,The actor near the boy called him .
56,simple,local,no-c-command,1,a,head,number,boys,actor,called,him,The boys near the actor called him . <eos>,The boys near the actor called him .
56,simple,local,no-c-command,1,b,head,number,actors,boy,called,him,The actors near the boy called him . <eos>,The actors near the boy called him .
56,simple,local,c-command,0,a,distractor,number,boy,actors,called,him,The boy near the actors called him . <eos>,The boy near the actors called him .
56,simple,local,c-command,0,b,distractor,number,actor,boys,called,him,The actor near the boys called him . <eos>,The actor near the boys called him .
57,simple,local,no-c-command,1,a,none,none,boy,actor,dedicated,him,The boy near the actor dedicated him . <eos>,The boy near the actor dedicated him .
57,simple,local,no-c-command,1,b,none,none,actor,boy,dedicated,him,The actor near the boy dedicated him . <eos>,The actor near the boy dedicated him .
57,simple,local,no-c-command,1,a,head,number,boys,actor,dedicated,him,The boys near the actor dedicated him . <eos>,The boys near the actor dedicated him .
57,simple,local,no-c-command,1,b,head,number,actors,boy,dedicated,him,The actors near the boy dedicated him . <eos>,The actors near the boy dedicated him .
57,simple,local,c-command,0,a,distractor,number,boy,actors,dedicated,him,The boy near the actors dedicated him . <eos>,The boy near the actors dedicated him .
57,simple,local,c-command,0,b,distractor,number,actor,boys,dedicated,him,The actor near the boys dedicated him . <eos>,The actor near the boys dedicated him .
58,simple,local,no-c-command,1,a,none,none,boy,actor,declared,him,The boy near the actor declared him . <eos>,The boy near the actor declared him .
58,simple,local,no-c-command,1,b,none,none,actor,boy,declared,him,The actor near the boy declared him . <eos>,The actor near the boy declared him .
58,simple,local,no-c-command,1,a,head,number,boys,actor,declared,him,The boys near the actor declared him . <eos>,The boys near the actor declared him .
58,simple,local,no-c-command,1,b,head,number,actors,boy,declared,him,The actors near the boy declared him . <eos>,The actors near the boy declared him .
58,simple,local,c-command,0,a,distractor,number,boy,actors,declared,him,The boy near the actors declared him . <eos>,The boy near the actors declared him .
58,simple,local,c-command,0,b,distractor,number,actor,boys,declared,him,The actor near the boys declared him . <eos>,The actor near the boys declared him .
59,simple,local,no-c-command,1,a,none,none,boy,actor,proved,him,The boy near the actor proved him . <eos>,The boy near the actor proved him .
59,simple,local,no-c-command,1,b,none,none,actor,boy,proved,him,The actor near the boy proved him . <eos>,The actor near the boy proved him .
59,simple,local,no-c-command,1,a,head,number,boys,actor,proved,him,The boys near the actor proved him . <eos>,The boys near the actor proved him .
59,simple,local,no-c-command,1,b,head,number,actors,boy,proved,him,The actors near the boy proved him . <eos>,The actors near the boy proved him .
59,simple,local,c-command,0,a,distractor,number,boy,actors,proved,him,The boy near the actors proved him . <eos>,The boy near the actors proved him .
59,simple,local,c-command,0,b,distractor,number,actor,boys,proved,him,The actor near the boys proved him . <eos>,The actor near the boys proved him .
60,simple,local,no-c-command,1,a,none,none,boy,actor,shot,him,The boy near the actor shot him . <eos>,The boy near the actor shot him .
60,simple,local,no-c-command,1,b,none,none,actor,boy,shot,him,The actor near the boy shot him . <eos>,The actor near the boy shot him .
60,simple,local,no-c-command,1,a,head,number,boys,actor,shot,him,The boys near the actor shot him . <eos>,The boys near the actor shot him .
60,simple,local,no-c-command,1,b,head,number,actors,boy,shot,him,The actors near the boy shot him . <eos>,The actors near the boy shot him .
60,simple,local,c-command,0,a,distractor,number,boy,actors,shot,him,The boy near the actors shot him . <eos>,The boy near the actors shot him .
60,simple,local,c-command,0,b,distractor,number,actor,boys,shot,him,The actor near the boys shot him . <eos>,The actor near the boys shot him .
61,simple,local,no-c-command,1,a,none,none,boy,husband,saw,him,The boy near the husband saw him . <eos>,The boy near the husband saw him .
61,simple,local,no-c-command,1,b,none,none,husband,boy,saw,him,The husband near the boy saw him . <eos>,The husband near the boy saw him .
61,simple,local,no-c-command,1,a,head,number,boys,husband,saw,him,The boys near the husband saw him . <eos>,The boys near the husband saw him .
61,simple,local,no-c-command,1,b,head,number,husbands,boy,saw,him,The husbands near the boy saw him . <eos>,The husbands near the boy saw him .
61,simple,local,c-command,0,a,distractor,number,boy,husbands,saw,him,The boy near the husbands saw him . <eos>,The boy near the husbands saw him .
61,simple,local,c-command,0,b,distractor,number,husband,boys,saw,him,The husband near the boys saw him . <eos>,The husband near the boys saw him .
62,simple,local,no-c-command,1,a,none,none,boy,husband,established,him,The boy near the husband established him . <eos>,The boy near the husband established him .
62,simple,local,no-c-command,1,b,none,none,husband,boy,established,him,The husband near the boy established him . <eos>,The husband near the boy established him .
62,simple,local,no-c-command,1,a,head,number,boys,husband,established,him,The boys near the husband established him . <eos>,The boys near the husband established him .
62,simple,local,no-c-command,1,b,head,number,husbands,boy,established,him,The husbands near the boy established him . <eos>,The husbands near the boy established him .
62,simple,local,c-command,0,a,distractor,number,boy,husbands,established,him,The boy near the husbands established him . <eos>,The boy near the husbands established him .
62,simple,local,c-command,0,b,distractor,number,husband,boys,established,him,The husband near the boys established him . <eos>,The husband near the boys established him .
63,simple,local,no-c-command,1,a,none,none,boy,husband,devoted,him,The boy near the husband devoted him . <eos>,The boy near the husband devoted him .
63,simple,local,no-c-command,1,b,none,none,husband,boy,devoted,him,The husband near the boy devoted him . <eos>,The husband near the boy devoted him .
63,simple,local,no-c-command,1,a,head,number,boys,husband,devoted,him,The boys near the husband devoted him . <eos>,The boys near the husband devoted him .
63,simple,local,no-c-command,1,b,head,number,husbands,boy,devoted,him,The husbands near the boy devoted him . <eos>,The husbands near the boy devoted him .
63,simple,local,c-command,0,a,distractor,number,boy,husbands,devoted,him,The boy near the husbands devoted him . <eos>,The boy near the husbands devoted him .
63,simple,local,c-command,0,b,distractor,number,husband,boys,devoted,him,The husband near the boys devoted him . <eos>,The husband near the boys devoted him .
64,simple,local,no-c-command,1,a,none,none,boy,husband,considered,him,The boy near the husband considered him . <eos>,The boy near the husband considered him .
64,simple,local,no-c-command,1,b,none,none,husband,boy,considered,him,The husband near the boy considered him . <eos>,The husband near the boy considered him .
64,simple,local,no-c-command,1,a,head,number,boys,husband,considered,him,The boys near the husband considered him . <eos>,The boys near the husband considered him .
64,simple,local,no-c-command,1,b,head,number,husbands,boy,considered,him,The husbands near the boy considered him . <eos>,The husbands near the boy considered him .
64,simple,local,c-command,0,a,distractor,number,boy,husbands,considered,him,The boy near the husbands considered him . <eos>,The boy near the husbands considered him .
64,simple,local,c-command,0,b,distractor,number,husband,boys,considered,him,The husband near the boys considered him . <eos>,The husband near the boys considered him .
65,simple,local,no-c-command,1,a,none,none,boy,husband,identified,him,The boy near the husband identified him . <eos>,The boy near the husband identified him .
65,simple,local,no-c-command,1,b,none,none,husband,boy,identified,him,The husband near the boy identified him . <eos>,The husband near the boy identified him .
65,simple,local,no-c-command,1,a,head,number,boys,husband,identified,him,The boys near the husband identified him . <eos>,The boys near the husband identified him .
65,simple,local,no-c-command,1,b,head,number,husbands,boy,identified,him,The husbands near the boy identified him . <eos>,The husbands near the boy identified him .
65,simple,local,c-command,0,a,distractor,number,boy,husbands,identified,him,The boy near the husbands identified him . <eos>,The boy near the husbands identified him .
65,simple,local,c-command,0,b,distractor,number,husband,boys,identified,him,The husband near the boys identified him . <eos>,The husband near the boys identified him .
66,simple,local,no-c-command,1,a,none,none,boy,husband,made,him,The boy near the husband made him . <eos>,The boy near the husband made him .
66,simple,local,no-c-command,1,b,none,none,husband,boy,made,him,The husband near the boy made him . <eos>,The husband near the boy made him .
66,simple,local,no-c-command,1,a,head,number,boys,husband,made,him,The boys near the husband made him . <eos>,The boys near the husband made him .
66,simple,local,no-c-command,1,b,head,number,husbands,boy,made,him,The husbands near the boy made him . <eos>,The husbands near the boy made him .
66,simple,local,c-command,0,a,distractor,number,boy,husbands,made,him,The boy near the husbands made him . <eos>,The boy near the husbands made him .
66,simple,local,c-command,0,b,distractor,number,husband,boys,made,him,The husband near the boys made him . <eos>,The husband near the boys made him .
67,simple,local,no-c-command,1,a,none,none,boy,husband,found,him,The boy near the husband found him . <eos>,The boy near the husband found him .
67,simple,local,no-c-command,1,b,none,none,husband,boy,found,him,The husband near the boy found him . <eos>,The husband near the boy found him .
67,simple,local,no-c-command,1,a,head,number,boys,husband,found,him,The boys near the husband found him . <eos>,The boys near the husband found him .
67,simple,local,no-c-command,1,b,head,number,husbands,boy,found,him,The husbands near the boy found him . <eos>,The husbands near the boy found him .
67,simple,local,c-command,0,a,distractor,number,boy,husbands,found,him,The boy near the husbands found him . <eos>,The boy near the husbands found him .
67,simple,local,c-command,0,b,distractor,number,husband,boys,found,him,The husband near the boys found him . <eos>,The husband near the boys found him .
68,simple,local,no-c-command,1,a,none,none,boy,husband,distinguished,him,The boy near the husband distinguished him . <eos>,The boy near the husband distinguished him .
68,simple,local,no-c-command,1,b,none,none,husband,boy,distinguished,him,The husband near the boy distinguished him . <eos>,The husband near the boy distinguished him .
68,simple,local,no-c-command,1,a,head,number,boys,husband,distinguished,him,The boys near the husband distinguished him . <eos>,The boys near the husband distinguished him .
68,simple,local,no-c-command,1,b,head,number,husbands,boy,distinguished,him,The husbands near the boy distinguished him . <eos>,The husbands near the boy distinguished him .
68,simple,local,c-command,0,a,distractor,number,boy,husbands,distinguished,him,The boy near the husbands distinguished him . <eos>,The boy near the husbands distinguished him .
68,simple,local,c-command,0,b,distractor,number,husband,boys,distinguished,him,The husband near the boys distinguished him . <eos>,The husband near the boys distinguished him .
69,simple,local,no-c-command,1,a,none,none,boy,husband,taught,him,The boy near the husband taught him . <eos>,The boy near the husband taught him .
69,simple,local,no-c-command,1,b,none,none,husband,boy,taught,him,The husband near the boy taught him . <eos>,The husband near the boy taught him .
69,simple,local,no-c-command,1,a,head,number,boys,husband,taught,him,The boys near the husband taught him . <eos>,The boys near the husband taught him .
69,simple,local,no-c-command,1,b,head,number,husbands,boy,taught,him,The husbands near the boy taught him . <eos>,The husbands near the boy taught him .
69,simple,local,c-command,0,a,distractor,number,boy,husbands,taught,him,The boy near the husbands taught him . <eos>,The boy near the husbands taught him .
69,simple,local,c-command,0,b,distractor,number,husband,boys,taught,him,The husband near the boys taught him . <eos>,The husband near the boys taught him .
70,simple,local,no-c-command,1,a,none,none,boy,husband,killed,him,The boy near the husband killed him . <eos>,The boy near the husband killed him .
70,simple,local,no-c-command,1,b,none,none,husband,boy,killed,him,The husband near the boy killed him . <eos>,The husband near the boy killed him .
70,simple,local,no-c-command,1,a,head,number,boys,husband,killed,him,The boys near the husband killed him . <eos>,The boys near the husband killed him .
70,simple,local,no-c-command,1,b,head,number,husbands,boy,killed,him,The husbands near the boy killed him . <eos>,The husbands near the boy killed him .
70,simple,local,c-command,0,a,distractor,number,boy,husbands,killed,him,The boy near the husbands killed him . <eos>,The boy near the husbands killed him .
70,simple,local,c-command,0,b,distractor,number,husband,boys,killed,him,The husband near the boys killed him . <eos>,The husband near the boys killed him .
71,simple,local,no-c-command,1,a,none,none,boy,husband,called,him,The boy near the husband called him . <eos>,The boy near the husband called him .
71,simple,local,no-c-command,1,b,none,none,husband,boy,called,him,The husband near the boy called him . <eos>,The husband near the boy called him .
71,simple,local,no-c-command,1,a,head,number,boys,husband,called,him,The boys near the husband called him . <eos>,The boys near the husband called him .
71,simple,local,no-c-command,1,b,head,number,husbands,boy,called,him,The husbands near the boy called him . <eos>,The husbands near the boy called him .
71,simple,local,c-command,0,a,distractor,number,boy,husbands,called,him,The boy near the husbands called him . <eos>,The boy near the husbands called him .
71,simple,local,c-command,0,b,distractor,number,husband,boys,called,him,The husband near the boys called him . <eos>,The husband near the boys called him .
72,simple,local,no-c-command,1,a,none,none,boy,husband,dedicated,him,The boy near the husband dedicated him . <eos>,The boy near the husband dedicated him .
72,simple,local,no-c-command,1,b,none,none,husband,boy,dedicated,him,The husband near the boy dedicated him . <eos>,The husband near the boy dedicated him .
72,simple,local,no-c-command,1,a,head,number,boys,husband,dedicated,him,The boys near the husband dedicated him . <eos>,The boys near the husband dedicated him .
72,simple,local,no-c-command,1,b,head,number,husbands,boy,dedicated,him,The husbands near the boy dedicated him . <eos>,The husbands near the boy dedicated him .
72,simple,local,c-command,0,a,distractor,number,boy,husbands,dedicated,him,The boy near the husbands dedicated him . <eos>,The boy near the husbands dedicated him .
72,simple,local,c-command,0,b,distractor,number,husband,boys,dedicated,him,The husband near the boys dedicated him . <eos>,The husband near the boys dedicated him .
73,simple,local,no-c-command,1,a,none,none,boy,husband,declared,him,The boy near the husband declared him . <eos>,The boy near the husband declared him .
73,simple,local,no-c-command,1,b,none,none,husband,boy,declared,him,The husband near the boy declared him . <eos>,The husband near the boy declared him .
73,simple,local,no-c-command,1,a,head,number,boys,husband,declared,him,The boys near the husband declared him . <eos>,The boys near the husband declared him .
73,simple,local,no-c-command,1,b,head,number,husbands,boy,declared,him,The husbands near the boy declared him . <eos>,The husbands near the boy declared him .
73,simple,local,c-command,0,a,distractor,number,boy,husbands,declared,him,The boy near the husbands declared him . <eos>,The boy near the husbands declared him .
73,simple,local,c-command,0,b,distractor,number,husband,boys,declared,him,The husband near the boys declared him . <eos>,The husband near the boys declared him .
74,simple,local,no-c-command,1,a,none,none,boy,husband,proved,him,The boy near the husband proved him . <eos>,The boy near the husband proved him .
74,simple,local,no-c-command,1,b,none,none,husband,boy,proved,him,The husband near the boy proved him . <eos>,The husband near the boy proved him .
74,simple,local,no-c-command,1,a,head,number,boys,husband,proved,him,The boys near the husband proved him . <eos>,The boys near the husband proved him .
74,simple,local,no-c-command,1,b,head,number,husbands,boy,proved,him,The husbands near the boy proved him . <eos>,The husbands near the boy proved him .
74,simple,local,c-command,0,a,distractor,number,boy,husbands,proved,him,The boy near the husbands proved him . <eos>,The boy near the husbands proved him .
74,simple,local,c-command,0,b,distractor,number,husband,boys,proved,him,The husband near the boys proved him . <eos>,The husband near the boys proved him .
75,simple,local,no-c-command,1,a,none,none,boy,husband,shot,him,The boy near the husband shot him . <eos>,The boy near the husband shot him .
75,simple,local,no-c-command,1,b,none,none,husband,boy,shot,him,The husband near the boy shot him . <eos>,The husband near the boy shot him .
75,simple,local,no-c-command,1,a,head,number,boys,husband,shot,him,The boys near the husband shot him . <eos>,The boys near the husband shot him .
75,simple,local,no-c-command,1,b,head,number,husbands,boy,shot,him,The husbands near the boy shot him . <eos>,The husbands near the boy shot him .
75,simple,local,c-command,0,a,distractor,number,boy,husbands,shot,him,The boy near the husbands shot him . <eos>,The boy near the husbands shot him .
75,simple,local,c-command,0,b,distractor,number,husband,boys,shot,him,The husband near the boys shot him . <eos>,The husband near the boys shot him .
