item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,residual,sentence,sentence_no_eos
18,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
18,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
18,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
18,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
18,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
18,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
19,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
19,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
19,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
19,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
19,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
19,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
19,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
19,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
19,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
19,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
19,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
19,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
20,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
20,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
20,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
20,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
20,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
20,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
20,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
20,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
20,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
20,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
20,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
20,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
21,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
21,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
21,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
21,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
21,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
21,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
21,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
21,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
21,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
21,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
21,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
21,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
22,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
22,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
22,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
22,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
22,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
22,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
22,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
22,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
22,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
22,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
22,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
22,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
23,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
23,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
23,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
23,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
23,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
23,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
23,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
23,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
23,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
23,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
23,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
23,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
24,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
24,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
24,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
24,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
24,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
24,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
24,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
24,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
24,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
24,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
24,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
24,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
25,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
25,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
25,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
25,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
25,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
25,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
25,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
25,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
25,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
25,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
25,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
25,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
26,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
26,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
26,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
26,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
26,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
26,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
26,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
26,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
26,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
26,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
26,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
26,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
27,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
27,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
27,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
27,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
27,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
27,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
27,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
27,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
27,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
27,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
27,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
27,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
28,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
28,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
28,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
28,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
28,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
28,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
28,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
28,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
28,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
28,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
28,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
28,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
29,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
29,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
29,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
29,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
29,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
29,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
29,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
29,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
29,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
29,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
29,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
29,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
30,agree,local,c-command,1,a,male,none,none,boys,sons,were,leaving,The boys near the sons were leaving . <eos>,The boys near the sons were leaving .
30,agree,local,c-command,1,b,male,none,none,sons,boys,were,leaving,The sons near the boys were leaving . <eos>,The sons near the boys were leaving .
30,agree,local,c-command,1,a,female,none,none,girls,daughters,were,leaving,The girls near the daughters were leaving . <eos>,The girls near the daughters were leaving .
30,agree,local,c-command,1,b,female,none,none,daughters,girls,were,leaving,The daughters near the girls were leaving . <eos>,The daughters near the girls were leaving .
30,agree,local,no-c-command,0,a,male,head,number,boy,sons,were,leaving,The boy near the sons were leaving . <eos>,The boy near the sons were leaving .
30,agree,local,no-c-command,0,b,male,head,number,son,boys,were,leaving,The son near the boys were leaving . <eos>,The son near the boys were leaving .
30,agree,local,no-c-command,0,a,female,head,number,girl,daughters,were,leaving,The girl near the daughters were leaving . <eos>,The girl near the daughters were leaving .
30,agree,local,no-c-command,0,b,female,head,number,daughter,girls,were,leaving,The daughter near the girls were leaving . <eos>,The daughter near the girls were leaving .
30,agree,local,c-command,1,a,male,distractor,number,boys,son,were,leaving,The boys near the son were leaving . <eos>,The boys near the son were leaving .
30,agree,local,c-command,1,b,male,distractor,number,sons,boy,were,leaving,The sons near the boy were leaving . <eos>,The sons near the boy were leaving .
30,agree,local,c-command,1,a,female,distractor,number,girls,daughter,were,leaving,The girls near the daughter were leaving . <eos>,The girls near the daughter were leaving .
30,agree,local,c-command,1,b,female,distractor,number,daughters,girl,were,leaving,The daughters near the girl were leaving . <eos>,The daughters near the girl were leaving .
31,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
31,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
31,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
31,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
31,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
31,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
31,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
31,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
31,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
31,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
31,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
31,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
32,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
32,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
32,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
32,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
32,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
32,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
32,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
32,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
32,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
32,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
32,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
32,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
33,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
33,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
33,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
33,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
33,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
33,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
33,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
33,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
33,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
33,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
33,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
33,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
34,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
34,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
34,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
34,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
34,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
34,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
34,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
34,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
34,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
34,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
34,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
34,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
35,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
35,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
35,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
35,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
35,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
35,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
35,agree,local,no-c-command,0,a,female,head,number,girl,women,were,leaving,The girl near the women were leaving . <eos>,The girl near the women were leaving .
35,agree,local,no-c-command,0,b,female,head,number,woman,girls,were,leaving,The woman near the girls were leaving . <eos>,The woman near the girls were leaving .
35,agree,local,c-command,1,a,male,distractor,number,boys,man,were,leaving,The boys near the man were leaving . <eos>,The boys near the man were leaving .
35,agree,local,c-command,1,b,male,distractor,number,men,boy,were,leaving,The men near the boy were leaving . <eos>,The men near the boy were leaving .
35,agree,local,c-command,1,a,female,distractor,number,girls,woman,were,leaving,The girls near the woman were leaving . <eos>,The girls near the woman were leaving .
35,agree,local,c-command,1,b,female,distractor,number,women,girl,were,leaving,The women near the girl were leaving . <eos>,The women near the girl were leaving .
36,agree,local,c-command,1,a,male,none,none,boys,men,were,leaving,The boys near the men were leaving . <eos>,The boys near the men were leaving .
36,agree,local,c-command,1,b,male,none,none,men,boys,were,leaving,The men near the boys were leaving . <eos>,The men near the boys were leaving .
36,agree,local,c-command,1,a,female,none,none,girls,women,were,leaving,The girls near the women were leaving . <eos>,The girls near the women were leaving .
36,agree,local,c-command,1,b,female,none,none,women,girls,were,leaving,The women near the girls were leaving . <eos>,The women near the girls were leaving .
36,agree,local,no-c-command,0,a,male,head,number,boy,men,were,leaving,The boy near the men were leaving . <eos>,The boy near the men were leaving .
36,agree,local,no-c-command,0,b,male,head,number,man,boys,were,leaving,The man near the boys were leaving . <eos>,The man near the boys were leaving .
