item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
19,simple,local,c-command,1,a,male,head,number,boy,sons,considered,them,The boy near the sons considered them . <eos>,The boy near the sons considered them .
19,simple,local,c-command,1,b,male,head,number,son,boys,considered,them,The son near the boys considered them . <eos>,The son near the boys considered them .
19,simple,local,c-command,1,a,female,head,number,girl,daughters,considered,them,The girl near the daughters considered them . <eos>,The girl near the daughters considered them .
19,simple,local,c-command,1,b,female,head,number,daughter,girls,considered,them,The daughter near the girls considered them . <eos>,The daughter near the girls considered them .
19,simple,local,no-c-command,0,a,male,distractor,number,boys,son,considered,them,The boys near the son considered them . <eos>,The boys near the son considered them .
19,simple,local,no-c-command,0,b,male,distractor,number,sons,boy,considered,them,The sons near the boy considered them . <eos>,The sons near the boy considered them .
19,simple,local,no-c-command,0,a,female,distractor,number,girls,daughter,considered,them,The girls near the daughter considered them . <eos>,The girls near the daughter considered them .
19,simple,local,no-c-command,0,b,female,distractor,number,daughters,girl,considered,them,The daughters near the girl considered them . <eos>,The daughters near the girl considered them .
20,simple,local,c-command,1,a,male,none,none,boys,sons,identified,them,The boys near the sons identified them . <eos>,The boys near the sons identified them .
20,simple,local,c-command,1,b,male,none,none,sons,boys,identified,them,The sons near the boys identified them . <eos>,The sons near the boys identified them .
20,simple,local,c-command,1,a,female,none,none,girls,daughters,identified,them,The girls near the daughters identified them . <eos>,The girls near the daughters identified them .
20,simple,local,c-command,1,b,female,none,none,daughters,girls,identified,them,The daughters near the girls identified them . <eos>,The daughters near the girls identified them .
20,simple,local,c-command,1,a,male,head,number,boy,sons,identified,them,The boy near the sons identified them . <eos>,The boy near the sons identified them .
20,simple,local,c-command,1,b,male,head,number,son,boys,identified,them,The son near the boys identified them . <eos>,The son near the boys identified them .
20,simple,local,c-command,1,a,female,head,number,girl,daughters,identified,them,The girl near the daughters identified them . <eos>,The girl near the daughters identified them .
20,simple,local,c-command,1,b,female,head,number,daughter,girls,identified,them,The daughter near the girls identified them . <eos>,The daughter near the girls identified them .
20,simple,local,no-c-command,0,a,male,distractor,number,boys,son,identified,them,The boys near the son identified them . <eos>,The boys near the son identified them .
20,simple,local,no-c-command,0,b,male,distractor,number,sons,boy,identified,them,The sons near the boy identified them . <eos>,The sons near the boy identified them .
20,simple,local,no-c-command,0,a,female,distractor,number,girls,daughter,identified,them,The girls near the daughter identified them . <eos>,The girls near the daughter identified them .
20,simple,local,no-c-command,0,b,female,distractor,number,daughters,girl,identified,them,The daughters near the girl identified them . <eos>,The daughters near the girl identified them .
21,simple,local,c-command,1,a,male,none,none,boys,sons,made,them,The boys near the sons made them . <eos>,The boys near the sons made them .
21,simple,local,c-command,1,b,male,none,none,sons,boys,made,them,The sons near the boys made them . <eos>,The sons near the boys made them .
21,simple,local,c-command,1,a,female,none,none,girls,daughters,made,them,The girls near the daughters made them . <eos>,The girls near the daughters made them .
21,simple,local,c-command,1,b,female,none,none,daughters,girls,made,them,The daughters near the girls made them . <eos>,The daughters near the girls made them .
21,simple,local,c-command,1,a,male,head,number,boy,sons,made,them,The boy near the sons made them . <eos>,The boy near the sons made them .
21,simple,local,c-command,1,b,male,head,number,son,boys,made,them,The son near the boys made them . <eos>,The son near the boys made them .
21,simple,local,c-command,1,a,female,head,number,girl,daughters,made,them,The girl near the daughters made them . <eos>,The girl near the daughters made them .
21,simple,local,c-command,1,b,female,head,number,daughter,girls,made,them,The daughter near the girls made them . <eos>,The daughter near the girls made them .
21,simple,local,no-c-command,0,a,male,distractor,number,boys,son,made,them,The boys near the son made them . <eos>,The boys near the son made them .
21,simple,local,no-c-command,0,b,male,distractor,number,sons,boy,made,them,The sons near the boy made them . <eos>,The sons near the boy made them .
21,simple,local,no-c-command,0,a,female,distractor,number,girls,daughter,made,them,The girls near the daughter made them . <eos>,The girls near the daughter made them .
21,simple,local,no-c-command,0,b,female,distractor,number,daughters,girl,made,them,The daughters near the girl made them . <eos>,The daughters near the girl made them .
22,simple,local,c-command,1,a,male,none,none,boys,sons,found,them,The boys near the sons found them . <eos>,The boys near the sons found them .
22,simple,local,c-command,1,b,male,none,none,sons,boys,found,them,The sons near the boys found them . <eos>,The sons near the boys found them .
22,simple,local,c-command,1,a,female,none,none,girls,daughters,found,them,The girls near the daughters found them . <eos>,The girls near the daughters found them .
22,simple,local,c-command,1,b,female,none,none,daughters,girls,found,them,The daughters near the girls found them . <eos>,The daughters near the girls found them .
22,simple,local,c-command,1,a,male,head,number,boy,sons,found,them,The boy near the sons found them . <eos>,The boy near the sons found them .
22,simple,local,c-command,1,b,male,head,number,son,boys,found,them,The son near the boys found them . <eos>,The son near the boys found them .
22,simple,local,c-command,1,a,female,head,number,girl,daughters,found,them,The girl near the daughters found them . <eos>,The girl near the daughters found them .
22,simple,local,c-command,1,b,female,head,number,daughter,girls,found,them,The daughter near the girls found them . <eos>,The daughter near the girls found them .
22,simple,local,no-c-command,0,a,male,distractor,number,boys,son,found,them,The boys near the son found them . <eos>,The boys near the son found them .
22,simple,local,no-c-command,0,b,male,distractor,number,sons,boy,found,them,The sons near the boy found them . <eos>,The sons near the boy found them .
22,simple,local,no-c-command,0,a,female,distractor,number,girls,daughter,found,them,The girls near the daughter found them . <eos>,The girls near the daughter found them .
22,simple,local,no-c-command,0,b,female,distractor,number,daughters,girl,found,them,The daughters near the girl found them . <eos>,The daughters near the girl found them .
23,simple,local,c-command,1,a,male,none,none,boys,sons,distinguished,them,The boys near the sons distinguished them . <eos>,The boys near the sons distinguished them .
23,simple,local,c-command,1,b,male,none,none,sons,boys,distinguished,them,The sons near the boys distinguished them . <eos>,The sons near the boys distinguished them .
23,simple,local,c-command,1,a,female,none,none,girls,daughters,distinguished,them,The girls near the daughters distinguished them . <eos>,The girls near the daughters distinguished them .
23,simple,local,c-command,1,b,female,none,none,daughters,girls,distinguished,them,The daughters near the girls distinguished them . <eos>,The daughters near the girls distinguished them .
23,simple,local,c-command,1,a,male,head,number,boy,sons,distinguished,them,The boy near the sons distinguished them . <eos>,The boy near the sons distinguished them .
23,simple,local,c-command,1,b,male,head,number,son,boys,distinguished,them,The son near the boys distinguished them . <eos>,The son near the boys distinguished them .
23,simple,local,c-command,1,a,female,head,number,girl,daughters,distinguished,them,The girl near the daughters distinguished them . <eos>,The girl near the daughters distinguished them .
23,simple,local,c-command,1,b,female,head,number,daughter,girls,distinguished,them,The daughter near the girls distinguished them . <eos>,The daughter near the girls distinguished them .
23,simple,local,no-c-command,0,a,male,distractor,number,boys,son,distinguished,them,The boys near the son distinguished them . <eos>,The boys near the son distinguished them .
23,simple,local,no-c-command,0,b,male,distractor,number,sons,boy,distinguished,them,The sons near the boy distinguished them . <eos>,The sons near the boy distinguished them .
23,simple,local,no-c-command,0,a,female,distractor,number,girls,daughter,distinguished,them,The girls near the daughter distinguished them . <eos>,The girls near the daughter distinguished them .
23,simple,local,no-c-command,0,b,female,distractor,number,daughters,girl,distinguished,them,The daughters near the girl distinguished them . <eos>,The daughters near the girl distinguished them .
24,simple,local,c-command,1,a,male,none,none,boys,sons,taught,them,The boys near the sons taught them . <eos>,The boys near the sons taught them .
24,simple,local,c-command,1,b,male,none,none,sons,boys,taught,them,The sons near the boys taught them . <eos>,The sons near the boys taught them .
24,simple,local,c-command,1,a,female,none,none,girls,daughters,taught,them,The girls near the daughters taught them . <eos>,The girls near the daughters taught them .
24,simple,local,c-command,1,b,female,none,none,daughters,girls,taught,them,The daughters near the girls taught them . <eos>,The daughters near the girls taught them .
24,simple,local,c-command,1,a,male,head,number,boy,sons,taught,them,The boy near the sons taught them . <eos>,The boy near the sons taught them .
24,simple,local,c-command,1,b,male,head,number,son,boys,taught,them,The son near the boys taught them . <eos>,The son near the boys taught them .
24,simple,local,c-command,1,a,female,head,number,girl,daughters,taught,them,The girl near the daughters taught them . <eos>,The girl near the daughters taught them .
24,simple,local,c-command,1,b,female,head,number,daughter,girls,taught,them,The daughter near the girls taught them . <eos>,The daughter near the girls taught them .
24,simple,local,no-c-command,0,a,male,distractor,number,boys,son,taught,them,The boys near the son taught them . <eos>,The boys near the son taught them .
24,simple,local,no-c-command,0,b,male,distractor,number,sons,boy,taught,them,The sons near the boy taught them . <eos>,The sons near the boy taught them .
24,simple,local,no-c-command,0,a,female,distractor,number,girls,daughter,taught,them,The girls near the daughter taught them . <eos>,The girls near the daughter taught them .
24,simple,local,no-c-command,0,b,female,distractor,number,daughters,girl,taught,them,The daughters near the girl taught them . <eos>,The daughters near the girl taught them .
25,simple,local,c-command,1,a,male,none,none,boys,sons,killed,them,The boys near the sons killed them . <eos>,The boys near the sons killed them .
25,simple,local,c-command,1,b,male,none,none,sons,boys,killed,them,The sons near the boys killed them . <eos>,The sons near the boys killed them .
25,simple,local,c-command,1,a,female,none,none,girls,daughters,killed,them,The girls near the daughters killed them . <eos>,The girls near the daughters killed them .
25,simple,local,c-command,1,b,female,none,none,daughters,girls,killed,them,The daughters near the girls killed them . <eos>,The daughters near the girls killed them .
25,simple,local,c-command,1,a,male,head,number,boy,sons,killed,them,The boy near the sons killed them . <eos>,The boy near the sons killed them .
25,simple,local,c-command,1,b,male,head,number,son,boys,killed,them,The son near the boys killed them . <eos>,The son near the boys killed them .
25,simple,local,c-command,1,a,female,head,number,girl,daughters,killed,them,The girl near the daughters killed them . <eos>,The girl near the daughters killed them .
25,simple,local,c-command,1,b,female,head,number,daughter,girls,killed,them,The daughter near the girls killed them . <eos>,The daughter near the girls killed them .
25,simple,local,no-c-command,0,a,male,distractor,number,boys,son,killed,them,The boys near the son killed them . <eos>,The boys near the son killed them .
25,simple,local,no-c-command,0,b,male,distractor,number,sons,boy,killed,them,The sons near the boy killed them . <eos>,The sons near the boy killed them .
25,simple,local,no-c-command,0,a,female,distractor,number,girls,daughter,killed,them,The girls near the daughter killed them . <eos>,The girls near the daughter killed them .
25,simple,local,no-c-command,0,b,female,distractor,number,daughters,girl,killed,them,The daughters near the girl killed them . <eos>,The daughters near the girl killed them .
26,simple,local,c-command,1,a,male,none,none,boys,sons,called,them,The boys near the sons called them . <eos>,The boys near the sons called them .
26,simple,local,c-command,1,b,male,none,none,sons,boys,called,them,The sons near the boys called them . <eos>,The sons near the boys called them .
26,simple,local,c-command,1,a,female,none,none,girls,daughters,called,them,The girls near the daughters called them . <eos>,The girls near the daughters called them .
26,simple,local,c-command,1,b,female,none,none,daughters,girls,called,them,The daughters near the girls called them . <eos>,The daughters near the girls called them .
26,simple,local,no-c-command,0,a,male,head,number,boy,sons,called,them,The boy near the sons called them . <eos>,The boy near the sons called them .
26,simple,local,no-c-command,0,b,male,head,number,son,boys,called,them,The son near the boys called them . <eos>,The son near the boys called them .
26,simple,local,no-c-command,0,a,female,head,number,girl,daughters,called,them,The girl near the daughters called them . <eos>,The girl near the daughters called them .
26,simple,local,no-c-command,0,b,female,head,number,daughter,girls,called,them,The daughter near the girls called them . <eos>,The daughter near the girls called them .
26,simple,local,c-command,1,a,male,distractor,number,boys,son,called,them,The boys near the son called them . <eos>,The boys near the son called them .
26,simple,local,c-command,1,b,male,distractor,number,sons,boy,called,them,The sons near the boy called them . <eos>,The sons near the boy called them .
26,simple,local,c-command,1,a,female,distractor,number,girls,daughter,called,them,The girls near the daughter called them . <eos>,The girls near the daughter called them .
26,simple,local,c-command,1,b,female,distractor,number,daughters,girl,called,them,The daughters near the girl called them . <eos>,The daughters near the girl called them .
27,simple,local,c-command,1,a,male,none,none,boys,sons,dedicated,them,The boys near the sons dedicated them . <eos>,The boys near the sons dedicated them .
27,simple,local,c-command,1,b,male,none,none,sons,boys,dedicated,them,The sons near the boys dedicated them . <eos>,The sons near the boys dedicated them .
27,simple,local,c-command,1,a,female,none,none,girls,daughters,dedicated,them,The girls near the daughters dedicated them . <eos>,The girls near the daughters dedicated them .
27,simple,local,c-command,1,b,female,none,none,daughters,girls,dedicated,them,The daughters near the girls dedicated them . <eos>,The daughters near the girls dedicated them .
27,simple,local,no-c-command,0,a,male,head,number,boy,sons,dedicated,them,The boy near the sons dedicated them . <eos>,The boy near the sons dedicated them .
27,simple,local,no-c-command,0,b,male,head,number,son,boys,dedicated,them,The son near the boys dedicated them . <eos>,The son near the boys dedicated them .
27,simple,local,no-c-command,0,a,female,head,number,girl,daughters,dedicated,them,The girl near the daughters dedicated them . <eos>,The girl near the daughters dedicated them .
27,simple,local,no-c-command,0,b,female,head,number,daughter,girls,dedicated,them,The daughter near the girls dedicated them . <eos>,The daughter near the girls dedicated them .
27,simple,local,c-command,1,a,male,distractor,number,boys,son,dedicated,them,The boys near the son dedicated them . <eos>,The boys near the son dedicated them .
27,simple,local,c-command,1,b,male,distractor,number,sons,boy,dedicated,them,The sons near the boy dedicated them . <eos>,The sons near the boy dedicated them .
27,simple,local,c-command,1,a,female,distractor,number,girls,daughter,dedicated,them,The girls near the daughter dedicated them . <eos>,The girls near the daughter dedicated them .
27,simple,local,c-command,1,b,female,distractor,number,daughters,girl,dedicated,them,The daughters near the girl dedicated them . <eos>,The daughters near the girl dedicated them .
28,simple,local,c-command,1,a,male,none,none,boys,sons,declared,them,The boys near the sons declared them . <eos>,The boys near the sons declared them .
28,simple,local,c-command,1,b,male,none,none,sons,boys,declared,them,The sons near the boys declared them . <eos>,The sons near the boys declared them .
28,simple,local,c-command,1,a,female,none,none,girls,daughters,declared,them,The girls near the daughters declared them . <eos>,The girls near the daughters declared them .
28,simple,local,c-command,1,b,female,none,none,daughters,girls,declared,them,The daughters near the girls declared them . <eos>,The daughters near the girls declared them .
28,simple,local,no-c-command,0,a,male,head,number,boy,sons,declared,them,The boy near the sons declared them . <eos>,The boy near the sons declared them .
28,simple,local,no-c-command,0,b,male,head,number,son,boys,declared,them,The son near the boys declared them . <eos>,The son near the boys declared them .
28,simple,local,no-c-command,0,a,female,head,number,girl,daughters,declared,them,The girl near the daughters declared them . <eos>,The girl near the daughters declared them .
28,simple,local,no-c-command,0,b,female,head,number,daughter,girls,declared,them,The daughter near the girls declared them . <eos>,The daughter near the girls declared them .
28,simple,local,c-command,1,a,male,distractor,number,boys,son,declared,them,The boys near the son declared them . <eos>,The boys near the son declared them .
28,simple,local,c-command,1,b,male,distractor,number,sons,boy,declared,them,The sons near the boy declared them . <eos>,The sons near the boy declared them .
28,simple,local,c-command,1,a,female,distractor,number,girls,daughter,declared,them,The girls near the daughter declared them . <eos>,The girls near the daughter declared them .
28,simple,local,c-command,1,b,female,distractor,number,daughters,girl,declared,them,The daughters near the girl declared them . <eos>,The daughters near the girl declared them .
29,simple,local,c-command,1,a,male,none,none,boys,sons,proved,them,The boys near the sons proved them . <eos>,The boys near the sons proved them .
29,simple,local,c-command,1,b,male,none,none,sons,boys,proved,them,The sons near the boys proved them . <eos>,The sons near the boys proved them .
29,simple,local,c-command,1,a,female,none,none,girls,daughters,proved,them,The girls near the daughters proved them . <eos>,The girls near the daughters proved them .
29,simple,local,c-command,1,b,female,none,none,daughters,girls,proved,them,The daughters near the girls proved them . <eos>,The daughters near the girls proved them .
29,simple,local,no-c-command,0,a,male,head,number,boy,sons,proved,them,The boy near the sons proved them . <eos>,The boy near the sons proved them .
29,simple,local,no-c-command,0,b,male,head,number,son,boys,proved,them,The son near the boys proved them . <eos>,The son near the boys proved them .
29,simple,local,no-c-command,0,a,female,head,number,girl,daughters,proved,them,The girl near the daughters proved them . <eos>,The girl near the daughters proved them .
29,simple,local,no-c-command,0,b,female,head,number,daughter,girls,proved,them,The daughter near the girls proved them . <eos>,The daughter near the girls proved them .
29,simple,local,c-command,1,a,male,distractor,number,boys,son,proved,them,The boys near the son proved them . <eos>,The boys near the son proved them .
29,simple,local,c-command,1,b,male,distractor,number,sons,boy,proved,them,The sons near the boy proved them . <eos>,The sons near the boy proved them .
29,simple,local,c-command,1,a,female,distractor,number,girls,daughter,proved,them,The girls near the daughter proved them . <eos>,The girls near the daughter proved them .
29,simple,local,c-command,1,b,female,distractor,number,daughters,girl,proved,them,The daughters near the girl proved them . <eos>,The daughters near the girl proved them .
30,simple,local,c-command,1,a,male,none,none,boys,sons,shot,them,The boys near the sons shot them . <eos>,The boys near the sons shot them .
30,simple,local,c-command,1,b,male,none,none,sons,boys,shot,them,The sons near the boys shot them . <eos>,The sons near the boys shot them .
30,simple,local,c-command,1,a,female,none,none,girls,daughters,shot,them,The girls near the daughters shot them . <eos>,The girls near the daughters shot them .
30,simple,local,c-command,1,b,female,none,none,daughters,girls,shot,them,The daughters near the girls shot them . <eos>,The daughters near the girls shot them .
30,simple,local,no-c-command,0,a,male,head,number,boy,sons,shot,them,The boy near the sons shot them . <eos>,The boy near the sons shot them .
30,simple,local,no-c-command,0,b,male,head,number,son,boys,shot,them,The son near the boys shot them . <eos>,The son near the boys shot them .
30,simple,local,no-c-command,0,a,female,head,number,girl,daughters,shot,them,The girl near the daughters shot them . <eos>,The girl near the daughters shot them .
30,simple,local,no-c-command,0,b,female,head,number,daughter,girls,shot,them,The daughter near the girls shot them . <eos>,The daughter near the girls shot them .
30,simple,local,c-command,1,a,male,distractor,number,boys,son,shot,them,The boys near the son shot them . <eos>,The boys near the son shot them .
30,simple,local,c-command,1,b,male,distractor,number,sons,boy,shot,them,The sons near the boy shot them . <eos>,The sons near the boy shot them .
30,simple,local,c-command,1,a,female,distractor,number,girls,daughter,shot,them,The girls near the daughter shot them . <eos>,The girls near the daughter shot them .
30,simple,local,c-command,1,b,female,distractor,number,daughters,girl,shot,them,The daughters near the girl shot them . <eos>,The daughters near the girl shot them .
31,simple,local,c-command,1,a,male,none,none,boys,men,saw,them,The boys near the men saw them . <eos>,The boys near the men saw them .
31,simple,local,c-command,1,b,male,none,none,men,boys,saw,them,The men near the boys saw them . <eos>,The men near the boys saw them .
31,simple,local,c-command,1,a,female,none,none,girls,women,saw,them,The girls near the women saw them . <eos>,The girls near the women saw them .
31,simple,local,c-command,1,b,female,none,none,women,girls,saw,them,The women near the girls saw them . <eos>,The women near the girls saw them .
31,simple,local,c-command,1,a,male,head,number,boy,men,saw,them,The boy near the men saw them . <eos>,The boy near the men saw them .
31,simple,local,c-command,1,b,male,head,number,man,boys,saw,them,The man near the boys saw them . <eos>,The man near the boys saw them .
31,simple,local,c-command,1,a,female,head,number,girl,women,saw,them,The girl near the women saw them . <eos>,The girl near the women saw them .
31,simple,local,c-command,1,b,female,head,number,woman,girls,saw,them,The woman near the girls saw them . <eos>,The woman near the girls saw them .
31,simple,local,no-c-command,0,a,male,distractor,number,boys,man,saw,them,The boys near the man saw them . <eos>,The boys near the man saw them .
31,simple,local,no-c-command,0,b,male,distractor,number,men,boy,saw,them,The men near the boy saw them . <eos>,The men near the boy saw them .
31,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,saw,them,The girls near the woman saw them . <eos>,The girls near the woman saw them .
31,simple,local,no-c-command,0,b,female,distractor,number,women,girl,saw,them,The women near the girl saw them . <eos>,The women near the girl saw them .
32,simple,local,c-command,1,a,male,none,none,boys,men,established,them,The boys near the men established them . <eos>,The boys near the men established them .
32,simple,local,c-command,1,b,male,none,none,men,boys,established,them,The men near the boys established them . <eos>,The men near the boys established them .
32,simple,local,c-command,1,a,female,none,none,girls,women,established,them,The girls near the women established them . <eos>,The girls near the women established them .
32,simple,local,c-command,1,b,female,none,none,women,girls,established,them,The women near the girls established them . <eos>,The women near the girls established them .
32,simple,local,c-command,1,a,male,head,number,boy,men,established,them,The boy near the men established them . <eos>,The boy near the men established them .
32,simple,local,c-command,1,b,male,head,number,man,boys,established,them,The man near the boys established them . <eos>,The man near the boys established them .
32,simple,local,c-command,1,a,female,head,number,girl,women,established,them,The girl near the women established them . <eos>,The girl near the women established them .
32,simple,local,c-command,1,b,female,head,number,woman,girls,established,them,The woman near the girls established them . <eos>,The woman near the girls established them .
32,simple,local,no-c-command,0,a,male,distractor,number,boys,man,established,them,The boys near the man established them . <eos>,The boys near the man established them .
32,simple,local,no-c-command,0,b,male,distractor,number,men,boy,established,them,The men near the boy established them . <eos>,The men near the boy established them .
32,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,established,them,The girls near the woman established them . <eos>,The girls near the woman established them .
32,simple,local,no-c-command,0,b,female,distractor,number,women,girl,established,them,The women near the girl established them . <eos>,The women near the girl established them .
33,simple,local,c-command,1,a,male,none,none,boys,men,devoted,them,The boys near the men devoted them . <eos>,The boys near the men devoted them .
33,simple,local,c-command,1,b,male,none,none,men,boys,devoted,them,The men near the boys devoted them . <eos>,The men near the boys devoted them .
33,simple,local,c-command,1,a,female,none,none,girls,women,devoted,them,The girls near the women devoted them . <eos>,The girls near the women devoted them .
33,simple,local,c-command,1,b,female,none,none,women,girls,devoted,them,The women near the girls devoted them . <eos>,The women near the girls devoted them .
33,simple,local,c-command,1,a,male,head,number,boy,men,devoted,them,The boy near the men devoted them . <eos>,The boy near the men devoted them .
33,simple,local,c-command,1,b,male,head,number,man,boys,devoted,them,The man near the boys devoted them . <eos>,The man near the boys devoted them .
33,simple,local,c-command,1,a,female,head,number,girl,women,devoted,them,The girl near the women devoted them . <eos>,The girl near the women devoted them .
33,simple,local,c-command,1,b,female,head,number,woman,girls,devoted,them,The woman near the girls devoted them . <eos>,The woman near the girls devoted them .
33,simple,local,no-c-command,0,a,male,distractor,number,boys,man,devoted,them,The boys near the man devoted them . <eos>,The boys near the man devoted them .
33,simple,local,no-c-command,0,b,male,distractor,number,men,boy,devoted,them,The men near the boy devoted them . <eos>,The men near the boy devoted them .
33,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,devoted,them,The girls near the woman devoted them . <eos>,The girls near the woman devoted them .
33,simple,local,no-c-command,0,b,female,distractor,number,women,girl,devoted,them,The women near the girl devoted them . <eos>,The women near the girl devoted them .
34,simple,local,c-command,1,a,male,none,none,boys,men,considered,them,The boys near the men considered them . <eos>,The boys near the men considered them .
34,simple,local,c-command,1,b,male,none,none,men,boys,considered,them,The men near the boys considered them . <eos>,The men near the boys considered them .
34,simple,local,c-command,1,a,female,none,none,girls,women,considered,them,The girls near the women considered them . <eos>,The girls near the women considered them .
34,simple,local,c-command,1,b,female,none,none,women,girls,considered,them,The women near the girls considered them . <eos>,The women near the girls considered them .
34,simple,local,c-command,1,a,male,head,number,boy,men,considered,them,The boy near the men considered them . <eos>,The boy near the men considered them .
34,simple,local,c-command,1,b,male,head,number,man,boys,considered,them,The man near the boys considered them . <eos>,The man near the boys considered them .
34,simple,local,c-command,1,a,female,head,number,girl,women,considered,them,The girl near the women considered them . <eos>,The girl near the women considered them .
34,simple,local,c-command,1,b,female,head,number,woman,girls,considered,them,The woman near the girls considered them . <eos>,The woman near the girls considered them .
34,simple,local,no-c-command,0,a,male,distractor,number,boys,man,considered,them,The boys near the man considered them . <eos>,The boys near the man considered them .
34,simple,local,no-c-command,0,b,male,distractor,number,men,boy,considered,them,The men near the boy considered them . <eos>,The men near the boy considered them .
34,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,considered,them,The girls near the woman considered them . <eos>,The girls near the woman considered them .
34,simple,local,no-c-command,0,b,female,distractor,number,women,girl,considered,them,The women near the girl considered them . <eos>,The women near the girl considered them .
35,simple,local,c-command,1,a,male,none,none,boys,men,identified,them,The boys near the men identified them . <eos>,The boys near the men identified them .
35,simple,local,c-command,1,b,male,none,none,men,boys,identified,them,The men near the boys identified them . <eos>,The men near the boys identified them .
35,simple,local,c-command,1,a,female,none,none,girls,women,identified,them,The girls near the women identified them . <eos>,The girls near the women identified them .
35,simple,local,c-command,1,b,female,none,none,women,girls,identified,them,The women near the girls identified them . <eos>,The women near the girls identified them .
35,simple,local,c-command,1,a,male,head,number,boy,men,identified,them,The boy near the men identified them . <eos>,The boy near the men identified them .
35,simple,local,c-command,1,b,male,head,number,man,boys,identified,them,The man near the boys identified them . <eos>,The man near the boys identified them .
35,simple,local,c-command,1,a,female,head,number,girl,women,identified,them,The girl near the women identified them . <eos>,The girl near the women identified them .
35,simple,local,c-command,1,b,female,head,number,woman,girls,identified,them,The woman near the girls identified them . <eos>,The woman near the girls identified them .
35,simple,local,no-c-command,0,a,male,distractor,number,boys,man,identified,them,The boys near the man identified them . <eos>,The boys near the man identified them .
35,simple,local,no-c-command,0,b,male,distractor,number,men,boy,identified,them,The men near the boy identified them . <eos>,The men near the boy identified them .
35,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,identified,them,The girls near the woman identified them . <eos>,The girls near the woman identified them .
35,simple,local,no-c-command,0,b,female,distractor,number,women,girl,identified,them,The women near the girl identified them . <eos>,The women near the girl identified them .
36,simple,local,c-command,1,a,male,none,none,boys,men,made,them,The boys near the men made them . <eos>,The boys near the men made them .
36,simple,local,c-command,1,b,male,none,none,men,boys,made,them,The men near the boys made them . <eos>,The men near the boys made them .
36,simple,local,c-command,1,a,female,none,none,girls,women,made,them,The girls near the women made them . <eos>,The girls near the women made them .
36,simple,local,c-command,1,b,female,none,none,women,girls,made,them,The women near the girls made them . <eos>,The women near the girls made them .
36,simple,local,c-command,1,a,male,head,number,boy,men,made,them,The boy near the men made them . <eos>,The boy near the men made them .
36,simple,local,c-command,1,b,male,head,number,man,boys,made,them,The man near the boys made them . <eos>,The man near the boys made them .
36,simple,local,c-command,1,a,female,head,number,girl,women,made,them,The girl near the women made them . <eos>,The girl near the women made them .
36,simple,local,c-command,1,b,female,head,number,woman,girls,made,them,The woman near the girls made them . <eos>,The woman near the girls made them .
36,simple,local,no-c-command,0,a,male,distractor,number,boys,man,made,them,The boys near the man made them . <eos>,The boys near the man made them .
36,simple,local,no-c-command,0,b,male,distractor,number,men,boy,made,them,The men near the boy made them . <eos>,The men near the boy made them .
36,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,made,them,The girls near the woman made them . <eos>,The girls near the woman made them .
36,simple,local,no-c-command,0,b,female,distractor,number,women,girl,made,them,The women near the girl made them . <eos>,The women near the girl made them .
37,simple,local,c-command,1,a,male,none,none,boys,men,found,them,The boys near the men found them . <eos>,The boys near the men found them .
37,simple,local,c-command,1,b,male,none,none,men,boys,found,them,The men near the boys found them . <eos>,The men near the boys found them .
37,simple,local,c-command,1,a,female,none,none,girls,women,found,them,The girls near the women found them . <eos>,The girls near the women found them .
37,simple,local,c-command,1,b,female,none,none,women,girls,found,them,The women near the girls found them . <eos>,The women near the girls found them .
37,simple,local,c-command,1,a,male,head,number,boy,men,found,them,The boy near the men found them . <eos>,The boy near the men found them .
37,simple,local,c-command,1,b,male,head,number,man,boys,found,them,The man near the boys found them . <eos>,The man near the boys found them .
37,simple,local,c-command,1,a,female,head,number,girl,women,found,them,The girl near the women found them . <eos>,The girl near the women found them .
37,simple,local,c-command,1,b,female,head,number,woman,girls,found,them,The woman near the girls found them . <eos>,The woman near the girls found them .
37,simple,local,no-c-command,0,a,male,distractor,number,boys,man,found,them,The boys near the man found them . <eos>,The boys near the man found them .
37,simple,local,no-c-command,0,b,male,distractor,number,men,boy,found,them,The men near the boy found them . <eos>,The men near the boy found them .
37,simple,local,no-c-command,0,a,female,distractor,number,girls,woman,found,them,The girls near the woman found them . <eos>,The girls near the woman found them .
37,simple,local,no-c-command,0,b,female,distractor,number,women,girl,found,them,The women near the girl found them . <eos>,The women near the girl found them .
38,simple,local,c-command,1,a,male,none,none,boys,men,distinguished,them,The boys near the men distinguished them . <eos>,The boys near the men distinguished them .
38,simple,local,c-command,1,b,male,none,none,men,boys,distinguished,them,The men near the boys distinguished them . <eos>,The men near the boys distinguished them .
38,simple,local,c-command,1,a,female,none,none,girls,women,distinguished,them,The girls near the women distinguished them . <eos>,The girls near the women distinguished them .
38,simple,local,c-command,1,b,female,none,none,women,girls,distinguished,them,The women near the girls distinguished them . <eos>,The women near the girls distinguished them .
