,item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos,bert_sentence,surprisal
820,69,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,hated,herself,The mechanics that the consultant liked hated herself . <eos>,The mechanics that the consultant liked hated herself .,the mechanics that the consultant liked hated ***mask*** .,13.414984414943916
821,69,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,hated,herself,The consultants that the mechanic liked hated herself . <eos>,The consultants that the mechanic liked hated herself .,the consultants that the mechanic liked hated ***mask*** .,12.506044774693834
822,69,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,hated,herself,The bankers that the consultant liked hated herself . <eos>,The bankers that the consultant liked hated herself .,the bankers that the consultant liked hated ***mask*** .,14.647928278269935
823,69,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,hated,herself,The consultants that the banker liked hated herself . <eos>,The consultants that the banker liked hated herself .,the consultants that the banker liked hated ***mask*** .,13.449276578763719
824,69,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,hated,herself,The mechanic that the consultants liked hated herself . <eos>,The mechanic that the consultants liked hated herself .,the mechanic that the consultants liked hated ***mask*** .,12.724192201812697
825,69,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,hated,herself,The consultant that the mechanics liked hated herself . <eos>,The consultant that the mechanics liked hated herself .,the consultant that the mechanics liked hated ***mask*** .,11.865504584802537
826,69,liked,embed,local,1,c,rc_subj,number,banker,consultants,hated,herself,The banker that the consultants liked hated herself . <eos>,The banker that the consultants liked hated herself .,the banker that the consultants liked hated ***mask*** .,13.5183821087667
827,69,liked,embed,local,1,d,rc_subj,number,consultant,bankers,hated,herself,The consultant that the bankers liked hated herself . <eos>,The consultant that the bankers liked hated herself .,the consultant that the bankers liked hated ***mask*** .,13.35248140746271
828,70,liked,embed,local,1,a,none,none,mechanic,consultant,doubted,herself,The mechanic that the consultant liked doubted herself . <eos>,The mechanic that the consultant liked doubted herself .,the mechanic that the consultant liked doubted ***mask*** .,11.764853623699508
829,70,liked,embed,local,1,b,none,none,consultant,mechanic,doubted,herself,The consultant that the mechanic liked doubted herself . <eos>,The consultant that the mechanic liked doubted herself .,the consultant that the mechanic liked doubted ***mask*** .,11.257081246330223
830,70,liked,embed,local,1,c,none,none,banker,consultant,doubted,herself,The banker that the consultant liked doubted herself . <eos>,The banker that the consultant liked doubted herself .,the banker that the consultant liked doubted ***mask*** .,11.842602021330318
831,70,liked,embed,local,1,d,none,none,consultant,banker,doubted,herself,The consultant that the banker liked doubted herself . <eos>,The consultant that the banker liked doubted herself .,the consultant that the banker liked doubted ***mask*** .,11.174548157426626
832,70,liked,embed,nonlocal,0,a,matrix_subj,number,mechanics,consultant,doubted,herself,The mechanics that the consultant liked doubted herself . <eos>,The mechanics that the consultant liked doubted herself .,the mechanics that the consultant liked doubted ***mask*** .,11.97675698142582
833,70,liked,embed,nonlocal,0,b,matrix_subj,number,consultants,mechanic,doubted,herself,The consultants that the mechanic liked doubted herself . <eos>,The consultants that the mechanic liked doubted herself .,the consultants that the mechanic liked doubted ***mask*** .,11.549220548606051
834,70,liked,embed,nonlocal,0,c,matrix_subj,number,bankers,consultant,doubted,herself,The bankers that the consultant liked doubted herself . <eos>,The bankers that the consultant liked doubted herself .,the bankers that the consultant liked doubted ***mask*** .,12.045239962965194
835,70,liked,embed,nonlocal,0,d,matrix_subj,number,consultants,banker,doubted,herself,The consultants that the banker liked doubted herself . <eos>,The consultants that the banker liked doubted herself .,the consultants that the banker liked doubted ***mask*** .,11.712674974074455
836,70,liked,embed,local,1,a,rc_subj,number,mechanic,consultants,doubted,herself,The mechanic that the consultants liked doubted herself . <eos>,The mechanic that the consultants liked doubted herself .,the mechanic that the consultants liked doubted ***mask*** .,11.542635404326957
837,70,liked,embed,local,1,b,rc_subj,number,consultant,mechanics,doubted,herself,The consultant that the mechanics liked doubted herself . <eos>,The consultant that the mechanics liked doubted herself .,the consultant that the mechanics liked doubted ***mask*** .,11.195978214635524
838,70,liked,embed,local,1,c,rc_subj,number,banker,consultants,doubted,herself,The banker that the consultants liked doubted herself . <eos>,The banker that the consultants liked doubted herself .,the banker that the consultants liked doubted ***mask*** .,11.210674418902517
839,70,liked,embed,local,1,d,rc_subj,number,consultant,bankers,doubted,herself,The consultant that the bankers liked doubted herself . <eos>,The consultant that the bankers liked doubted herself .,the consultant that the bankers liked doubted ***mask*** .,11.433494488624508
840,1,loved,embed,local,1,a,none,none,mechanic,author,hurt,herself,The mechanic that the author loved hurt herself . <eos>,The mechanic that the author loved hurt herself .,the mechanic that the author loved hurt ***mask*** .,10.16122943890663
841,1,loved,embed,local,1,b,none,none,author,mechanic,hurt,herself,The author that the mechanic loved hurt herself . <eos>,The author that the mechanic loved hurt herself .,the author that the mechanic loved hurt ***mask*** .,7.790902022185635
842,1,loved,embed,local,1,c,none,none,banker,author,hurt,herself,The banker that the author loved hurt herself . <eos>,The banker that the author loved hurt herself .,the banker that the author loved hurt ***mask*** .,10.987327214897759
843,1,loved,embed,local,1,d,none,none,author,banker,hurt,herself,The author that the banker loved hurt herself . <eos>,The author that the banker loved hurt herself .,the author that the banker loved hurt ***mask*** .,8.71846935297161
844,1,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,hurt,herself,The mechanics that the author loved hurt herself . <eos>,The mechanics that the author loved hurt herself .,the mechanics that the author loved hurt ***mask*** .,11.050697085225709
845,1,loved,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,hurt,herself,The authors that the mechanic loved hurt herself . <eos>,The authors that the mechanic loved hurt herself .,the authors that the mechanic loved hurt ***mask*** .,9.37127802776748
846,1,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,author,hurt,herself,The bankers that the author loved hurt herself . <eos>,The bankers that the author loved hurt herself .,the bankers that the author loved hurt ***mask*** .,11.509339075363819
847,1,loved,embed,nonlocal,0,d,matrix_subj,number,authors,banker,hurt,herself,The authors that the banker loved hurt herself . <eos>,The authors that the banker loved hurt herself .,the authors that the banker loved hurt ***mask*** .,10.235957681422436
848,1,loved,embed,local,1,a,rc_subj,number,mechanic,authors,hurt,herself,The mechanic that the authors loved hurt herself . <eos>,The mechanic that the authors loved hurt herself .,the mechanic that the authors loved hurt ***mask*** .,10.695635586769399
849,1,loved,embed,local,1,b,rc_subj,number,author,mechanics,hurt,herself,The author that the mechanics loved hurt herself . <eos>,The author that the mechanics loved hurt herself .,the author that the mechanics loved hurt ***mask*** .,8.579983133767028
850,1,loved,embed,local,1,c,rc_subj,number,banker,authors,hurt,herself,The banker that the authors loved hurt herself . <eos>,The banker that the authors loved hurt herself .,the banker that the authors loved hurt ***mask*** .,11.204962725296497
851,1,loved,embed,local,1,d,rc_subj,number,author,bankers,hurt,herself,The author that the bankers loved hurt herself . <eos>,The author that the bankers loved hurt herself .,the author that the bankers loved hurt ***mask*** .,9.895978958871465
852,2,loved,embed,local,1,a,none,none,mechanic,author,injured,herself,The mechanic that the author loved injured herself . <eos>,The mechanic that the author loved injured herself .,the mechanic that the author loved injured ***mask*** .,6.036098505116664
853,2,loved,embed,local,1,b,none,none,author,mechanic,injured,herself,The author that the mechanic loved injured herself . <eos>,The author that the mechanic loved injured herself .,the author that the mechanic loved injured ***mask*** .,9.514020870286828
854,2,loved,embed,local,1,c,none,none,banker,author,injured,herself,The banker that the author loved injured herself . <eos>,The banker that the author loved injured herself .,the banker that the author loved injured ***mask*** .,9.229950859736146
855,2,loved,embed,local,1,d,none,none,author,banker,injured,herself,The author that the banker loved injured herself . <eos>,The author that the banker loved injured herself .,the author that the banker loved injured ***mask*** .,8.644957734496986
856,2,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,injured,herself,The mechanics that the author loved injured herself . <eos>,The mechanics that the author loved injured herself .,the mechanics that the author loved injured ***mask*** .,8.975934230801956
857,2,loved,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,injured,herself,The authors that the mechanic loved injured herself . <eos>,The authors that the mechanic loved injured herself .,the authors that the mechanic loved injured ***mask*** .,6.680919306222509
858,2,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,author,injured,herself,The bankers that the author loved injured herself . <eos>,The bankers that the author loved injured herself .,the bankers that the author loved injured ***mask*** .,7.678970622347576
859,2,loved,embed,nonlocal,0,d,matrix_subj,number,authors,banker,injured,herself,The authors that the banker loved injured herself . <eos>,The authors that the banker loved injured herself .,the authors that the banker loved injured ***mask*** .,7.617754495184278
860,2,loved,embed,local,1,a,rc_subj,number,mechanic,authors,injured,herself,The mechanic that the authors loved injured herself . <eos>,The mechanic that the authors loved injured herself .,the mechanic that the authors loved injured ***mask*** .,6.649466225612125
861,2,loved,embed,local,1,b,rc_subj,number,author,mechanics,injured,herself,The author that the mechanics loved injured herself . <eos>,The author that the mechanics loved injured herself .,the author that the mechanics loved injured ***mask*** .,15.800846345113767
862,2,loved,embed,local,1,c,rc_subj,number,banker,authors,injured,herself,The banker that the authors loved injured herself . <eos>,The banker that the authors loved injured herself .,the banker that the authors loved injured ***mask*** .,8.359441829015301
863,2,loved,embed,local,1,d,rc_subj,number,author,bankers,injured,herself,The author that the bankers loved injured herself . <eos>,The author that the bankers loved injured herself .,the author that the bankers loved injured ***mask*** .,10.59334563955599
864,3,loved,embed,local,1,a,none,none,mechanic,author,congratulated,herself,The mechanic that the author loved congratulated herself . <eos>,The mechanic that the author loved congratulated herself .,the mechanic that the author loved congratulated ***mask*** .,9.741629929009907
865,3,loved,embed,local,1,b,none,none,author,mechanic,congratulated,herself,The author that the mechanic loved congratulated herself . <eos>,The author that the mechanic loved congratulated herself .,the author that the mechanic loved congratulated ***mask*** .,8.377412015582863
866,3,loved,embed,local,1,c,none,none,banker,author,congratulated,herself,The banker that the author loved congratulated herself . <eos>,The banker that the author loved congratulated herself .,the banker that the author loved congratulated ***mask*** .,9.300481873983532
867,3,loved,embed,local,1,d,none,none,author,banker,congratulated,herself,The author that the banker loved congratulated herself . <eos>,The author that the banker loved congratulated herself .,the author that the banker loved congratulated ***mask*** .,8.70769184938417
868,3,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,congratulated,herself,The mechanics that the author loved congratulated herself . <eos>,The mechanics that the author loved congratulated herself .,the mechanics that the author loved congratulated ***mask*** .,10.280942964599456
869,3,loved,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,congratulated,herself,The authors that the mechanic loved congratulated herself . <eos>,The authors that the mechanic loved congratulated herself .,the authors that the mechanic loved congratulated ***mask*** .,9.514981345395649
870,3,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,author,congratulated,herself,The bankers that the author loved congratulated herself . <eos>,The bankers that the author loved congratulated herself .,the bankers that the author loved congratulated ***mask*** .,9.925176475552599
871,3,loved,embed,nonlocal,0,d,matrix_subj,number,authors,banker,congratulated,herself,The authors that the banker loved congratulated herself . <eos>,The authors that the banker loved congratulated herself .,the authors that the banker loved congratulated ***mask*** .,9.979106508555407
872,3,loved,embed,local,1,a,rc_subj,number,mechanic,authors,congratulated,herself,The mechanic that the authors loved congratulated herself . <eos>,The mechanic that the authors loved congratulated herself .,the mechanic that the authors loved congratulated ***mask*** .,9.650999467845509
873,3,loved,embed,local,1,b,rc_subj,number,author,mechanics,congratulated,herself,The author that the mechanics loved congratulated herself . <eos>,The author that the mechanics loved congratulated herself .,the author that the mechanics loved congratulated ***mask*** .,9.465945688331448
874,3,loved,embed,local,1,c,rc_subj,number,banker,authors,congratulated,herself,The banker that the authors loved congratulated herself . <eos>,The banker that the authors loved congratulated herself .,the banker that the authors loved congratulated ***mask*** .,9.098937752372041
875,3,loved,embed,local,1,d,rc_subj,number,author,bankers,congratulated,herself,The author that the bankers loved congratulated herself . <eos>,The author that the bankers loved congratulated herself .,the author that the bankers loved congratulated ***mask*** .,9.370619587446013
876,4,loved,embed,local,1,a,none,none,mechanic,author,embarrassed,herself,The mechanic that the author loved embarrassed herself . <eos>,The mechanic that the author loved embarrassed herself .,the mechanic that the author loved embarrassed ***mask*** .,11.233990821404062
877,4,loved,embed,local,1,b,none,none,author,mechanic,embarrassed,herself,The author that the mechanic loved embarrassed herself . <eos>,The author that the mechanic loved embarrassed herself .,the author that the mechanic loved embarrassed ***mask*** .,9.82932412664727
878,4,loved,embed,local,1,c,none,none,banker,author,embarrassed,herself,The banker that the author loved embarrassed herself . <eos>,The banker that the author loved embarrassed herself .,the banker that the author loved embarrassed ***mask*** .,11.229938757763309
879,4,loved,embed,local,1,d,none,none,author,banker,embarrassed,herself,The author that the banker loved embarrassed herself . <eos>,The author that the banker loved embarrassed herself .,the author that the banker loved embarrassed ***mask*** .,10.147043279375875
880,4,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,embarrassed,herself,The mechanics that the author loved embarrassed herself . <eos>,The mechanics that the author loved embarrassed herself .,the mechanics that the author loved embarrassed ***mask*** .,11.460321946517919
881,4,loved,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,embarrassed,herself,The authors that the mechanic loved embarrassed herself . <eos>,The authors that the mechanic loved embarrassed herself .,the authors that the mechanic loved embarrassed ***mask*** .,10.520356758213298
882,4,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,author,embarrassed,herself,The bankers that the author loved embarrassed herself . <eos>,The bankers that the author loved embarrassed herself .,the bankers that the author loved embarrassed ***mask*** .,11.232699223372736
883,4,loved,embed,nonlocal,0,d,matrix_subj,number,authors,banker,embarrassed,herself,The authors that the banker loved embarrassed herself . <eos>,The authors that the banker loved embarrassed herself .,the authors that the banker loved embarrassed ***mask*** .,11.172711767873908
884,4,loved,embed,local,1,a,rc_subj,number,mechanic,authors,embarrassed,herself,The mechanic that the authors loved embarrassed herself . <eos>,The mechanic that the authors loved embarrassed herself .,the mechanic that the authors loved embarrassed ***mask*** .,11.249916331286563
885,4,loved,embed,local,1,b,rc_subj,number,author,mechanics,embarrassed,herself,The author that the mechanics loved embarrassed herself . <eos>,The author that the mechanics loved embarrassed herself .,the author that the mechanics loved embarrassed ***mask*** .,11.046563453786154
886,4,loved,embed,local,1,c,rc_subj,number,banker,authors,embarrassed,herself,The banker that the authors loved embarrassed herself . <eos>,The banker that the authors loved embarrassed herself .,the banker that the authors loved embarrassed ***mask*** .,11.428370939798944
887,4,loved,embed,local,1,d,rc_subj,number,author,bankers,embarrassed,herself,The author that the bankers loved embarrassed herself . <eos>,The author that the bankers loved embarrassed herself .,the author that the bankers loved embarrassed ***mask*** .,11.409987649873061
888,5,loved,embed,local,1,a,none,none,mechanic,author,disguised,herself,The mechanic that the author loved disguised herself . <eos>,The mechanic that the author loved disguised herself .,the mechanic that the author loved disguised ***mask*** .,8.043346099243214
889,5,loved,embed,local,1,b,none,none,author,mechanic,disguised,herself,The author that the mechanic loved disguised herself . <eos>,The author that the mechanic loved disguised herself .,the author that the mechanic loved disguised ***mask*** .,6.685996715401228
890,5,loved,embed,local,1,c,none,none,banker,author,disguised,herself,The banker that the author loved disguised herself . <eos>,The banker that the author loved disguised herself .,the banker that the author loved disguised ***mask*** .,7.064745369013333
891,5,loved,embed,local,1,d,none,none,author,banker,disguised,herself,The author that the banker loved disguised herself . <eos>,The author that the banker loved disguised herself .,the author that the banker loved disguised ***mask*** .,4.569946048511341
892,5,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,disguised,herself,The mechanics that the author loved disguised herself . <eos>,The mechanics that the author loved disguised herself .,the mechanics that the author loved disguised ***mask*** .,9.146789640906139
893,5,loved,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,disguised,herself,The authors that the mechanic loved disguised herself . <eos>,The authors that the mechanic loved disguised herself .,the authors that the mechanic loved disguised ***mask*** .,7.788044886086135
894,5,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,author,disguised,herself,The bankers that the author loved disguised herself . <eos>,The bankers that the author loved disguised herself .,the bankers that the author loved disguised ***mask*** .,7.39591783241317
895,5,loved,embed,nonlocal,0,d,matrix_subj,number,authors,banker,disguised,herself,The authors that the banker loved disguised herself . <eos>,The authors that the banker loved disguised herself .,the authors that the banker loved disguised ***mask*** .,7.186746844750885
896,5,loved,embed,local,1,a,rc_subj,number,mechanic,authors,disguised,herself,The mechanic that the authors loved disguised herself . <eos>,The mechanic that the authors loved disguised herself .,the mechanic that the authors loved disguised ***mask*** .,9.72717646406581
897,5,loved,embed,local,1,b,rc_subj,number,author,mechanics,disguised,herself,The author that the mechanics loved disguised herself . <eos>,The author that the mechanics loved disguised herself .,the author that the mechanics loved disguised ***mask*** .,13.494558155370482
898,5,loved,embed,local,1,c,rc_subj,number,banker,authors,disguised,herself,The banker that the authors loved disguised herself . <eos>,The banker that the authors loved disguised herself .,the banker that the authors loved disguised ***mask*** .,9.529248047422808
899,5,loved,embed,local,1,d,rc_subj,number,author,bankers,disguised,herself,The author that the bankers loved disguised herself . <eos>,The author that the bankers loved disguised herself .,the author that the bankers loved disguised ***mask*** .,8.959642880335448
900,6,loved,embed,local,1,a,none,none,mechanic,author,hated,herself,The mechanic that the author loved hated herself . <eos>,The mechanic that the author loved hated herself .,the mechanic that the author loved hated ***mask*** .,10.611753001085827
901,6,loved,embed,local,1,b,none,none,author,mechanic,hated,herself,The author that the mechanic loved hated herself . <eos>,The author that the mechanic loved hated herself .,the author that the mechanic loved hated ***mask*** .,10.464387276437497
902,6,loved,embed,local,1,c,none,none,banker,author,hated,herself,The banker that the author loved hated herself . <eos>,The banker that the author loved hated herself .,the banker that the author loved hated ***mask*** .,10.87716252843954
903,6,loved,embed,local,1,d,none,none,author,banker,hated,herself,The author that the banker loved hated herself . <eos>,The author that the banker loved hated herself .,the author that the banker loved hated ***mask*** .,10.600542781506748
904,6,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,hated,herself,The mechanics that the author loved hated herself . <eos>,The mechanics that the author loved hated herself .,the mechanics that the author loved hated ***mask*** .,11.632226673688292
905,6,loved,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,hated,herself,The authors that the mechanic loved hated herself . <eos>,The authors that the mechanic loved hated herself .,the authors that the mechanic loved hated ***mask*** .,11.270109100847225
906,6,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,author,hated,herself,The bankers that the author loved hated herself . <eos>,The bankers that the author loved hated herself .,the bankers that the author loved hated ***mask*** .,11.24407740629657
907,6,loved,embed,nonlocal,0,d,matrix_subj,number,authors,banker,hated,herself,The authors that the banker loved hated herself . <eos>,The authors that the banker loved hated herself .,the authors that the banker loved hated ***mask*** .,12.16524099126378
908,6,loved,embed,local,1,a,rc_subj,number,mechanic,authors,hated,herself,The mechanic that the authors loved hated herself . <eos>,The mechanic that the authors loved hated herself .,the mechanic that the authors loved hated ***mask*** .,11.409608374871022
909,6,loved,embed,local,1,b,rc_subj,number,author,mechanics,hated,herself,The author that the mechanics loved hated herself . <eos>,The author that the mechanics loved hated herself .,the author that the mechanics loved hated ***mask*** .,11.169783660124988
910,6,loved,embed,local,1,c,rc_subj,number,banker,authors,hated,herself,The banker that the authors loved hated herself . <eos>,The banker that the authors loved hated herself .,the banker that the authors loved hated ***mask*** .,11.227138470364965
911,6,loved,embed,local,1,d,rc_subj,number,author,bankers,hated,herself,The author that the bankers loved hated herself . <eos>,The author that the bankers loved hated herself .,the author that the bankers loved hated ***mask*** .,11.571735170239213
912,7,loved,embed,local,1,a,none,none,mechanic,author,doubted,herself,The mechanic that the author loved doubted herself . <eos>,The mechanic that the author loved doubted herself .,the mechanic that the author loved doubted ***mask*** .,10.648561161857051
913,7,loved,embed,local,1,b,none,none,author,mechanic,doubted,herself,The author that the mechanic loved doubted herself . <eos>,The author that the mechanic loved doubted herself .,the author that the mechanic loved doubted ***mask*** .,10.474791898119218
914,7,loved,embed,local,1,c,none,none,banker,author,doubted,herself,The banker that the author loved doubted herself . <eos>,The banker that the author loved doubted herself .,the banker that the author loved doubted ***mask*** .,10.210463071622225
915,7,loved,embed,local,1,d,none,none,author,banker,doubted,herself,The author that the banker loved doubted herself . <eos>,The author that the banker loved doubted herself .,the author that the banker loved doubted ***mask*** .,10.190467161975333
916,7,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,author,doubted,herself,The mechanics that the author loved doubted herself . <eos>,The mechanics that the author loved doubted herself .,the mechanics that the author loved doubted ***mask*** .,11.600116346949463
917,7,loved,embed,nonlocal,0,b,matrix_subj,number,authors,mechanic,doubted,herself,The authors that the mechanic loved doubted herself . <eos>,The authors that the mechanic loved doubted herself .,the authors that the mechanic loved doubted ***mask*** .,10.85789060495287
918,7,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,author,doubted,herself,The bankers that the author loved doubted herself . <eos>,The bankers that the author loved doubted herself .,the bankers that the author loved doubted ***mask*** .,10.582121223300618
919,7,loved,embed,nonlocal,0,d,matrix_subj,number,authors,banker,doubted,herself,The authors that the banker loved doubted herself . <eos>,The authors that the banker loved doubted herself .,the authors that the banker loved doubted ***mask*** .,11.26600367850841
920,7,loved,embed,local,1,a,rc_subj,number,mechanic,authors,doubted,herself,The mechanic that the authors loved doubted herself . <eos>,The mechanic that the authors loved doubted herself .,the mechanic that the authors loved doubted ***mask*** .,10.71751261049436
921,7,loved,embed,local,1,b,rc_subj,number,author,mechanics,doubted,herself,The author that the mechanics loved doubted herself . <eos>,The author that the mechanics loved doubted herself .,the author that the mechanics loved doubted ***mask*** .,11.090715558548027
922,7,loved,embed,local,1,c,rc_subj,number,banker,authors,doubted,herself,The banker that the authors loved doubted herself . <eos>,The banker that the authors loved doubted herself .,the banker that the authors loved doubted ***mask*** .,10.449098598116455
923,7,loved,embed,local,1,d,rc_subj,number,author,bankers,doubted,herself,The author that the bankers loved doubted herself . <eos>,The author that the bankers loved doubted herself .,the author that the bankers loved doubted ***mask*** .,10.377950415446808
924,8,loved,embed,local,1,a,none,none,mechanic,pilot,hurt,herself,The mechanic that the pilot loved hurt herself . <eos>,The mechanic that the pilot loved hurt herself .,the mechanic that the pilot loved hurt ***mask*** .,8.934538996124777
925,8,loved,embed,local,1,b,none,none,pilot,mechanic,hurt,herself,The pilot that the mechanic loved hurt herself . <eos>,The pilot that the mechanic loved hurt herself .,the pilot that the mechanic loved hurt ***mask*** .,9.626199707271235
926,8,loved,embed,local,1,c,none,none,banker,pilot,hurt,herself,The banker that the pilot loved hurt herself . <eos>,The banker that the pilot loved hurt herself .,the banker that the pilot loved hurt ***mask*** .,11.317169538110209
927,8,loved,embed,local,1,d,none,none,pilot,banker,hurt,herself,The pilot that the banker loved hurt herself . <eos>,The pilot that the banker loved hurt herself .,the pilot that the banker loved hurt ***mask*** .,10.003474015338472
928,8,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,hurt,herself,The mechanics that the pilot loved hurt herself . <eos>,The mechanics that the pilot loved hurt herself .,the mechanics that the pilot loved hurt ***mask*** .,11.100596883456499
929,8,loved,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,hurt,herself,The pilots that the mechanic loved hurt herself . <eos>,The pilots that the mechanic loved hurt herself .,the pilots that the mechanic loved hurt ***mask*** .,10.192178539884218
930,8,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,hurt,herself,The bankers that the pilot loved hurt herself . <eos>,The bankers that the pilot loved hurt herself .,the bankers that the pilot loved hurt ***mask*** .,12.268528279122581
931,8,loved,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,hurt,herself,The pilots that the banker loved hurt herself . <eos>,The pilots that the banker loved hurt herself .,the pilots that the banker loved hurt ***mask*** .,11.017461042314643
932,8,loved,embed,local,1,a,rc_subj,number,mechanic,pilots,hurt,herself,The mechanic that the pilots loved hurt herself . <eos>,The mechanic that the pilots loved hurt herself .,the mechanic that the pilots loved hurt ***mask*** .,9.508895566386347
933,8,loved,embed,local,1,b,rc_subj,number,pilot,mechanics,hurt,herself,The pilot that the mechanics loved hurt herself . <eos>,The pilot that the mechanics loved hurt herself .,the pilot that the mechanics loved hurt ***mask*** .,9.92497580567205
934,8,loved,embed,local,1,c,rc_subj,number,banker,pilots,hurt,herself,The banker that the pilots loved hurt herself . <eos>,The banker that the pilots loved hurt herself .,the banker that the pilots loved hurt ***mask*** .,11.83781522368577
935,8,loved,embed,local,1,d,rc_subj,number,pilot,bankers,hurt,herself,The pilot that the bankers loved hurt herself . <eos>,The pilot that the bankers loved hurt herself .,the pilot that the bankers loved hurt ***mask*** .,10.313448286344787
936,9,loved,embed,local,1,a,none,none,mechanic,pilot,injured,herself,The mechanic that the pilot loved injured herself . <eos>,The mechanic that the pilot loved injured herself .,the mechanic that the pilot loved injured ***mask*** .,5.405958384903207
937,9,loved,embed,local,1,b,none,none,pilot,mechanic,injured,herself,The pilot that the mechanic loved injured herself . <eos>,The pilot that the mechanic loved injured herself .,the pilot that the mechanic loved injured ***mask*** .,5.5921142964063675
938,9,loved,embed,local,1,c,none,none,banker,pilot,injured,herself,The banker that the pilot loved injured herself . <eos>,The banker that the pilot loved injured herself .,the banker that the pilot loved injured ***mask*** .,7.613753051132784
939,9,loved,embed,local,1,d,none,none,pilot,banker,injured,herself,The pilot that the banker loved injured herself . <eos>,The pilot that the banker loved injured herself .,the pilot that the banker loved injured ***mask*** .,5.426762985784612
940,9,loved,embed,nonlocal,0,a,matrix_subj,number,mechanics,pilot,injured,herself,The mechanics that the pilot loved injured herself . <eos>,The mechanics that the pilot loved injured herself .,the mechanics that the pilot loved injured ***mask*** .,7.707396112855624
941,9,loved,embed,nonlocal,0,b,matrix_subj,number,pilots,mechanic,injured,herself,The pilots that the mechanic loved injured herself . <eos>,The pilots that the mechanic loved injured herself .,the pilots that the mechanic loved injured ***mask*** .,7.025384980560545
942,9,loved,embed,nonlocal,0,c,matrix_subj,number,bankers,pilot,injured,herself,The bankers that the pilot loved injured herself . <eos>,The bankers that the pilot loved injured herself .,the bankers that the pilot loved injured ***mask*** .,7.657588346843944
943,9,loved,embed,nonlocal,0,d,matrix_subj,number,pilots,banker,injured,herself,The pilots that the banker loved injured herself . <eos>,The pilots that the banker loved injured herself .,the pilots that the banker loved injured ***mask*** .,7.350327621968696
944,9,loved,embed,local,1,a,rc_subj,number,mechanic,pilots,injured,herself,The mechanic that the pilots loved injured herself . <eos>,The mechanic that the pilots loved injured herself .,the mechanic that the pilots loved injured ***mask*** .,6.121512620759531
945,9,loved,embed,local,1,b,rc_subj,number,pilot,mechanics,injured,herself,The pilot that the mechanics loved injured herself . <eos>,The pilot that the mechanics loved injured herself .,the pilot that the mechanics loved injured ***mask*** .,5.84285679322407
946,9,loved,embed,local,1,c,rc_subj,number,banker,pilots,injured,herself,The banker that the pilots loved injured herself . <eos>,The banker that the pilots loved injured herself .,the banker that the pilots loved injured ***mask*** .,11.481010509385175
947,9,loved,embed,local,1,d,rc_subj,number,pilot,bankers,injured,herself,The pilot that the bankers loved injured herself . <eos>,The pilot that the bankers loved injured herself .,the pilot that the bankers loved injured ***mask*** .,5.772543724991376
948,10,loved,embed,local,1,a,none,none,mechanic,pilot,congratulated,herself,The mechanic that the pilot loved congratulated herself . <eos>,The mechanic that the pilot loved congratulated herself .,the mechanic that the pilot loved congratulated ***mask*** .,10.035482768323657
949,10,loved,embed,local,1,b,none,none,pilot,mechanic,congratulated,herself,The pilot that the mechanic loved congratulated herself . <eos>,The pilot that the mechanic loved congratulated herself .,the pilot that the mechanic loved congratulated ***mask*** .,9.960556290946693
950,10,loved,embed,local,1,c,none,none,banker,pilot,congratulated,herself,The banker that the pilot loved congratulated herself . <eos>,The banker that the pilot loved congratulated herself .,the banker that the pilot loved congratulated ***mask*** .,9.875010076096478
