item,RC_verb,clause_type,locality,grammatical,counterbalance,mismatch_position,mismatch_feature,nonlocal_subj,local_sub,verb,pronoun,sentence,sentence_no_eos
58,liked,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,injured,themselves,The senator that the bankers liked injured themselves . <eos>,The senator that the bankers liked injured themselves .
59,liked,embed,local,1,a,none,none,mechanics,senators,congratulated,themselves,The mechanics that the senators liked congratulated themselves . <eos>,The mechanics that the senators liked congratulated themselves .
59,liked,embed,local,1,b,none,none,senators,mechanics,congratulated,themselves,The senators that the mechanics liked congratulated themselves . <eos>,The senators that the mechanics liked congratulated themselves .
59,liked,embed,local,1,c,none,none,bankers,senators,congratulated,themselves,The bankers that the senators liked congratulated themselves . <eos>,The bankers that the senators liked congratulated themselves .
59,liked,embed,local,1,d,none,none,senators,bankers,congratulated,themselves,The senators that the bankers liked congratulated themselves . <eos>,The senators that the bankers liked congratulated themselves .
59,liked,embed,local,1,a,rc_subj,number,mechanics,senator,congratulated,themselves,The mechanics that the senator liked congratulated themselves . <eos>,The mechanics that the senator liked congratulated themselves .
59,liked,embed,local,1,b,rc_subj,number,senators,mechanic,congratulated,themselves,The senators that the mechanic liked congratulated themselves . <eos>,The senators that the mechanic liked congratulated themselves .
59,liked,embed,local,1,c,rc_subj,number,bankers,senator,congratulated,themselves,The bankers that the senator liked congratulated themselves . <eos>,The bankers that the senator liked congratulated themselves .
59,liked,embed,local,1,d,rc_subj,number,senators,banker,congratulated,themselves,The senators that the banker liked congratulated themselves . <eos>,The senators that the banker liked congratulated themselves .
59,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,congratulated,themselves,The mechanic that the senators liked congratulated themselves . <eos>,The mechanic that the senators liked congratulated themselves .
59,liked,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,congratulated,themselves,The senator that the mechanics liked congratulated themselves . <eos>,The senator that the mechanics liked congratulated themselves .
59,liked,embed,nonlocal,0,c,matrix_subj,number,banker,senators,congratulated,themselves,The banker that the senators liked congratulated themselves . <eos>,The banker that the senators liked congratulated themselves .
59,liked,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,congratulated,themselves,The senator that the bankers liked congratulated themselves . <eos>,The senator that the bankers liked congratulated themselves .
60,liked,embed,local,1,a,none,none,mechanics,senators,embarrassed,themselves,The mechanics that the senators liked embarrassed themselves . <eos>,The mechanics that the senators liked embarrassed themselves .
60,liked,embed,local,1,b,none,none,senators,mechanics,embarrassed,themselves,The senators that the mechanics liked embarrassed themselves . <eos>,The senators that the mechanics liked embarrassed themselves .
60,liked,embed,local,1,c,none,none,bankers,senators,embarrassed,themselves,The bankers that the senators liked embarrassed themselves . <eos>,The bankers that the senators liked embarrassed themselves .
60,liked,embed,local,1,d,none,none,senators,bankers,embarrassed,themselves,The senators that the bankers liked embarrassed themselves . <eos>,The senators that the bankers liked embarrassed themselves .
60,liked,embed,local,1,a,rc_subj,number,mechanics,senator,embarrassed,themselves,The mechanics that the senator liked embarrassed themselves . <eos>,The mechanics that the senator liked embarrassed themselves .
60,liked,embed,local,1,b,rc_subj,number,senators,mechanic,embarrassed,themselves,The senators that the mechanic liked embarrassed themselves . <eos>,The senators that the mechanic liked embarrassed themselves .
60,liked,embed,local,1,c,rc_subj,number,bankers,senator,embarrassed,themselves,The bankers that the senator liked embarrassed themselves . <eos>,The bankers that the senator liked embarrassed themselves .
60,liked,embed,local,1,d,rc_subj,number,senators,banker,embarrassed,themselves,The senators that the banker liked embarrassed themselves . <eos>,The senators that the banker liked embarrassed themselves .
60,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,embarrassed,themselves,The mechanic that the senators liked embarrassed themselves . <eos>,The mechanic that the senators liked embarrassed themselves .
60,liked,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,embarrassed,themselves,The senator that the mechanics liked embarrassed themselves . <eos>,The senator that the mechanics liked embarrassed themselves .
60,liked,embed,nonlocal,0,c,matrix_subj,number,banker,senators,embarrassed,themselves,The banker that the senators liked embarrassed themselves . <eos>,The banker that the senators liked embarrassed themselves .
60,liked,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,embarrassed,themselves,The senator that the bankers liked embarrassed themselves . <eos>,The senator that the bankers liked embarrassed themselves .
61,liked,embed,local,1,a,none,none,mechanics,senators,disguised,themselves,The mechanics that the senators liked disguised themselves . <eos>,The mechanics that the senators liked disguised themselves .
61,liked,embed,local,1,b,none,none,senators,mechanics,disguised,themselves,The senators that the mechanics liked disguised themselves . <eos>,The senators that the mechanics liked disguised themselves .
61,liked,embed,local,1,c,none,none,bankers,senators,disguised,themselves,The bankers that the senators liked disguised themselves . <eos>,The bankers that the senators liked disguised themselves .
61,liked,embed,local,1,d,none,none,senators,bankers,disguised,themselves,The senators that the bankers liked disguised themselves . <eos>,The senators that the bankers liked disguised themselves .
61,liked,embed,local,1,a,rc_subj,number,mechanics,senator,disguised,themselves,The mechanics that the senator liked disguised themselves . <eos>,The mechanics that the senator liked disguised themselves .
61,liked,embed,local,1,b,rc_subj,number,senators,mechanic,disguised,themselves,The senators that the mechanic liked disguised themselves . <eos>,The senators that the mechanic liked disguised themselves .
61,liked,embed,local,1,c,rc_subj,number,bankers,senator,disguised,themselves,The bankers that the senator liked disguised themselves . <eos>,The bankers that the senator liked disguised themselves .
61,liked,embed,local,1,d,rc_subj,number,senators,banker,disguised,themselves,The senators that the banker liked disguised themselves . <eos>,The senators that the banker liked disguised themselves .
61,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,disguised,themselves,The mechanic that the senators liked disguised themselves . <eos>,The mechanic that the senators liked disguised themselves .
61,liked,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,disguised,themselves,The senator that the mechanics liked disguised themselves . <eos>,The senator that the mechanics liked disguised themselves .
61,liked,embed,nonlocal,0,c,matrix_subj,number,banker,senators,disguised,themselves,The banker that the senators liked disguised themselves . <eos>,The banker that the senators liked disguised themselves .
61,liked,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,disguised,themselves,The senator that the bankers liked disguised themselves . <eos>,The senator that the bankers liked disguised themselves .
62,liked,embed,local,1,a,none,none,mechanics,senators,hated,themselves,The mechanics that the senators liked hated themselves . <eos>,The mechanics that the senators liked hated themselves .
62,liked,embed,local,1,b,none,none,senators,mechanics,hated,themselves,The senators that the mechanics liked hated themselves . <eos>,The senators that the mechanics liked hated themselves .
62,liked,embed,local,1,c,none,none,bankers,senators,hated,themselves,The bankers that the senators liked hated themselves . <eos>,The bankers that the senators liked hated themselves .
62,liked,embed,local,1,d,none,none,senators,bankers,hated,themselves,The senators that the bankers liked hated themselves . <eos>,The senators that the bankers liked hated themselves .
62,liked,embed,local,1,a,rc_subj,number,mechanics,senator,hated,themselves,The mechanics that the senator liked hated themselves . <eos>,The mechanics that the senator liked hated themselves .
62,liked,embed,local,1,b,rc_subj,number,senators,mechanic,hated,themselves,The senators that the mechanic liked hated themselves . <eos>,The senators that the mechanic liked hated themselves .
62,liked,embed,local,1,c,rc_subj,number,bankers,senator,hated,themselves,The bankers that the senator liked hated themselves . <eos>,The bankers that the senator liked hated themselves .
62,liked,embed,local,1,d,rc_subj,number,senators,banker,hated,themselves,The senators that the banker liked hated themselves . <eos>,The senators that the banker liked hated themselves .
62,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,hated,themselves,The mechanic that the senators liked hated themselves . <eos>,The mechanic that the senators liked hated themselves .
62,liked,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,hated,themselves,The senator that the mechanics liked hated themselves . <eos>,The senator that the mechanics liked hated themselves .
62,liked,embed,nonlocal,0,c,matrix_subj,number,banker,senators,hated,themselves,The banker that the senators liked hated themselves . <eos>,The banker that the senators liked hated themselves .
62,liked,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,hated,themselves,The senator that the bankers liked hated themselves . <eos>,The senator that the bankers liked hated themselves .
63,liked,embed,local,1,a,none,none,mechanics,senators,doubted,themselves,The mechanics that the senators liked doubted themselves . <eos>,The mechanics that the senators liked doubted themselves .
63,liked,embed,local,1,b,none,none,senators,mechanics,doubted,themselves,The senators that the mechanics liked doubted themselves . <eos>,The senators that the mechanics liked doubted themselves .
63,liked,embed,local,1,c,none,none,bankers,senators,doubted,themselves,The bankers that the senators liked doubted themselves . <eos>,The bankers that the senators liked doubted themselves .
63,liked,embed,local,1,d,none,none,senators,bankers,doubted,themselves,The senators that the bankers liked doubted themselves . <eos>,The senators that the bankers liked doubted themselves .
63,liked,embed,local,1,a,rc_subj,number,mechanics,senator,doubted,themselves,The mechanics that the senator liked doubted themselves . <eos>,The mechanics that the senator liked doubted themselves .
63,liked,embed,local,1,b,rc_subj,number,senators,mechanic,doubted,themselves,The senators that the mechanic liked doubted themselves . <eos>,The senators that the mechanic liked doubted themselves .
63,liked,embed,local,1,c,rc_subj,number,bankers,senator,doubted,themselves,The bankers that the senator liked doubted themselves . <eos>,The bankers that the senator liked doubted themselves .
63,liked,embed,local,1,d,rc_subj,number,senators,banker,doubted,themselves,The senators that the banker liked doubted themselves . <eos>,The senators that the banker liked doubted themselves .
63,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,senators,doubted,themselves,The mechanic that the senators liked doubted themselves . <eos>,The mechanic that the senators liked doubted themselves .
63,liked,embed,nonlocal,0,b,matrix_subj,number,senator,mechanics,doubted,themselves,The senator that the mechanics liked doubted themselves . <eos>,The senator that the mechanics liked doubted themselves .
63,liked,embed,nonlocal,0,c,matrix_subj,number,banker,senators,doubted,themselves,The banker that the senators liked doubted themselves . <eos>,The banker that the senators liked doubted themselves .
63,liked,embed,nonlocal,0,d,matrix_subj,number,senator,bankers,doubted,themselves,The senator that the bankers liked doubted themselves . <eos>,The senator that the bankers liked doubted themselves .
64,liked,embed,local,1,a,none,none,mechanics,consultants,hurt,themselves,The mechanics that the consultants liked hurt themselves . <eos>,The mechanics that the consultants liked hurt themselves .
64,liked,embed,local,1,b,none,none,consultants,mechanics,hurt,themselves,The consultants that the mechanics liked hurt themselves . <eos>,The consultants that the mechanics liked hurt themselves .
64,liked,embed,local,1,c,none,none,bankers,consultants,hurt,themselves,The bankers that the consultants liked hurt themselves . <eos>,The bankers that the consultants liked hurt themselves .
64,liked,embed,local,1,d,none,none,consultants,bankers,hurt,themselves,The consultants that the bankers liked hurt themselves . <eos>,The consultants that the bankers liked hurt themselves .
64,liked,embed,local,1,a,rc_subj,number,mechanics,consultant,hurt,themselves,The mechanics that the consultant liked hurt themselves . <eos>,The mechanics that the consultant liked hurt themselves .
64,liked,embed,local,1,b,rc_subj,number,consultants,mechanic,hurt,themselves,The consultants that the mechanic liked hurt themselves . <eos>,The consultants that the mechanic liked hurt themselves .
64,liked,embed,local,1,c,rc_subj,number,bankers,consultant,hurt,themselves,The bankers that the consultant liked hurt themselves . <eos>,The bankers that the consultant liked hurt themselves .
64,liked,embed,local,1,d,rc_subj,number,consultants,banker,hurt,themselves,The consultants that the banker liked hurt themselves . <eos>,The consultants that the banker liked hurt themselves .
64,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,hurt,themselves,The mechanic that the consultants liked hurt themselves . <eos>,The mechanic that the consultants liked hurt themselves .
64,liked,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,hurt,themselves,The consultant that the mechanics liked hurt themselves . <eos>,The consultant that the mechanics liked hurt themselves .
64,liked,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,hurt,themselves,The banker that the consultants liked hurt themselves . <eos>,The banker that the consultants liked hurt themselves .
64,liked,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,hurt,themselves,The consultant that the bankers liked hurt themselves . <eos>,The consultant that the bankers liked hurt themselves .
65,liked,embed,local,1,a,none,none,mechanics,consultants,injured,themselves,The mechanics that the consultants liked injured themselves . <eos>,The mechanics that the consultants liked injured themselves .
65,liked,embed,local,1,b,none,none,consultants,mechanics,injured,themselves,The consultants that the mechanics liked injured themselves . <eos>,The consultants that the mechanics liked injured themselves .
65,liked,embed,local,1,c,none,none,bankers,consultants,injured,themselves,The bankers that the consultants liked injured themselves . <eos>,The bankers that the consultants liked injured themselves .
65,liked,embed,local,1,d,none,none,consultants,bankers,injured,themselves,The consultants that the bankers liked injured themselves . <eos>,The consultants that the bankers liked injured themselves .
65,liked,embed,local,1,a,rc_subj,number,mechanics,consultant,injured,themselves,The mechanics that the consultant liked injured themselves . <eos>,The mechanics that the consultant liked injured themselves .
65,liked,embed,local,1,b,rc_subj,number,consultants,mechanic,injured,themselves,The consultants that the mechanic liked injured themselves . <eos>,The consultants that the mechanic liked injured themselves .
65,liked,embed,local,1,c,rc_subj,number,bankers,consultant,injured,themselves,The bankers that the consultant liked injured themselves . <eos>,The bankers that the consultant liked injured themselves .
65,liked,embed,local,1,d,rc_subj,number,consultants,banker,injured,themselves,The consultants that the banker liked injured themselves . <eos>,The consultants that the banker liked injured themselves .
65,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,injured,themselves,The mechanic that the consultants liked injured themselves . <eos>,The mechanic that the consultants liked injured themselves .
65,liked,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,injured,themselves,The consultant that the mechanics liked injured themselves . <eos>,The consultant that the mechanics liked injured themselves .
65,liked,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,injured,themselves,The banker that the consultants liked injured themselves . <eos>,The banker that the consultants liked injured themselves .
65,liked,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,injured,themselves,The consultant that the bankers liked injured themselves . <eos>,The consultant that the bankers liked injured themselves .
66,liked,embed,local,1,a,none,none,mechanics,consultants,congratulated,themselves,The mechanics that the consultants liked congratulated themselves . <eos>,The mechanics that the consultants liked congratulated themselves .
66,liked,embed,local,1,b,none,none,consultants,mechanics,congratulated,themselves,The consultants that the mechanics liked congratulated themselves . <eos>,The consultants that the mechanics liked congratulated themselves .
66,liked,embed,local,1,c,none,none,bankers,consultants,congratulated,themselves,The bankers that the consultants liked congratulated themselves . <eos>,The bankers that the consultants liked congratulated themselves .
66,liked,embed,local,1,d,none,none,consultants,bankers,congratulated,themselves,The consultants that the bankers liked congratulated themselves . <eos>,The consultants that the bankers liked congratulated themselves .
66,liked,embed,local,1,a,rc_subj,number,mechanics,consultant,congratulated,themselves,The mechanics that the consultant liked congratulated themselves . <eos>,The mechanics that the consultant liked congratulated themselves .
66,liked,embed,local,1,b,rc_subj,number,consultants,mechanic,congratulated,themselves,The consultants that the mechanic liked congratulated themselves . <eos>,The consultants that the mechanic liked congratulated themselves .
66,liked,embed,local,1,c,rc_subj,number,bankers,consultant,congratulated,themselves,The bankers that the consultant liked congratulated themselves . <eos>,The bankers that the consultant liked congratulated themselves .
66,liked,embed,local,1,d,rc_subj,number,consultants,banker,congratulated,themselves,The consultants that the banker liked congratulated themselves . <eos>,The consultants that the banker liked congratulated themselves .
66,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,congratulated,themselves,The mechanic that the consultants liked congratulated themselves . <eos>,The mechanic that the consultants liked congratulated themselves .
66,liked,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,congratulated,themselves,The consultant that the mechanics liked congratulated themselves . <eos>,The consultant that the mechanics liked congratulated themselves .
66,liked,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,congratulated,themselves,The banker that the consultants liked congratulated themselves . <eos>,The banker that the consultants liked congratulated themselves .
66,liked,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,congratulated,themselves,The consultant that the bankers liked congratulated themselves . <eos>,The consultant that the bankers liked congratulated themselves .
67,liked,embed,local,1,a,none,none,mechanics,consultants,embarrassed,themselves,The mechanics that the consultants liked embarrassed themselves . <eos>,The mechanics that the consultants liked embarrassed themselves .
67,liked,embed,local,1,b,none,none,consultants,mechanics,embarrassed,themselves,The consultants that the mechanics liked embarrassed themselves . <eos>,The consultants that the mechanics liked embarrassed themselves .
67,liked,embed,local,1,c,none,none,bankers,consultants,embarrassed,themselves,The bankers that the consultants liked embarrassed themselves . <eos>,The bankers that the consultants liked embarrassed themselves .
67,liked,embed,local,1,d,none,none,consultants,bankers,embarrassed,themselves,The consultants that the bankers liked embarrassed themselves . <eos>,The consultants that the bankers liked embarrassed themselves .
67,liked,embed,local,1,a,rc_subj,number,mechanics,consultant,embarrassed,themselves,The mechanics that the consultant liked embarrassed themselves . <eos>,The mechanics that the consultant liked embarrassed themselves .
67,liked,embed,local,1,b,rc_subj,number,consultants,mechanic,embarrassed,themselves,The consultants that the mechanic liked embarrassed themselves . <eos>,The consultants that the mechanic liked embarrassed themselves .
67,liked,embed,local,1,c,rc_subj,number,bankers,consultant,embarrassed,themselves,The bankers that the consultant liked embarrassed themselves . <eos>,The bankers that the consultant liked embarrassed themselves .
67,liked,embed,local,1,d,rc_subj,number,consultants,banker,embarrassed,themselves,The consultants that the banker liked embarrassed themselves . <eos>,The consultants that the banker liked embarrassed themselves .
67,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,embarrassed,themselves,The mechanic that the consultants liked embarrassed themselves . <eos>,The mechanic that the consultants liked embarrassed themselves .
67,liked,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,embarrassed,themselves,The consultant that the mechanics liked embarrassed themselves . <eos>,The consultant that the mechanics liked embarrassed themselves .
67,liked,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,embarrassed,themselves,The banker that the consultants liked embarrassed themselves . <eos>,The banker that the consultants liked embarrassed themselves .
67,liked,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,embarrassed,themselves,The consultant that the bankers liked embarrassed themselves . <eos>,The consultant that the bankers liked embarrassed themselves .
68,liked,embed,local,1,a,none,none,mechanics,consultants,disguised,themselves,The mechanics that the consultants liked disguised themselves . <eos>,The mechanics that the consultants liked disguised themselves .
68,liked,embed,local,1,b,none,none,consultants,mechanics,disguised,themselves,The consultants that the mechanics liked disguised themselves . <eos>,The consultants that the mechanics liked disguised themselves .
68,liked,embed,local,1,c,none,none,bankers,consultants,disguised,themselves,The bankers that the consultants liked disguised themselves . <eos>,The bankers that the consultants liked disguised themselves .
68,liked,embed,local,1,d,none,none,consultants,bankers,disguised,themselves,The consultants that the bankers liked disguised themselves . <eos>,The consultants that the bankers liked disguised themselves .
68,liked,embed,local,1,a,rc_subj,number,mechanics,consultant,disguised,themselves,The mechanics that the consultant liked disguised themselves . <eos>,The mechanics that the consultant liked disguised themselves .
68,liked,embed,local,1,b,rc_subj,number,consultants,mechanic,disguised,themselves,The consultants that the mechanic liked disguised themselves . <eos>,The consultants that the mechanic liked disguised themselves .
68,liked,embed,local,1,c,rc_subj,number,bankers,consultant,disguised,themselves,The bankers that the consultant liked disguised themselves . <eos>,The bankers that the consultant liked disguised themselves .
68,liked,embed,local,1,d,rc_subj,number,consultants,banker,disguised,themselves,The consultants that the banker liked disguised themselves . <eos>,The consultants that the banker liked disguised themselves .
68,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,disguised,themselves,The mechanic that the consultants liked disguised themselves . <eos>,The mechanic that the consultants liked disguised themselves .
68,liked,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,disguised,themselves,The consultant that the mechanics liked disguised themselves . <eos>,The consultant that the mechanics liked disguised themselves .
68,liked,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,disguised,themselves,The banker that the consultants liked disguised themselves . <eos>,The banker that the consultants liked disguised themselves .
68,liked,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,disguised,themselves,The consultant that the bankers liked disguised themselves . <eos>,The consultant that the bankers liked disguised themselves .
69,liked,embed,local,1,a,none,none,mechanics,consultants,hated,themselves,The mechanics that the consultants liked hated themselves . <eos>,The mechanics that the consultants liked hated themselves .
69,liked,embed,local,1,b,none,none,consultants,mechanics,hated,themselves,The consultants that the mechanics liked hated themselves . <eos>,The consultants that the mechanics liked hated themselves .
69,liked,embed,local,1,c,none,none,bankers,consultants,hated,themselves,The bankers that the consultants liked hated themselves . <eos>,The bankers that the consultants liked hated themselves .
69,liked,embed,local,1,d,none,none,consultants,bankers,hated,themselves,The consultants that the bankers liked hated themselves . <eos>,The consultants that the bankers liked hated themselves .
69,liked,embed,local,1,a,rc_subj,number,mechanics,consultant,hated,themselves,The mechanics that the consultant liked hated themselves . <eos>,The mechanics that the consultant liked hated themselves .
69,liked,embed,local,1,b,rc_subj,number,consultants,mechanic,hated,themselves,The consultants that the mechanic liked hated themselves . <eos>,The consultants that the mechanic liked hated themselves .
69,liked,embed,local,1,c,rc_subj,number,bankers,consultant,hated,themselves,The bankers that the consultant liked hated themselves . <eos>,The bankers that the consultant liked hated themselves .
69,liked,embed,local,1,d,rc_subj,number,consultants,banker,hated,themselves,The consultants that the banker liked hated themselves . <eos>,The consultants that the banker liked hated themselves .
69,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,hated,themselves,The mechanic that the consultants liked hated themselves . <eos>,The mechanic that the consultants liked hated themselves .
69,liked,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,hated,themselves,The consultant that the mechanics liked hated themselves . <eos>,The consultant that the mechanics liked hated themselves .
69,liked,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,hated,themselves,The banker that the consultants liked hated themselves . <eos>,The banker that the consultants liked hated themselves .
69,liked,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,hated,themselves,The consultant that the bankers liked hated themselves . <eos>,The consultant that the bankers liked hated themselves .
70,liked,embed,local,1,a,none,none,mechanics,consultants,doubted,themselves,The mechanics that the consultants liked doubted themselves . <eos>,The mechanics that the consultants liked doubted themselves .
70,liked,embed,local,1,b,none,none,consultants,mechanics,doubted,themselves,The consultants that the mechanics liked doubted themselves . <eos>,The consultants that the mechanics liked doubted themselves .
70,liked,embed,local,1,c,none,none,bankers,consultants,doubted,themselves,The bankers that the consultants liked doubted themselves . <eos>,The bankers that the consultants liked doubted themselves .
70,liked,embed,local,1,d,none,none,consultants,bankers,doubted,themselves,The consultants that the bankers liked doubted themselves . <eos>,The consultants that the bankers liked doubted themselves .
70,liked,embed,local,1,a,rc_subj,number,mechanics,consultant,doubted,themselves,The mechanics that the consultant liked doubted themselves . <eos>,The mechanics that the consultant liked doubted themselves .
70,liked,embed,local,1,b,rc_subj,number,consultants,mechanic,doubted,themselves,The consultants that the mechanic liked doubted themselves . <eos>,The consultants that the mechanic liked doubted themselves .
70,liked,embed,local,1,c,rc_subj,number,bankers,consultant,doubted,themselves,The bankers that the consultant liked doubted themselves . <eos>,The bankers that the consultant liked doubted themselves .
70,liked,embed,local,1,d,rc_subj,number,consultants,banker,doubted,themselves,The consultants that the banker liked doubted themselves . <eos>,The consultants that the banker liked doubted themselves .
70,liked,embed,nonlocal,0,a,matrix_subj,number,mechanic,consultants,doubted,themselves,The mechanic that the consultants liked doubted themselves . <eos>,The mechanic that the consultants liked doubted themselves .
70,liked,embed,nonlocal,0,b,matrix_subj,number,consultant,mechanics,doubted,themselves,The consultant that the mechanics liked doubted themselves . <eos>,The consultant that the mechanics liked doubted themselves .
70,liked,embed,nonlocal,0,c,matrix_subj,number,banker,consultants,doubted,themselves,The banker that the consultants liked doubted themselves . <eos>,The banker that the consultants liked doubted themselves .
70,liked,embed,nonlocal,0,d,matrix_subj,number,consultant,bankers,doubted,themselves,The consultant that the bankers liked doubted themselves . <eos>,The consultant that the bankers liked doubted themselves .
1,loved,embed,local,1,a,none,none,mechanics,authors,hurt,themselves,The mechanics that the authors loved hurt themselves . <eos>,The mechanics that the authors loved hurt themselves .
1,loved,embed,local,1,b,none,none,authors,mechanics,hurt,themselves,The authors that the mechanics loved hurt themselves . <eos>,The authors that the mechanics loved hurt themselves .
1,loved,embed,local,1,c,none,none,bankers,authors,hurt,themselves,The bankers that the authors loved hurt themselves . <eos>,The bankers that the authors loved hurt themselves .
1,loved,embed,local,1,d,none,none,authors,bankers,hurt,themselves,The authors that the bankers loved hurt themselves . <eos>,The authors that the bankers loved hurt themselves .
1,loved,embed,local,1,a,rc_subj,number,mechanics,author,hurt,themselves,The mechanics that the author loved hurt themselves . <eos>,The mechanics that the author loved hurt themselves .
1,loved,embed,local,1,b,rc_subj,number,authors,mechanic,hurt,themselves,The authors that the mechanic loved hurt themselves . <eos>,The authors that the mechanic loved hurt themselves .
1,loved,embed,local,1,c,rc_subj,number,bankers,author,hurt,themselves,The bankers that the author loved hurt themselves . <eos>,The bankers that the author loved hurt themselves .
1,loved,embed,local,1,d,rc_subj,number,authors,banker,hurt,themselves,The authors that the banker loved hurt themselves . <eos>,The authors that the banker loved hurt themselves .
1,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,authors,hurt,themselves,The mechanic that the authors loved hurt themselves . <eos>,The mechanic that the authors loved hurt themselves .
1,loved,embed,nonlocal,0,b,matrix_subj,number,author,mechanics,hurt,themselves,The author that the mechanics loved hurt themselves . <eos>,The author that the mechanics loved hurt themselves .
1,loved,embed,nonlocal,0,c,matrix_subj,number,banker,authors,hurt,themselves,The banker that the authors loved hurt themselves . <eos>,The banker that the authors loved hurt themselves .
1,loved,embed,nonlocal,0,d,matrix_subj,number,author,bankers,hurt,themselves,The author that the bankers loved hurt themselves . <eos>,The author that the bankers loved hurt themselves .
2,loved,embed,local,1,a,none,none,mechanics,authors,injured,themselves,The mechanics that the authors loved injured themselves . <eos>,The mechanics that the authors loved injured themselves .
2,loved,embed,local,1,b,none,none,authors,mechanics,injured,themselves,The authors that the mechanics loved injured themselves . <eos>,The authors that the mechanics loved injured themselves .
2,loved,embed,local,1,c,none,none,bankers,authors,injured,themselves,The bankers that the authors loved injured themselves . <eos>,The bankers that the authors loved injured themselves .
2,loved,embed,local,1,d,none,none,authors,bankers,injured,themselves,The authors that the bankers loved injured themselves . <eos>,The authors that the bankers loved injured themselves .
2,loved,embed,local,1,a,rc_subj,number,mechanics,author,injured,themselves,The mechanics that the author loved injured themselves . <eos>,The mechanics that the author loved injured themselves .
2,loved,embed,local,1,b,rc_subj,number,authors,mechanic,injured,themselves,The authors that the mechanic loved injured themselves . <eos>,The authors that the mechanic loved injured themselves .
2,loved,embed,local,1,c,rc_subj,number,bankers,author,injured,themselves,The bankers that the author loved injured themselves . <eos>,The bankers that the author loved injured themselves .
2,loved,embed,local,1,d,rc_subj,number,authors,banker,injured,themselves,The authors that the banker loved injured themselves . <eos>,The authors that the banker loved injured themselves .
2,loved,embed,nonlocal,0,a,matrix_subj,number,mechanic,authors,injured,themselves,The mechanic that the authors loved injured themselves . <eos>,The mechanic that the authors loved injured themselves .
2,loved,embed,nonlocal,0,b,matrix_subj,number,author,mechanics,injured,themselves,The author that the mechanics loved injured themselves . <eos>,The author that the mechanics loved injured themselves .
2,loved,embed,nonlocal,0,c,matrix_subj,number,banker,authors,injured,themselves,The banker that the authors loved injured themselves . <eos>,The banker that the authors loved injured themselves .
2,loved,embed,nonlocal,0,d,matrix_subj,number,author,bankers,injured,themselves,The author that the bankers loved injured themselves . <eos>,The author that the bankers loved injured themselves .
3,loved,embed,local,1,a,none,none,mechanics,authors,congratulated,themselves,The mechanics that the authors loved congratulated themselves . <eos>,The mechanics that the authors loved congratulated themselves .
3,loved,embed,local,1,b,none,none,authors,mechanics,congratulated,themselves,The authors that the mechanics loved congratulated themselves . <eos>,The authors that the mechanics loved congratulated themselves .
3,loved,embed,local,1,c,none,none,bankers,authors,congratulated,themselves,The bankers that the authors loved congratulated themselves . <eos>,The bankers that the authors loved congratulated themselves .
3,loved,embed,local,1,d,none,none,authors,bankers,congratulated,themselves,The authors that the bankers loved congratulated themselves . <eos>,The authors that the bankers loved congratulated themselves .
