item,clause_type,locality,c-command,grammatical,counterbalance,subject,mismatch_position,mismatch_feature,head_noun,distractor_noun,verb,pronoun,sentence,sentence_no_eos
17,simple,local,c-command,1,b,male,distractor,number,sons,boy,established,themselves,The sons near the boy established themselves . <eos>,The sons near the boy established themselves .
17,simple,local,c-command,1,a,female,distractor,number,girls,daughter,established,themselves,The girls near the daughter established themselves . <eos>,The girls near the daughter established themselves .
17,simple,local,c-command,1,b,female,distractor,number,daughters,girl,established,themselves,The daughters near the girl established themselves . <eos>,The daughters near the girl established themselves .
18,simple,local,c-command,1,a,male,none,none,boys,sons,devoted,themselves,The boys near the sons devoted themselves . <eos>,The boys near the sons devoted themselves .
18,simple,local,c-command,1,b,male,none,none,sons,boys,devoted,themselves,The sons near the boys devoted themselves . <eos>,The sons near the boys devoted themselves .
18,simple,local,c-command,1,a,female,none,none,girls,daughters,devoted,themselves,The girls near the daughters devoted themselves . <eos>,The girls near the daughters devoted themselves .
18,simple,local,c-command,1,b,female,none,none,daughters,girls,devoted,themselves,The daughters near the girls devoted themselves . <eos>,The daughters near the girls devoted themselves .
18,simple,local,no-c-command,0,a,male,head,number,boy,sons,devoted,themselves,The boy near the sons devoted themselves . <eos>,The boy near the sons devoted themselves .
18,simple,local,no-c-command,0,b,male,head,number,son,boys,devoted,themselves,The son near the boys devoted themselves . <eos>,The son near the boys devoted themselves .
18,simple,local,no-c-command,0,a,female,head,number,girl,daughters,devoted,themselves,The girl near the daughters devoted themselves . <eos>,The girl near the daughters devoted themselves .
18,simple,local,no-c-command,0,b,female,head,number,daughter,girls,devoted,themselves,The daughter near the girls devoted themselves . <eos>,The daughter near the girls devoted themselves .
18,simple,local,c-command,1,a,male,distractor,number,boys,son,devoted,themselves,The boys near the son devoted themselves . <eos>,The boys near the son devoted themselves .
18,simple,local,c-command,1,b,male,distractor,number,sons,boy,devoted,themselves,The sons near the boy devoted themselves . <eos>,The sons near the boy devoted themselves .
18,simple,local,c-command,1,a,female,distractor,number,girls,daughter,devoted,themselves,The girls near the daughter devoted themselves . <eos>,The girls near the daughter devoted themselves .
18,simple,local,c-command,1,b,female,distractor,number,daughters,girl,devoted,themselves,The daughters near the girl devoted themselves . <eos>,The daughters near the girl devoted themselves .
19,simple,local,c-command,1,a,male,none,none,boys,sons,considered,themselves,The boys near the sons considered themselves . <eos>,The boys near the sons considered themselves .
19,simple,local,c-command,1,b,male,none,none,sons,boys,considered,themselves,The sons near the boys considered themselves . <eos>,The sons near the boys considered themselves .
19,simple,local,c-command,1,a,female,none,none,girls,daughters,considered,themselves,The girls near the daughters considered themselves . <eos>,The girls near the daughters considered themselves .
19,simple,local,c-command,1,b,female,none,none,daughters,girls,considered,themselves,The daughters near the girls considered themselves . <eos>,The daughters near the girls considered themselves .
19,simple,local,no-c-command,0,a,male,head,number,boy,sons,considered,themselves,The boy near the sons considered themselves . <eos>,The boy near the sons considered themselves .
19,simple,local,no-c-command,0,b,male,head,number,son,boys,considered,themselves,The son near the boys considered themselves . <eos>,The son near the boys considered themselves .
19,simple,local,no-c-command,0,a,female,head,number,girl,daughters,considered,themselves,The girl near the daughters considered themselves . <eos>,The girl near the daughters considered themselves .
19,simple,local,no-c-command,0,b,female,head,number,daughter,girls,considered,themselves,The daughter near the girls considered themselves . <eos>,The daughter near the girls considered themselves .
19,simple,local,c-command,1,a,male,distractor,number,boys,son,considered,themselves,The boys near the son considered themselves . <eos>,The boys near the son considered themselves .
19,simple,local,c-command,1,b,male,distractor,number,sons,boy,considered,themselves,The sons near the boy considered themselves . <eos>,The sons near the boy considered themselves .
19,simple,local,c-command,1,a,female,distractor,number,girls,daughter,considered,themselves,The girls near the daughter considered themselves . <eos>,The girls near the daughter considered themselves .
19,simple,local,c-command,1,b,female,distractor,number,daughters,girl,considered,themselves,The daughters near the girl considered themselves . <eos>,The daughters near the girl considered themselves .
20,simple,local,c-command,1,a,male,none,none,boys,sons,identified,themselves,The boys near the sons identified themselves . <eos>,The boys near the sons identified themselves .
20,simple,local,c-command,1,b,male,none,none,sons,boys,identified,themselves,The sons near the boys identified themselves . <eos>,The sons near the boys identified themselves .
20,simple,local,c-command,1,a,female,none,none,girls,daughters,identified,themselves,The girls near the daughters identified themselves . <eos>,The girls near the daughters identified themselves .
20,simple,local,c-command,1,b,female,none,none,daughters,girls,identified,themselves,The daughters near the girls identified themselves . <eos>,The daughters near the girls identified themselves .
20,simple,local,no-c-command,0,a,male,head,number,boy,sons,identified,themselves,The boy near the sons identified themselves . <eos>,The boy near the sons identified themselves .
20,simple,local,no-c-command,0,b,male,head,number,son,boys,identified,themselves,The son near the boys identified themselves . <eos>,The son near the boys identified themselves .
20,simple,local,no-c-command,0,a,female,head,number,girl,daughters,identified,themselves,The girl near the daughters identified themselves . <eos>,The girl near the daughters identified themselves .
20,simple,local,no-c-command,0,b,female,head,number,daughter,girls,identified,themselves,The daughter near the girls identified themselves . <eos>,The daughter near the girls identified themselves .
20,simple,local,c-command,1,a,male,distractor,number,boys,son,identified,themselves,The boys near the son identified themselves . <eos>,The boys near the son identified themselves .
20,simple,local,c-command,1,b,male,distractor,number,sons,boy,identified,themselves,The sons near the boy identified themselves . <eos>,The sons near the boy identified themselves .
20,simple,local,c-command,1,a,female,distractor,number,girls,daughter,identified,themselves,The girls near the daughter identified themselves . <eos>,The girls near the daughter identified themselves .
20,simple,local,c-command,1,b,female,distractor,number,daughters,girl,identified,themselves,The daughters near the girl identified themselves . <eos>,The daughters near the girl identified themselves .
21,simple,local,c-command,1,a,male,none,none,boys,sons,made,themselves,The boys near the sons made themselves . <eos>,The boys near the sons made themselves .
21,simple,local,c-command,1,b,male,none,none,sons,boys,made,themselves,The sons near the boys made themselves . <eos>,The sons near the boys made themselves .
21,simple,local,c-command,1,a,female,none,none,girls,daughters,made,themselves,The girls near the daughters made themselves . <eos>,The girls near the daughters made themselves .
21,simple,local,c-command,1,b,female,none,none,daughters,girls,made,themselves,The daughters near the girls made themselves . <eos>,The daughters near the girls made themselves .
21,simple,local,no-c-command,0,a,male,head,number,boy,sons,made,themselves,The boy near the sons made themselves . <eos>,The boy near the sons made themselves .
21,simple,local,no-c-command,0,b,male,head,number,son,boys,made,themselves,The son near the boys made themselves . <eos>,The son near the boys made themselves .
21,simple,local,no-c-command,0,a,female,head,number,girl,daughters,made,themselves,The girl near the daughters made themselves . <eos>,The girl near the daughters made themselves .
21,simple,local,no-c-command,0,b,female,head,number,daughter,girls,made,themselves,The daughter near the girls made themselves . <eos>,The daughter near the girls made themselves .
21,simple,local,c-command,1,a,male,distractor,number,boys,son,made,themselves,The boys near the son made themselves . <eos>,The boys near the son made themselves .
21,simple,local,c-command,1,b,male,distractor,number,sons,boy,made,themselves,The sons near the boy made themselves . <eos>,The sons near the boy made themselves .
21,simple,local,c-command,1,a,female,distractor,number,girls,daughter,made,themselves,The girls near the daughter made themselves . <eos>,The girls near the daughter made themselves .
21,simple,local,c-command,1,b,female,distractor,number,daughters,girl,made,themselves,The daughters near the girl made themselves . <eos>,The daughters near the girl made themselves .
22,simple,local,c-command,1,a,male,none,none,boys,sons,found,themselves,The boys near the sons found themselves . <eos>,The boys near the sons found themselves .
22,simple,local,c-command,1,b,male,none,none,sons,boys,found,themselves,The sons near the boys found themselves . <eos>,The sons near the boys found themselves .
22,simple,local,c-command,1,a,female,none,none,girls,daughters,found,themselves,The girls near the daughters found themselves . <eos>,The girls near the daughters found themselves .
22,simple,local,c-command,1,b,female,none,none,daughters,girls,found,themselves,The daughters near the girls found themselves . <eos>,The daughters near the girls found themselves .
22,simple,local,no-c-command,0,a,male,head,number,boy,sons,found,themselves,The boy near the sons found themselves . <eos>,The boy near the sons found themselves .
22,simple,local,no-c-command,0,b,male,head,number,son,boys,found,themselves,The son near the boys found themselves . <eos>,The son near the boys found themselves .
22,simple,local,no-c-command,0,a,female,head,number,girl,daughters,found,themselves,The girl near the daughters found themselves . <eos>,The girl near the daughters found themselves .
22,simple,local,no-c-command,0,b,female,head,number,daughter,girls,found,themselves,The daughter near the girls found themselves . <eos>,The daughter near the girls found themselves .
22,simple,local,c-command,1,a,male,distractor,number,boys,son,found,themselves,The boys near the son found themselves . <eos>,The boys near the son found themselves .
22,simple,local,c-command,1,b,male,distractor,number,sons,boy,found,themselves,The sons near the boy found themselves . <eos>,The sons near the boy found themselves .
22,simple,local,c-command,1,a,female,distractor,number,girls,daughter,found,themselves,The girls near the daughter found themselves . <eos>,The girls near the daughter found themselves .
22,simple,local,c-command,1,b,female,distractor,number,daughters,girl,found,themselves,The daughters near the girl found themselves . <eos>,The daughters near the girl found themselves .
23,simple,local,c-command,1,a,male,none,none,boys,sons,distinguished,themselves,The boys near the sons distinguished themselves . <eos>,The boys near the sons distinguished themselves .
23,simple,local,c-command,1,b,male,none,none,sons,boys,distinguished,themselves,The sons near the boys distinguished themselves . <eos>,The sons near the boys distinguished themselves .
23,simple,local,c-command,1,a,female,none,none,girls,daughters,distinguished,themselves,The girls near the daughters distinguished themselves . <eos>,The girls near the daughters distinguished themselves .
23,simple,local,c-command,1,b,female,none,none,daughters,girls,distinguished,themselves,The daughters near the girls distinguished themselves . <eos>,The daughters near the girls distinguished themselves .
23,simple,local,no-c-command,0,a,male,head,number,boy,sons,distinguished,themselves,The boy near the sons distinguished themselves . <eos>,The boy near the sons distinguished themselves .
23,simple,local,no-c-command,0,b,male,head,number,son,boys,distinguished,themselves,The son near the boys distinguished themselves . <eos>,The son near the boys distinguished themselves .
23,simple,local,no-c-command,0,a,female,head,number,girl,daughters,distinguished,themselves,The girl near the daughters distinguished themselves . <eos>,The girl near the daughters distinguished themselves .
23,simple,local,no-c-command,0,b,female,head,number,daughter,girls,distinguished,themselves,The daughter near the girls distinguished themselves . <eos>,The daughter near the girls distinguished themselves .
23,simple,local,c-command,1,a,male,distractor,number,boys,son,distinguished,themselves,The boys near the son distinguished themselves . <eos>,The boys near the son distinguished themselves .
23,simple,local,c-command,1,b,male,distractor,number,sons,boy,distinguished,themselves,The sons near the boy distinguished themselves . <eos>,The sons near the boy distinguished themselves .
23,simple,local,c-command,1,a,female,distractor,number,girls,daughter,distinguished,themselves,The girls near the daughter distinguished themselves . <eos>,The girls near the daughter distinguished themselves .
23,simple,local,c-command,1,b,female,distractor,number,daughters,girl,distinguished,themselves,The daughters near the girl distinguished themselves . <eos>,The daughters near the girl distinguished themselves .
24,simple,local,c-command,1,a,male,none,none,boys,sons,taught,themselves,The boys near the sons taught themselves . <eos>,The boys near the sons taught themselves .
24,simple,local,c-command,1,b,male,none,none,sons,boys,taught,themselves,The sons near the boys taught themselves . <eos>,The sons near the boys taught themselves .
24,simple,local,c-command,1,a,female,none,none,girls,daughters,taught,themselves,The girls near the daughters taught themselves . <eos>,The girls near the daughters taught themselves .
24,simple,local,c-command,1,b,female,none,none,daughters,girls,taught,themselves,The daughters near the girls taught themselves . <eos>,The daughters near the girls taught themselves .
24,simple,local,no-c-command,0,a,male,head,number,boy,sons,taught,themselves,The boy near the sons taught themselves . <eos>,The boy near the sons taught themselves .
24,simple,local,no-c-command,0,b,male,head,number,son,boys,taught,themselves,The son near the boys taught themselves . <eos>,The son near the boys taught themselves .
24,simple,local,no-c-command,0,a,female,head,number,girl,daughters,taught,themselves,The girl near the daughters taught themselves . <eos>,The girl near the daughters taught themselves .
24,simple,local,no-c-command,0,b,female,head,number,daughter,girls,taught,themselves,The daughter near the girls taught themselves . <eos>,The daughter near the girls taught themselves .
24,simple,local,c-command,1,a,male,distractor,number,boys,son,taught,themselves,The boys near the son taught themselves . <eos>,The boys near the son taught themselves .
24,simple,local,c-command,1,b,male,distractor,number,sons,boy,taught,themselves,The sons near the boy taught themselves . <eos>,The sons near the boy taught themselves .
24,simple,local,c-command,1,a,female,distractor,number,girls,daughter,taught,themselves,The girls near the daughter taught themselves . <eos>,The girls near the daughter taught themselves .
24,simple,local,c-command,1,b,female,distractor,number,daughters,girl,taught,themselves,The daughters near the girl taught themselves . <eos>,The daughters near the girl taught themselves .
25,simple,local,c-command,1,a,male,none,none,boys,sons,killed,themselves,The boys near the sons killed themselves . <eos>,The boys near the sons killed themselves .
25,simple,local,c-command,1,b,male,none,none,sons,boys,killed,themselves,The sons near the boys killed themselves . <eos>,The sons near the boys killed themselves .
25,simple,local,c-command,1,a,female,none,none,girls,daughters,killed,themselves,The girls near the daughters killed themselves . <eos>,The girls near the daughters killed themselves .
25,simple,local,c-command,1,b,female,none,none,daughters,girls,killed,themselves,The daughters near the girls killed themselves . <eos>,The daughters near the girls killed themselves .
25,simple,local,no-c-command,0,a,male,head,number,boy,sons,killed,themselves,The boy near the sons killed themselves . <eos>,The boy near the sons killed themselves .
25,simple,local,no-c-command,0,b,male,head,number,son,boys,killed,themselves,The son near the boys killed themselves . <eos>,The son near the boys killed themselves .
25,simple,local,no-c-command,0,a,female,head,number,girl,daughters,killed,themselves,The girl near the daughters killed themselves . <eos>,The girl near the daughters killed themselves .
25,simple,local,no-c-command,0,b,female,head,number,daughter,girls,killed,themselves,The daughter near the girls killed themselves . <eos>,The daughter near the girls killed themselves .
25,simple,local,c-command,1,a,male,distractor,number,boys,son,killed,themselves,The boys near the son killed themselves . <eos>,The boys near the son killed themselves .
25,simple,local,c-command,1,b,male,distractor,number,sons,boy,killed,themselves,The sons near the boy killed themselves . <eos>,The sons near the boy killed themselves .
25,simple,local,c-command,1,a,female,distractor,number,girls,daughter,killed,themselves,The girls near the daughter killed themselves . <eos>,The girls near the daughter killed themselves .
25,simple,local,c-command,1,b,female,distractor,number,daughters,girl,killed,themselves,The daughters near the girl killed themselves . <eos>,The daughters near the girl killed themselves .
26,simple,local,c-command,1,a,male,none,none,boys,sons,called,themselves,The boys near the sons called themselves . <eos>,The boys near the sons called themselves .
26,simple,local,c-command,1,b,male,none,none,sons,boys,called,themselves,The sons near the boys called themselves . <eos>,The sons near the boys called themselves .
26,simple,local,c-command,1,a,female,none,none,girls,daughters,called,themselves,The girls near the daughters called themselves . <eos>,The girls near the daughters called themselves .
26,simple,local,c-command,1,b,female,none,none,daughters,girls,called,themselves,The daughters near the girls called themselves . <eos>,The daughters near the girls called themselves .
26,simple,local,no-c-command,0,a,male,head,number,boy,sons,called,themselves,The boy near the sons called themselves . <eos>,The boy near the sons called themselves .
26,simple,local,no-c-command,0,b,male,head,number,son,boys,called,themselves,The son near the boys called themselves . <eos>,The son near the boys called themselves .
26,simple,local,no-c-command,0,a,female,head,number,girl,daughters,called,themselves,The girl near the daughters called themselves . <eos>,The girl near the daughters called themselves .
26,simple,local,no-c-command,0,b,female,head,number,daughter,girls,called,themselves,The daughter near the girls called themselves . <eos>,The daughter near the girls called themselves .
26,simple,local,c-command,1,a,male,distractor,number,boys,son,called,themselves,The boys near the son called themselves . <eos>,The boys near the son called themselves .
26,simple,local,c-command,1,b,male,distractor,number,sons,boy,called,themselves,The sons near the boy called themselves . <eos>,The sons near the boy called themselves .
26,simple,local,c-command,1,a,female,distractor,number,girls,daughter,called,themselves,The girls near the daughter called themselves . <eos>,The girls near the daughter called themselves .
26,simple,local,c-command,1,b,female,distractor,number,daughters,girl,called,themselves,The daughters near the girl called themselves . <eos>,The daughters near the girl called themselves .
27,simple,local,c-command,1,a,male,none,none,boys,sons,dedicated,themselves,The boys near the sons dedicated themselves . <eos>,The boys near the sons dedicated themselves .
27,simple,local,c-command,1,b,male,none,none,sons,boys,dedicated,themselves,The sons near the boys dedicated themselves . <eos>,The sons near the boys dedicated themselves .
27,simple,local,c-command,1,a,female,none,none,girls,daughters,dedicated,themselves,The girls near the daughters dedicated themselves . <eos>,The girls near the daughters dedicated themselves .
27,simple,local,c-command,1,b,female,none,none,daughters,girls,dedicated,themselves,The daughters near the girls dedicated themselves . <eos>,The daughters near the girls dedicated themselves .
27,simple,local,no-c-command,0,a,male,head,number,boy,sons,dedicated,themselves,The boy near the sons dedicated themselves . <eos>,The boy near the sons dedicated themselves .
27,simple,local,no-c-command,0,b,male,head,number,son,boys,dedicated,themselves,The son near the boys dedicated themselves . <eos>,The son near the boys dedicated themselves .
27,simple,local,no-c-command,0,a,female,head,number,girl,daughters,dedicated,themselves,The girl near the daughters dedicated themselves . <eos>,The girl near the daughters dedicated themselves .
27,simple,local,no-c-command,0,b,female,head,number,daughter,girls,dedicated,themselves,The daughter near the girls dedicated themselves . <eos>,The daughter near the girls dedicated themselves .
27,simple,local,c-command,1,a,male,distractor,number,boys,son,dedicated,themselves,The boys near the son dedicated themselves . <eos>,The boys near the son dedicated themselves .
27,simple,local,c-command,1,b,male,distractor,number,sons,boy,dedicated,themselves,The sons near the boy dedicated themselves . <eos>,The sons near the boy dedicated themselves .
27,simple,local,c-command,1,a,female,distractor,number,girls,daughter,dedicated,themselves,The girls near the daughter dedicated themselves . <eos>,The girls near the daughter dedicated themselves .
27,simple,local,c-command,1,b,female,distractor,number,daughters,girl,dedicated,themselves,The daughters near the girl dedicated themselves . <eos>,The daughters near the girl dedicated themselves .
28,simple,local,c-command,1,a,male,none,none,boys,sons,declared,themselves,The boys near the sons declared themselves . <eos>,The boys near the sons declared themselves .
28,simple,local,c-command,1,b,male,none,none,sons,boys,declared,themselves,The sons near the boys declared themselves . <eos>,The sons near the boys declared themselves .
28,simple,local,c-command,1,a,female,none,none,girls,daughters,declared,themselves,The girls near the daughters declared themselves . <eos>,The girls near the daughters declared themselves .
28,simple,local,c-command,1,b,female,none,none,daughters,girls,declared,themselves,The daughters near the girls declared themselves . <eos>,The daughters near the girls declared themselves .
28,simple,local,no-c-command,0,a,male,head,number,boy,sons,declared,themselves,The boy near the sons declared themselves . <eos>,The boy near the sons declared themselves .
28,simple,local,no-c-command,0,b,male,head,number,son,boys,declared,themselves,The son near the boys declared themselves . <eos>,The son near the boys declared themselves .
28,simple,local,no-c-command,0,a,female,head,number,girl,daughters,declared,themselves,The girl near the daughters declared themselves . <eos>,The girl near the daughters declared themselves .
28,simple,local,no-c-command,0,b,female,head,number,daughter,girls,declared,themselves,The daughter near the girls declared themselves . <eos>,The daughter near the girls declared themselves .
28,simple,local,c-command,1,a,male,distractor,number,boys,son,declared,themselves,The boys near the son declared themselves . <eos>,The boys near the son declared themselves .
28,simple,local,c-command,1,b,male,distractor,number,sons,boy,declared,themselves,The sons near the boy declared themselves . <eos>,The sons near the boy declared themselves .
28,simple,local,c-command,1,a,female,distractor,number,girls,daughter,declared,themselves,The girls near the daughter declared themselves . <eos>,The girls near the daughter declared themselves .
28,simple,local,c-command,1,b,female,distractor,number,daughters,girl,declared,themselves,The daughters near the girl declared themselves . <eos>,The daughters near the girl declared themselves .
29,simple,local,c-command,1,a,male,none,none,boys,sons,proved,themselves,The boys near the sons proved themselves . <eos>,The boys near the sons proved themselves .
29,simple,local,c-command,1,b,male,none,none,sons,boys,proved,themselves,The sons near the boys proved themselves . <eos>,The sons near the boys proved themselves .
29,simple,local,c-command,1,a,female,none,none,girls,daughters,proved,themselves,The girls near the daughters proved themselves . <eos>,The girls near the daughters proved themselves .
29,simple,local,c-command,1,b,female,none,none,daughters,girls,proved,themselves,The daughters near the girls proved themselves . <eos>,The daughters near the girls proved themselves .
29,simple,local,no-c-command,0,a,male,head,number,boy,sons,proved,themselves,The boy near the sons proved themselves . <eos>,The boy near the sons proved themselves .
29,simple,local,no-c-command,0,b,male,head,number,son,boys,proved,themselves,The son near the boys proved themselves . <eos>,The son near the boys proved themselves .
29,simple,local,no-c-command,0,a,female,head,number,girl,daughters,proved,themselves,The girl near the daughters proved themselves . <eos>,The girl near the daughters proved themselves .
29,simple,local,no-c-command,0,b,female,head,number,daughter,girls,proved,themselves,The daughter near the girls proved themselves . <eos>,The daughter near the girls proved themselves .
29,simple,local,c-command,1,a,male,distractor,number,boys,son,proved,themselves,The boys near the son proved themselves . <eos>,The boys near the son proved themselves .
29,simple,local,c-command,1,b,male,distractor,number,sons,boy,proved,themselves,The sons near the boy proved themselves . <eos>,The sons near the boy proved themselves .
29,simple,local,c-command,1,a,female,distractor,number,girls,daughter,proved,themselves,The girls near the daughter proved themselves . <eos>,The girls near the daughter proved themselves .
29,simple,local,c-command,1,b,female,distractor,number,daughters,girl,proved,themselves,The daughters near the girl proved themselves . <eos>,The daughters near the girl proved themselves .
30,simple,local,c-command,1,a,male,none,none,boys,sons,shot,themselves,The boys near the sons shot themselves . <eos>,The boys near the sons shot themselves .
30,simple,local,c-command,1,b,male,none,none,sons,boys,shot,themselves,The sons near the boys shot themselves . <eos>,The sons near the boys shot themselves .
30,simple,local,c-command,1,a,female,none,none,girls,daughters,shot,themselves,The girls near the daughters shot themselves . <eos>,The girls near the daughters shot themselves .
30,simple,local,c-command,1,b,female,none,none,daughters,girls,shot,themselves,The daughters near the girls shot themselves . <eos>,The daughters near the girls shot themselves .
30,simple,local,no-c-command,0,a,male,head,number,boy,sons,shot,themselves,The boy near the sons shot themselves . <eos>,The boy near the sons shot themselves .
30,simple,local,no-c-command,0,b,male,head,number,son,boys,shot,themselves,The son near the boys shot themselves . <eos>,The son near the boys shot themselves .
30,simple,local,no-c-command,0,a,female,head,number,girl,daughters,shot,themselves,The girl near the daughters shot themselves . <eos>,The girl near the daughters shot themselves .
30,simple,local,no-c-command,0,b,female,head,number,daughter,girls,shot,themselves,The daughter near the girls shot themselves . <eos>,The daughter near the girls shot themselves .
30,simple,local,c-command,1,a,male,distractor,number,boys,son,shot,themselves,The boys near the son shot themselves . <eos>,The boys near the son shot themselves .
30,simple,local,c-command,1,b,male,distractor,number,sons,boy,shot,themselves,The sons near the boy shot themselves . <eos>,The sons near the boy shot themselves .
30,simple,local,c-command,1,a,female,distractor,number,girls,daughter,shot,themselves,The girls near the daughter shot themselves . <eos>,The girls near the daughter shot themselves .
30,simple,local,c-command,1,b,female,distractor,number,daughters,girl,shot,themselves,The daughters near the girl shot themselves . <eos>,The daughters near the girl shot themselves .
31,simple,local,c-command,1,a,male,none,none,boys,men,saw,themselves,The boys near the men saw themselves . <eos>,The boys near the men saw themselves .
31,simple,local,c-command,1,b,male,none,none,men,boys,saw,themselves,The men near the boys saw themselves . <eos>,The men near the boys saw themselves .
31,simple,local,c-command,1,a,female,none,none,girls,women,saw,themselves,The girls near the women saw themselves . <eos>,The girls near the women saw themselves .
31,simple,local,c-command,1,b,female,none,none,women,girls,saw,themselves,The women near the girls saw themselves . <eos>,The women near the girls saw themselves .
31,simple,local,no-c-command,0,a,male,head,number,boy,men,saw,themselves,The boy near the men saw themselves . <eos>,The boy near the men saw themselves .
31,simple,local,no-c-command,0,b,male,head,number,man,boys,saw,themselves,The man near the boys saw themselves . <eos>,The man near the boys saw themselves .
31,simple,local,no-c-command,0,a,female,head,number,girl,women,saw,themselves,The girl near the women saw themselves . <eos>,The girl near the women saw themselves .
31,simple,local,no-c-command,0,b,female,head,number,woman,girls,saw,themselves,The woman near the girls saw themselves . <eos>,The woman near the girls saw themselves .
31,simple,local,c-command,1,a,male,distractor,number,boys,man,saw,themselves,The boys near the man saw themselves . <eos>,The boys near the man saw themselves .
31,simple,local,c-command,1,b,male,distractor,number,men,boy,saw,themselves,The men near the boy saw themselves . <eos>,The men near the boy saw themselves .
31,simple,local,c-command,1,a,female,distractor,number,girls,woman,saw,themselves,The girls near the woman saw themselves . <eos>,The girls near the woman saw themselves .
31,simple,local,c-command,1,b,female,distractor,number,women,girl,saw,themselves,The women near the girl saw themselves . <eos>,The women near the girl saw themselves .
32,simple,local,c-command,1,a,male,none,none,boys,men,established,themselves,The boys near the men established themselves . <eos>,The boys near the men established themselves .
32,simple,local,c-command,1,b,male,none,none,men,boys,established,themselves,The men near the boys established themselves . <eos>,The men near the boys established themselves .
32,simple,local,c-command,1,a,female,none,none,girls,women,established,themselves,The girls near the women established themselves . <eos>,The girls near the women established themselves .
32,simple,local,c-command,1,b,female,none,none,women,girls,established,themselves,The women near the girls established themselves . <eos>,The women near the girls established themselves .
32,simple,local,no-c-command,0,a,male,head,number,boy,men,established,themselves,The boy near the men established themselves . <eos>,The boy near the men established themselves .
32,simple,local,no-c-command,0,b,male,head,number,man,boys,established,themselves,The man near the boys established themselves . <eos>,The man near the boys established themselves .
32,simple,local,no-c-command,0,a,female,head,number,girl,women,established,themselves,The girl near the women established themselves . <eos>,The girl near the women established themselves .
32,simple,local,no-c-command,0,b,female,head,number,woman,girls,established,themselves,The woman near the girls established themselves . <eos>,The woman near the girls established themselves .
32,simple,local,c-command,1,a,male,distractor,number,boys,man,established,themselves,The boys near the man established themselves . <eos>,The boys near the man established themselves .
32,simple,local,c-command,1,b,male,distractor,number,men,boy,established,themselves,The men near the boy established themselves . <eos>,The men near the boy established themselves .
32,simple,local,c-command,1,a,female,distractor,number,girls,woman,established,themselves,The girls near the woman established themselves . <eos>,The girls near the woman established themselves .
32,simple,local,c-command,1,b,female,distractor,number,women,girl,established,themselves,The women near the girl established themselves . <eos>,The women near the girl established themselves .
33,simple,local,c-command,1,a,male,none,none,boys,men,devoted,themselves,The boys near the men devoted themselves . <eos>,The boys near the men devoted themselves .
33,simple,local,c-command,1,b,male,none,none,men,boys,devoted,themselves,The men near the boys devoted themselves . <eos>,The men near the boys devoted themselves .
33,simple,local,c-command,1,a,female,none,none,girls,women,devoted,themselves,The girls near the women devoted themselves . <eos>,The girls near the women devoted themselves .
33,simple,local,c-command,1,b,female,none,none,women,girls,devoted,themselves,The women near the girls devoted themselves . <eos>,The women near the girls devoted themselves .
33,simple,local,no-c-command,0,a,male,head,number,boy,men,devoted,themselves,The boy near the men devoted themselves . <eos>,The boy near the men devoted themselves .
33,simple,local,no-c-command,0,b,male,head,number,man,boys,devoted,themselves,The man near the boys devoted themselves . <eos>,The man near the boys devoted themselves .
33,simple,local,no-c-command,0,a,female,head,number,girl,women,devoted,themselves,The girl near the women devoted themselves . <eos>,The girl near the women devoted themselves .
33,simple,local,no-c-command,0,b,female,head,number,woman,girls,devoted,themselves,The woman near the girls devoted themselves . <eos>,The woman near the girls devoted themselves .
33,simple,local,c-command,1,a,male,distractor,number,boys,man,devoted,themselves,The boys near the man devoted themselves . <eos>,The boys near the man devoted themselves .
33,simple,local,c-command,1,b,male,distractor,number,men,boy,devoted,themselves,The men near the boy devoted themselves . <eos>,The men near the boy devoted themselves .
33,simple,local,c-command,1,a,female,distractor,number,girls,woman,devoted,themselves,The girls near the woman devoted themselves . <eos>,The girls near the woman devoted themselves .
33,simple,local,c-command,1,b,female,distractor,number,women,girl,devoted,themselves,The women near the girl devoted themselves . <eos>,The women near the girl devoted themselves .
34,simple,local,c-command,1,a,male,none,none,boys,men,considered,themselves,The boys near the men considered themselves . <eos>,The boys near the men considered themselves .
34,simple,local,c-command,1,b,male,none,none,men,boys,considered,themselves,The men near the boys considered themselves . <eos>,The men near the boys considered themselves .
34,simple,local,c-command,1,a,female,none,none,girls,women,considered,themselves,The girls near the women considered themselves . <eos>,The girls near the women considered themselves .
34,simple,local,c-command,1,b,female,none,none,women,girls,considered,themselves,The women near the girls considered themselves . <eos>,The women near the girls considered themselves .
34,simple,local,no-c-command,0,a,male,head,number,boy,men,considered,themselves,The boy near the men considered themselves . <eos>,The boy near the men considered themselves .
34,simple,local,no-c-command,0,b,male,head,number,man,boys,considered,themselves,The man near the boys considered themselves . <eos>,The man near the boys considered themselves .
34,simple,local,no-c-command,0,a,female,head,number,girl,women,considered,themselves,The girl near the women considered themselves . <eos>,The girl near the women considered themselves .
34,simple,local,no-c-command,0,b,female,head,number,woman,girls,considered,themselves,The woman near the girls considered themselves . <eos>,The woman near the girls considered themselves .
34,simple,local,c-command,1,a,male,distractor,number,boys,man,considered,themselves,The boys near the man considered themselves . <eos>,The boys near the man considered themselves .
34,simple,local,c-command,1,b,male,distractor,number,men,boy,considered,themselves,The men near the boy considered themselves . <eos>,The men near the boy considered themselves .
